subdistrict_name,street_name,property_name,name,url,listing_id,description,date_posted,price,street_address,adress_locality,postal_code,rooms,bathrooms,listing_history,pid,type,style,building_style,building_dimensions,age,beds,bathrooms_f_h,main_living_area,total_living_area,listing_parcel_size,prov_parcel_size,assessed_at,rental_income,roof,exterior,foundation,basement,flooring,heating_cooling,fireplace,pool,fuel_supply,drinking_water,sewer,has_garage,parking,waterfront,water_access_view,property_features,land_features,utilities,appliances_incl,inclusions,exclusions,rental_equipment,listed_by,has_pcds,betterment_charges,bank_owned,pid_s
Subdistrict H (Bedford),"Samaa Court, Bedford","112 Samaa Court, Bedford West, NS (NOVA SCOTIA)",112 Samaa Court,https://www.viewpoint.ca/cutsheet/202529293/1/112-Samaa-Court-Bedford-West,202529293,"Welcome to 112 Samaa Court in the popular Parks of West Bedford. This newly completed home offers 5 spacious bedrooms with custom built-out closets, 4.5 bathrooms, designer finishes, and a well-planned in-law suite perfect for extended family. Convenience and comfort are built into every detail. Enjoy an exterior electric car charger, built-in surround sound, a cozy fireplace, an attached double garage with sleek epoxy flooring, and a 10 year home warranty. The grand open-concept foyer features soaring ceilings and custom cabinetry that provides both style and practical storage. The sun-filled formal living room sits just off the foyer and includes a beautiful fireplace that sets the tone for relaxed evenings and easy entertaining. The chef-inspired kitchen features a striking oak wood island, elegant quartz backsplash, generous counter space, and a walk-in pantry. Overlooking the dining room, living room, breakfast nook, and a spacious deck with a backyard exposure, this area is ideal for everyday living and entertaining. Upstairs, the luxurious primary suite offers a custom walk-in closet and a spa-like ensuite with a soaking tub, tiled shower, stylish tile work, and custom mirrors. Three additional bedrooms - one with its own en-suite, a full bathroom with modern finishes, and conveniently located laundry closet complete this floor. The fully finished lower level offers a tailored floor plan inclusive of a mudroom off the double car garage leading to a tailored one bedroom in-law which offers a kitchenette with custom cabinetry, a full bathroom, and bedroom with a walkout to the backyard & it's own separate entrance. Modern finishes and thoughtful design come together in this impressive home located within one of Bedford’s most desirable communities. Your opportunity to own something truly special awaits.",2025-12-10,1195000,112 Samaa Court,Bedford West,B4B 0Y4,5,5,[],41456070,Single Family,Detached,2 Level,"50'6"" x 28'6""",N/A,5,4 / 1,"2,888 sqft","3,621 sqft","5,253 sqft","5,253 sqft","$966,900 (2026)",N/A,Other,"Brick, Aluminium Siding, Vinyl",Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Tile, Laminate","Heat Pump, In Floor",Yes,N/A,Natural Gas,Municipal,Municipal,"Yes, Attached, Double (attached | double car | heated | exterior entrance | epoxy floor | 19'4"" x 21')",Concrete (driveway),No,N/A,"Alarm System, Ensuite Bath, Fireplace(s), HRV (Heat Recovery Ventilation), Central Vac Roughed In","Landscaped, Level","Electrical, Cable, Telephone, High Speed Internet","Cooktop - Gas, Dishwasher, Dryer, Microwave, Oven, Refrigerator, Washer",N/A,N/A,None,"Royal Lepage Atlantic, Re/max Nova (halifax)",No,N/A,No,
Subdistrict H (Bedford),"Stephs Street, Bedford"," Stephs Street, West Bedford (PID 41547597), NS (NOVA SCOTIA)","Unit 3,  Stephs Street",https://www.viewpoint.ca/cutsheet/202519895/1/Unit-3-Stephs-Street-West-Bedford,202519895,"Discover The Bellhaven, a 3-bed, 3.5-bath corner unit townhome by Shaughnessy Homes in the desirable Belle Rose Park in West Bedford. Spanning 2,243 sq. ft. across three finished levels, this home blends modern comfort with stylish design.  The main floor features a home office, a sleek kitchen with premium finishes, and an open-concept living and dining area perfect for entertaining. Upstairs, three spacious bedrooms include a luxurious primary suite. Engineered hardwood graces the main and second levels, while the walk-out basement offers a wet bar, and a bright bonus space for guests or recreation.  Stay comfortable with ducted heating/cooling with a natural gas backup, plus rough-ins for a gas range, dryer, BBQ, water heater, and a 50 AMP EV charger. Nestled off Larry Uteck Blvd, Belle Rose Park offers easy access to schools, shops, and parks in a quiet, master-planned community. Built with Shaughnessy Homes’ signature quality, The Bellhaven is a rare opportunity to own in one of Halifax’s most sought-after neighborhoods.",2025-08-07,744900,"Unit 3,  Stephs Street",West Bedford,B4B 0L1,3,4,[],41547597,Single Family,Townhouse,3 Level,22 x 38,N/A,3,3 / 1,"1,693 sqft","2,243 sqft","23,943 sqft","23,943 sqft","$500,000 (2026)",N/A,Asphalt Shingle,"Other, Vinyl",Poured Concrete,"Fully Developed, Walkout","Tile, Laminate","Baseboard, Heat Pump",N/A,N/A,Electric,Municipal,Municipal,"Yes, Single, Built-in, Heated, Wired (single, built-in, heated, wired)",Paved,No,N/A,"Ensuite Bath, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, High Speed Internet",None,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
Subdistrict H (Bedford),"Stephs Street, Bedford","138 Stephs Street, Bedford, NS (NOVA SCOTIA)",138 Stephs Street,https://www.viewpoint.ca/cutsheet/202600401/1/138-Stephs-Street-Bedford,202600401,"Check to see if you qualify for the First-Time Home Buyers’ GST Rebate. Welcome to 138 Stephs Street, Unit D – “The Horizon,” a quality-built middle-unit townhome by Signature Homes Limited. Priced from $709,000, this thoughtfully designed home offers exceptional value with an impressive list of standard features. The entryway and bathrooms feature ceramic tile, while upgraded vinyl plank flooring enhances the main living areas. A hardwood staircase adds warmth, durability, and timeless appeal. Year-round comfort is ensured with a fully ducted heat pump, and both the kitchen and bathrooms are finished with quartz countertops throughout, delivering a modern, polished aesthetic. Off the dining area, a huge patio door leads to the deck complete with privacy wall, ideal for outdoor entertaining and everyday enjoyment. The walk-out basement provides excellent additional living space and is roughed in for a wet bar, offering future flexibility for entertaining or extended living. Situated on a landscaped lot and backed by an Atlantic New Home Warranty, this home delivers peace of mind and low-maintenance living in a growing community—an excellent opportunity to secure a new build showcasing quality craftsmanship.",2026-01-08,709000,138 Stephs Street,Bedford,B4B 1H1,4,4,[],41556580,Single Family,Townhouse,2 Level,irregular,N/A,4,3 / 1,"1,672 sqft","2,238 sqft","2,787 sqft","2,791 sqft","$348,200 (2026)",N/A,Asphalt Shingle,"Other, Stone, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Vinyl Plank",Heat Pump,N/A,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single, Built-in (single)",Paved (driveway),No,N/A,Ensuite Bath,N/A,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet",N/A,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
Subdistrict H (Bedford),"Stephs Street, Bedford","140 Stephs Street, Bedford, NS (NOVA SCOTIA)",140 Stephs Street,https://www.viewpoint.ca/cutsheet/202600403/1/140-Stephs-Street-Bedford,202600403,"Check to see if you qualify for the First-Time Home Buyers’ GST Rebate. Welcome to 140 Stephs Street, Unit E – “The Horizon,” a quality-built exterior-unit townhome by Signature Homes Limited, ready for immediate occupancy. Thoughtfully designed with modern finishes and durable construction, this home offers both comfort and style. The inviting entryway and bathrooms feature ceramic tile, while upgraded vinyl plank flooring enhances the main living areas. A hardwood staircase leads to both the main and bedroom levels, adding a timeless touch. Enjoy year-round comfort with a fully ducted heat pump, and relax in the cozy living space highlighted by an electric fireplace. The well-appointed kitchen showcases quartz countertops, offering both elegance and functionality. Off the dining area, a huge patio door opens to the deck complete with privacy wall, ideal for outdoor dining and relaxing.The walk-out basement offers excellent additional living space and is equipped with a wet bar, making it perfect for entertaining or extended family use. The primary bedroom features a private ensuite with a tiled shower, creating a spa-like retreat. Situated on a landscaped lot and backed by an Atlantic New Home Warranty, this townhome provides peace of mind and low-maintenance living—perfect for today’s lifestyle.",2026-01-08,729000,140 Stephs Street,Bedford,B4B 1H1,4,4,[],41556598,Single Family,Townhouse,2 Level,irregular,N/A,4,3 / 1,"1,672 sqft","2,238 sqft","8,789 sqft","8,789 sqft","$359,100 (2026)",N/A,Asphalt Shingle,"Other, Stone, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Vinyl Plank",Heat Pump,Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single, Built-in (single)",Paved (driveway),No,N/A,"Ensuite Bath, Electric Fireplace",Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet",N/A,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Blue Forest Lane, Hammonds Plai","60 Blue Forest Lane, Hammonds Plains, NS (NOVA SCOTIA)",60 Blue Forest Lane,https://www.viewpoint.ca/cutsheet/202521750/1/60-Blue-Forest-Lane-Hammonds-Plains,202521750,"Looking for that larger home for extended family or your large family? This is perfect this home sits on 2+ acres on a mature treed lot. This 2sty home features a large paved driveway on a private lot, great for the kids riding there bikes and playing basketball, hockey & soccer .Walk into the the large foyer and a beautiful stair case leading to the upper level, main floor with a exlg living & dining room with beautiful hardwood flooring, bright kitchen with lots of cabinets & island ,cozy family room with propane flps, buyers will have to lease tanks if they would like to use it as sellers had them taken out.1/2 bth, laundry room ,the upper level features 4 bedrooms ,full bth, primary with ensuite & closets one a walk-in ,basement with 2 bedrooms the windows do not meet code, office, family room, large utility room. Great location min to the highway to get to the city and on city water. Don't miss this beautiful large family home.",2025-08-27,789000,60 Blue Forest Lane,Hammonds Plains,B4B 1L1,6,3,[],40650210,Single Family,Detached,2 Level,44x38,31,6,2 / 1,"2,420 sqft","3,340 sqft","3,154 sqft","113,692 sqft (2.6 acres)","$742,200 (2026)",No,Asphalt Shingle,Vinyl,Poured Concrete,"Full, Fully Developed","Tile, Ceramic, Carpet, Laminate, Hardwood, Porcelain",Baseboard,Yes,N/A,Electric,Municipal,Septic,"Yes, Attached, Double (attached double)",Paved (lots of parking),No,N/A,"Air Exchanger, Central Vacuum, Ensuite Bath, See Remarks, Propane Fireplace","Landscaped, Wooded/Treed","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer","Fridge,stove,dishwasher,washer,dryer",N/A,None,Royal Lepage Anchor Realty,Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Brenda Drive, Hammonds Plai","91 Brenda Drive, Hammonds Plains, NS (NOVA SCOTIA)",91 Brenda Drive,https://www.viewpoint.ca/cutsheet/202602839/1/91-Brenda-Drive-Hammonds-Plains,202602839,"Thoughtfully updated with modern family living in mind, this spacious residence offers flexibility, privacy, and welcoming spaces suited to both everyday life and memorable gatherings. Ideally positioned near the entrance of the subdivision, it is within walking distance to a well-regarded elementary school and located in the catchment for Charles P. Allen High School and West Bedford High School, combining convenience with a strong sense of community.  Proudly maintained by the original owners and serviced by municipal water, the home reflects careful stewardship throughout. Inside, generous principal rooms create natural flow for entertaining, while thoughtful separation of space allows growing families, teenagers, or extended family members to enjoy privacy when desired. Over the years, the property has been meaningfully enhanced, including a renovated kitchen, refreshed bathrooms, and a fully renovated ensuite. A newly repaved driveway further underscores the pride of ownership.  The lower level presents excellent potential for an in-law suite or private teenage retreat, offering flexibility to accommodate evolving family needs.  While the current season may not fully showcase it, the backyard is exceptionally private and designed for entertaining. An inground salt water pool with stamped concrete surround, pool house, and inviting outdoor living area with fireplace create a setting well suited for summer gatherings, celebrations, and relaxed evenings at home. Beyond the pool area, the large, level backyard offers outstanding versatility - ideal for a soccer pitch, volleyball games, or even creating a skating rink in the winter months.  An exceptional opportunity to secure a well-appointed home offering space, privacy, and adaptability in one of Hammonds Plains’ most sought-after family neighbourhoods.",2026-02-17,1190000,91 Brenda Drive,Hammonds Plains,B4B 1K2,6,5,[],40735391,Single Family,Detached,2.5 Level,irregular,24,6,4 / 1,"2,473 sqft","3,253 sqft","72,745 sqft (1.7 acres)","72,745 sqft (1.7 acres)","$834,400 (2026)",No,Asphalt Shingle,Vinyl,Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Ceramic, Carpet, Porcelain, Vinyl Plank","Baseboard, Radiant, Hot Water, In Floor",Yes,Yes,Propane,Municipal,Septic,"Yes, Attached, Double (double attached)",Paved (paved driveway),No,N/A,"Air Exchanger, Alarm System, Ensuite Bath, In-Ground Pool, Propane Fireplace","Year Round road, Partially Fenced, Landscaped, Level, Wooded/Treed","Electrical, Cable, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer",N/A,N/A,Propane Tank,Sotheby's International Realty Canada,Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Club House Lane, Hammonds Plai","20 Club House Lane, Hammonds Plains, NS (NOVA SCOTIA)",20 Club House Lane,https://www.viewpoint.ca/cutsheet/202602487/1/20-Club-House-Lane-Hammonds-Plains,202602487,"Set on one of Glen Arbour’s most coveted streets, 20 Club House Lane is a rare offering- an executive, custom-built, one-owner home with over 5,000 sqft of beautifully maintained living space, where pride of ownership is felt the moment you arrive. Sitting on 1.17 acres and backing directly onto the Glen Arbour Golf Course, this family home offers a peaceful, private setting in the heart of Hammonds Plains’ premier golf community, just steps from the clubhouse and Deerfield Pub. The main level is warm and welcoming, designed for both everyday family life and effortless entertaining, with expansive rooms that naturally draw people together, perfect for quiet evenings by the fire or hosting friends after a day on the course. Patio doors from the main living area open to a back deck overlooking the in-ground pool and golf course beyond, creating an ideal setting for summer gatherings and relaxed outdoor living. With five bedrooms and 3.5 bathrooms, including a spacious primary suite with a generous ensuite and a bonus room above the garage, this home offers flexibility for growing families and evolving lifestyles. The lower level completes the home with a theatre and custom bar, ideal for entertaining year-round. This is a home that blends comfort, quality, and timeless design, offering a refined yet relaxed lifestyle in one of Nova Scotia’s most desirable communities.",2026-02-10,1299900,20 Club House Lane,Hammonds Plains,B4B 1T4,5,4,[],40806317,Single Family,Detached,2 Level,Irregular,27,5,3 / 1,"3,438 sqft","5,223 sqft","50,999 sqft (1.2 acres)","50,999 sqft (1.2 acres)","$1,172,300 (2026)",N/A,Asphalt Shingle,Vinyl,Poured Concrete,"Fully Developed, Walkout","Tile, Carpet, Hardwood","Baseboard, Heat Pump, Fireplace, In Floor",Yes,Yes,"Wood, Oil, Propane",Drilled Well,Septic,"Yes, Attached (attached 23 x 23'3)",Paved,No,N/A,"Air Exchanger, Ensuite Bath, In-Ground Pool, Propane Fireplace, Wood Fireplace","Cleared, Landscaped, Golf/Parkland, Wooded/Treed","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer","Pool table, Pool equipment",N/A,Propane Tank,"Royal Lepage Atlantic - Valley(windsor), Royal Lepage Atlantic (dartmouth)",Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Daisywood Drive, Hammonds Plai","150 Daisywood Drive, Hammonds Plains, NS (NOVA SCOTIA)",150 Daisywood Drive,https://www.viewpoint.ca/cutsheet/202601502/1/150-Daisywood-Drive-Hammonds-Plains,202601502,"150 Daisywood: Your Private 2-Acre Sanctuary on a Quiet Cul-de-Sac  Escape the noise and settle into a lifestyle of tranquility at 150 Daisywood. Tucked away on a peaceful cul-de-sac and situated directly across from a park, this home offers the perfect balance of family community and total privacy. Resting on a magnificent, mature 2-acre lot, the property is enveloped by lush green space, ensuring your view is always one of nature, gardens, and towering trees.  The home has been thoughtfully updated to blend architectural charm with modern luxury. At its heart is an entirely new, high-end kitchen—a chef’s dream designed for family meals and effortless entertaining. The interior radiates warmth, featuring rich cherry hardwood floors, bright vinyl windows, and a cozy propane fireplace. Comfort is guaranteed year-round with four energy-efficient heat pumps installed throughout the home.  Step outside to discover a true backyard oasis. Whether you have a green thumb or simply love the outdoors, you will adore the established vegetable gardens, greenhouse, and storage shed. For ultimate relaxation, retreat to the incredible sunroom off the deck; featuring a WETT-certified wood stove, it is an idyllic space for working, reading, or gathering with friends while overlooking your private grounds.  Upstairs, the spacious primary suite serves as a retreat within a retreat, complete with a walk-in closet and ensuite, accompanied by two other generous bedrooms. The lower level offers flexibility with a cozy rec room, walk-out access, and ample storage. Hobbyists and car enthusiasts will be thrilled by the parking options: an attached garage plus a massive detached double garage (built 2012).  Lovingly cared for and showing like new, this is more than a house—it is a lifestyle",2026-01-26,799900,150 Daisywood Drive,Hammonds Plains,B4B 0E1,3,3,[],41219965,Single Family,Detached,2 Level,32 x 26,20,3,2 / 1,"1,664 sqft","1,868 sqft","90,605 sqft (2.1 acres)","90,605 sqft (2.1 acres)","$670,100 (2026)",N/A,Asphalt Shingle,Vinyl,Poured Concrete,Fully Developed,"Ceramic, Laminate, Hardwood","Baseboard, Heat Pump, Hot Water, Fireplace",Yes,N/A,"Electric, Propane",Drilled Well,Septic,"Yes, Attached, Detached, Single, Double (detached double garage & attached single garage)",N/A,No,N/A,"Air Exchanger, Ensuite Bath, Propane Fireplace",N/A,"Electrical, Cable, Telephone, High Speed Internet",N/A,N/A,N/A,Propane Tank,Royal Lepage Atlantic,Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Gleneagles Drive, Hammonds Plai","252 Gleneagles Drive, Hammonds Plains, NS (NOVA SCOTIA)",252 Gleneagles Drive,https://www.viewpoint.ca/cutsheet/202601681/1/252-Gleneagles-Drive-Hammonds-Plains,202601681,"Welcome to this very well maintained family home located in the sought-after community of Hammonds Plains. This spacious property offers 4 bedrooms plus a bonus room, 3 full baths and 1 half bath, providing flexibility for growing families, guests, or a home office setup. The laundry is conveniently located on the main floor in the mud room area. The home features an attached double garage, a bright and functional layout, and a walkout basement that adds excellent potential for additional living space or in-law accommodations. The primary bedroom includes a private ensuite bath, creating a comfortable retreat. Set on a large, level lot, the backyard is a standout complete with a huge custom playground, making it an ideal space for kids, entertaining, or simply enjoying outdoor living. Pride of ownership is evident throughout, making this home truly move-in ready. Located close to schools, amenities, and outdoor recreation, this property offers the perfect blend of space, comfort, and lifestyle.",2026-01-29,874900,252 Gleneagles Drive,Hammonds Plains,B4B 1V8,4,4,[],40837015,Single Family,Detached,"2 Level, 3 Level",54 x 26.5,22,4,3 / 1,"2,441 sqft","3,526 sqft","104,108 sqft (2.4 acres)","104,108 sqft (2.4 acres)","$747,100 (2026)",N/A,Asphalt Shingle,Vinyl,Poured Concrete,"Full, Fully Developed, Walkout","Ceramic, Hardwood","Baseboard, Heat Pump, Hot Water",Yes,N/A,"Electric, Oil",Well,Septic,"Yes, Attached, Double (attached, double)","Paved, Parking Space(s)",No,N/A,"Water Jet Tub, Propane Fireplace, HRV (Heat Recovery Ventilation), Sump Pump","Landscaped, Level, Partial Cleared","Electrical, Cable, Telephone, High Speed Internet, Other","Dishwasher, Dryer - Electric, Glass Cooktop, Oven - Electric, Refrigerator, Washer",Appliances,N/A,Propane Tank,Red Door Realty,Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Gleneagles Drive, Hammonds Plai","510 Gleneagles Drive, Hammonds Plains, NS (NOVA SCOTIA)",510 Gleneagles Drive,https://www.viewpoint.ca/cutsheet/202520287/1/510-Gleneagles-Drive-Hammonds-Plains,202520287,"Country Oasis with Big City Style - Welcome to 510 Gleneagles Dr in White Hills Subdivision located on McCabe Lake with 115ft of lake frontage. With over 3700 sq ft this stunning home is designed for entertaining and relaxing and brings nature to your doorstep. A covered veranda and screened in porch at the front, perfect to relax and enjoy the afternoon sun. The main floor has an open concept, great room; wall of windows and cathedral ceiling offering natural light throughout the day. Kitchen/dining area separated by a beautiful double sided propane fireplace. Exit out onto a multi-levelled deck; screened in porch and large private backyard for all your social gatherings. The 2 car garage is off the kitchen and the powder room is conveniently located on the main floor for guests. The primary bedroom is a private spa inspired space designed to rejuvenate after a long day with a large ensuite with soaker tub, walk-in closet and additional closet, propane fireplace and exterior door only steps from the inviting hot tub. Three family bdrms with large closets, full bath & laundry room on the third floor. Head downstairs to the lower level to find a large cozy family room with built in day-beds (with storage) for relaxing, a beautiful multi purpose room and a surround sound system with built in speakers and separate volume controls throughout the house for movie nights and social gatherings. A nature path with boardwalks will bring you to the stunning McCabe lake with a private deck/ dock and newly built lake bunkie (with power) Located in an excellent school district, this spotless, beautiful custom built home, is a must see, as it shows the pride of ownership throughout. Home and cottage life all in one spot.",2025-08-11,1149000,510 Gleneagles Drive,Hammonds Plains,B4B 1V9,4,4,[],40837171,Single Family,Detached,2 Level,32x48,22,4,3 / 1,"2,381 sqft","3,643 sqft","81,635 sqft (1.9 acres)","81,635 sqft (1.9 acres)","$942,900 (2026)",N/A,Asphalt Shingle,Vinyl,Poured Concrete,"Fully Developed, Walkout","Ceramic, Carpet, Hardwood","Baseboard, Hot Water, In Floor",Yes,N/A,Oil,Drilled Well,Septic,"Yes, Double, Built-in (double built in)",Paved,Yes,Access: Lake,"Ensuite Bath, Hot Tub, Propane Fireplace",Landscaped,"Electrical, Cable, Telephone, High Speed Internet",N/A,N/A,N/A,Propane Tank,Royal Lepage Atlantic,Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Kara Court, Hammonds Plai","15 Kara Court, Hammonds Plains, NS (NOVA SCOTIA)",15 Kara Court,https://www.viewpoint.ca/cutsheet/202600192/1/15-Kara-Court-Hammonds-Plains,202600192,"This spacious home is looking for a new family. A great match for your growing family!  This well-cared for, two-story, 4 bedroom and 3 bath home awaits you!   Close to all amenities, great schools, on municipal water, tucked away on a large private country lot, on a quiet cul de sac, in the sought after, family friendly neighbourhood of Kingswood. This home has the perfect layout for your growing family or extended family. It offers HWBB heating plus 4 new heat pumps, a beautiful kitchen open to the dining nook and family room with a propane fireplace.  The main floor includes the kitchen with an abundance of cabinets, generous counter space, a built-in desk, garden door leading to the deck, a separate living room and dining room with plenty of space for hosting gatherings, laundry room, 2 piece bathroom, inside access to the attached double car garage. Upstairs there is a generous sized master bedroom with ensuite, 3 other bedrooms with double closets and a full bath. The basement level has 3 large rooms with lots of space to create a games room, rec room or just use the space for the kiddies to play! Recent improvements include; kitchen backsplash, interior painting and 4 new ductless heat pumps.",2026-01-05,779900,15 Kara Court,Hammonds Plains,B4B 1L4,4,3,[],40720773,Single Family,Detached,2 Level,58' x 27',28,4,2 / 1,"2,064 sqft","3,166 sqft","51,286 sqft (1.2 acres)","51,286 sqft (1.2 acres)","$770,400 (2026)",Unknown,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,Fully Developed,"Ceramic, Carpet, Hardwood, Linoleum","Baseboard, Other, Hot Water, Ductless Cooling",Yes,N/A,Oil,Municipal,Septic,"Yes, Attached, Double (attached 20' x 19'.8"")",Parking Space(s) (parking for 3-4 cars),No,N/A,"Air Exchanger, Central Vacuum, Ensuite Bath, Propane Fireplace","Wooded/Treed, Partial Cleared, Partial Landscaped","Electrical, Cable, Telephone, High Speed Internet","Central Vacuum, Dishwasher, Dryer, Freezer, Refrigerator, Stove","Fridge, Stove, Dishwasher, Washer, Dryer and Freezer",N/A,None,Royal Lepage Anchor Realty,Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Lisa Court, Hammonds Plai","5 Lisa Court, Hammonds Plains, NS (NOVA SCOTIA)",5 Lisa Court,https://www.viewpoint.ca/cutsheet/202603068/1/5-Lisa-Court-Hammonds-Plains,202603068,"Nestled on a quiet cul-de-sac and set on a beautifully treed, private lot, this move-in-ready two-storey home with an attached garage is the perfect fit for family living. Built on a slab with a functional grade-entry design, the main level offers a spacious family room with a cozy woodstove,  bedroom, full 4-piece bath, and a large office or flex room for growing families. Upstairs, you’ll find a bright and inviting living room, dining room, along with a sun-filled kitchen featuring a breakfast bar, sunny dining nook with skylights, and large windows overlooking the peaceful backyard. The upper level is complete with a generous primary bedroom with double closets, two additional well-sized bedrooms, and full bath complete with jet tub. 5 Lisa also offers ample parking, a large storage room, heat pumps (2023) for energy efficiency, and new flooring (2026) in the foyer. Located in a warm, family-friendly neighbourhood known for its strong sense of community, great schools, and natural surroundings, this Kingswood gem offers the lifestyle you’ve been waiting for.",2026-02-19,698500,5 Lisa Court,Hammonds Plains,B4B 1K4,4,2,[],40615346,Single Family,Detached,2 Level,44 x 28.2,32,4,2 / 0,"2,478 sqft","2,478 sqft","50,564 sqft (1.2 acres)","50,564 sqft (1.2 acres)","$590,500 (2026)",N/A,Asphalt Shingle,Vinyl,Slab,None,"Engineered Hardwood, Ceramic, Hardwood, Vinyl Plank","Baseboard, Stove, Other, Heat Pump, Hot Water",N/A,N/A,"Wood, Electric, Oil",Municipal,Septic,"Yes, Attached, Wired (single attached)",Paved (drive way parking and attached garage),No,N/A,"Wood Stove(s), Air Jet Tub","Year Round road, Landscaped, Rolling, Sloping/Terraced, Wooded/Treed","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Microwave, Range - Electric, Refrigerator, Washer",N/A,N/A,None,Royal Lepage Atlantic,Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Long Lake Drive, Hammonds Plai","47 Long Lake Drive, Kingswood, NS (NOVA SCOTIA)",47 Long Lake Drive,https://www.viewpoint.ca/cutsheet/202522521/1/47-Long-Lake-Drive-Kingswood,202522521,"Your own private Lakefront retreat with 8210 sq feet of luxury living plus a full one bedroom guest suite above the triple garage adding an additional 960 sq feet (income potential). All on the Municipal Water System. Beautiful lake frontage in an area of similar size homes. The main house has 8 bedrooms, the 26 foot main floor Primary bedroom has a fireplace, a luxury ensuite, 2 large dressing rooms, a quiet office and a spacious balcony overlooking the pool and the lake. Upstairs are 4 large bedrooms, one with a huge ensuite bath, a second Primary Bedroom. The kitchen is built for a home chef with tons of storage including a walk-in Pantry with second wall oven and fridge and freezer. A spacious Family Room with fireplace is open to the kitchen and overlooks the grounds down to the lake. There is also a private office and a music room and a dining room large enough to seat 14 people. The lower level is ideal for an active family with rec room, a lounge for big screen TV, a bright gym and a media room set up with a top of the line golf simulator which is included. Three more bedrooms and 2 baths are on this level.  Sliding doors lead out to the hot tub and pool with diving board or stroll down to the wharf on the lake. The grounds are nicely landscaped along with an irrigation system that uses water from the lake. The house has been very well maintained and has a security system with closed circuit television. Note: Deposit is due within 4 business days of Accepted Offer",2025-09-04,2249000,47 Long Lake Drive,Kingswood,B4B 1K6,8,6,[],40627903,Single Family,Detached,2 Level,90 x 55,22,8,5 / 1,"4,949 sqft","8,210 sqft","75,540 sqft (1.7 acres)","75,540 sqft (1.7 acres)","$1,581,000 (2026)",Potential,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Hardwood","Baseboard, Forced Air, Heat Pump, Ductless Cooling, Ducted Cooling",Yes,Yes,"Electric, Oil",Municipal,Septic,"Yes, Detached, Double, Triple, Built-in, Heated (built in double garage plus three car garage with living space above.)",Paved (paved),Yes,N/A,"Air Exchanger, Ensuite Bath, Balcony, In-Ground Pool, See Remarks, Fireplace(s)","Landscaped, Sloping/Terraced","Electrical, Cable, Telephone, High Speed Internet",N/A,Golf simulator + appliances,Dining Room Light Fixture,Propane Tank,Engel & Volkers,Yes,N/A,No,
