subdistrict_name,street_name,property_name,name,url,listing_id,description,date_posted,price,street_address,adress_locality,postal_code,rooms,bathrooms,listing_history,pid,type,style,building_style,building_dimensions,age,beds,bathrooms_f_h,main_living_area,total_living_area,listing_parcel_size,prov_parcel_size,assessed_at,rental_income,roof,exterior,foundation,basement,flooring,heating_cooling,fireplace,pool,fuel_supply,drinking_water,sewer,has_garage,parking,waterfront,water_access_view,property_features,land_features,utilities,appliances_incl,inclusions,exclusions,rental_equipment,listed_by,has_pcds,betterment_charges,bank_owned
Subdistrict F (Bedford),"Millview Avenue, Bedford","26 Millview Avenue, Bedford, NS (NOVA SCOTIA)",26 Millview Avenue,https://www.viewpoint.ca/cutsheet/202518585/1/26-Millview-Avenue,202518585,"Welcome home to 26 Millview Avenue, located in the heart of Bedford!  This well maintained four bedroom, three bath two story home with a double garage will impress you from the moment you arrive.  With a U shaped driveway on a large private lot, the property is close to shopping, main highways, and walking distance to nature trails and a beach!  The stunning kitchen has granite countertops and access to a deck and the large back yard.  The main floor also features a large family room with fireplace, dining area, laundry room and a two piece bathroom.  The second level contains four bedrooms, including the Primary bedroom that contains a five piece ensuite.  This level also has a large second bathroom.  The basement is totally finished and offers very flexible space with its openness.  This home has over 3000 square feet of living space.  Upgrades in recent years include new roofing shingles, hot water tank and a window and some doors in 2021, and since 2024, the basement was insulated, the kitchen significantly upgraded, new appliances, a new heat pump installed, some new windows, total bathroom renovations, new gleaming flooring, refreshed paint throughout, new stairs and additional basement renovations.  To appreciate the upgrades, please book a showing to view this incredible gem of a property.",2025-07-24,815000,26 Millview Avenue,Bedford,B4A 1G7,4,3,[],00430462,Single Family,Detached,2 Level,50.6 x 31.3,40,4,2 / 1,"2,299 sqft","3,277 sqft","13,901 sqft","13,901 sqft","$673,100 (2025)",N/A,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Laminate, Hardwood","Baseboard, Heat Pump",N/A,N/A,"Electric, Oil",Municipal,Municipal,"Yes, Attached, Double (attached double)","Paved, Circular",No,N/A,N/A,Landscaped,"Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer - Electric, Range - Electric, Refrigerator, Washer",N/A,N/A,None,Verve Realty Group,Yes,N/A,No
Subdistrict F (Bedford),"Ravines Drive, Bedford","153 Ravines Drive, Bedford, NS (NOVA SCOTIA)",153 Ravines Drive,https://www.viewpoint.ca/cutsheet/202526556/1/153-Ravines-Drive,202526556,"Beautiful home in one of Halifax’s Most Sought-After Neighbourhoods and School Districts.It’s rare to find a house in this area that combines timeless curb appeal with a completely renovated interior.This elegant 5-bedroom 4.5-bathroom property has been extensively updated to offer a fresh, modern living experience. The upgrades include new engineered hardwood flooring, designer ceramic tiles, solid wood staircase, a brand-new kitchen with quartz countertops, a refreshed powder room, and a renovated main bath on the second level. The entire house has been freshly painted. The deck and most of the lighting fixtures have been updated.The walk-out basement opens to a fenced backyard, and the property line actually extends beyond the existing fence. Solar panels on the roof make this home energy-efficient and help reduce your daily living costs.  Conveniently located close to shopping, schools, parks, and public transit, this move-in-ready home offers the perfect blend of comfort, style, and practicality.",2025-10-24,1200000,153 Ravines Drive,Bedford,B4A 0A4,5,5,[],41251323,Single Family,Detached,2 Level,40 x 43,17,5,4 / 1,"2,511 sqft","3,789 sqft","7,199 sqft","7,199 sqft","$905,600 (2025)",Potential,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,"Fully Developed, Walkout","Tile, Laminate, Hardwood",Heat Pump,Yes,N/A,"Solar, Electric",Municipal,Municipal,"Yes, Detached, Double, Heated (double, heated)","Exposed Aggregate, Double",No,N/A,"Air Exchanger, Central Vacuum, Ensuite Bath, Air Jet Tub, Propane Fireplace, HRV (Heat Recovery Ventilation)","Year Round road, Landscaped, Fenced, Wooded/Treed","Electrical, Cable, Telephone, High Speed Internet","Dryer, Refrigerator, Stove, Washer","stove,fridge,dishwasher,washer,dryer",N/A,Other,Royal Lepage Atlantic,No,N/A,No
Subdistrict F (Bedford),"Ravines Drive, Bedford","167 Ravines Drive, Bedford, NS (NOVA SCOTIA)",167 Ravines Drive,https://www.viewpoint.ca/cutsheet/202517394/1/167-Ravines-Drive,202517394,"Located in the heart of The Ravines, one of Bedford’s most desirable communities, this 5-bedroom, 3.5-bathroom home offers the perfect blend of space, style, and comfort for family living.Step inside to a bright, open layout filled with natural light, gleaming hardwood floors, and elegant staircases leading to both the upper and lower levels. The main floor features a formal living and dining room for special occasions, plus a cozy family room with a propane fireplace, perfect for relaxing evenings. The kitchen is designed for both function and style — with rich dark cabinetry, plenty of storage, and a center island that flows effortlessly into the breakfast nook and family room. From here, step out to the large back deck that overlooks a peaceful greenbelt, giving you a private backyard escape surrounded by trees. Upstairs, you’ll find four spacious bedrooms, including a primary suite with a walk-in closet and a beautiful ensuite with double sinks. The laundry is conveniently located on this level, along with two large linen closets for added storage. Downstairs, the fully finished basement offers even more space with two additional rooms that can be used as bedrooms, a home office, or gym, plus a full bathroom and a large rec room perfect for movie nights or kids’ play. This home is carpet-free, features a heat pump for year-round comfort, and sits in a quiet, family-friendly neighborhood close to great schools, parks, and all the amenities Bedford has to offer.",2025-07-11,959000,167 Ravines Drive,Bedford South,B4A 0B8,5,4,[],41251299,Single Family,Detached,2 Level,37x37.5+JOG,17,5,3 / 1,"2,456 sqft","3,425 sqft","6,911 sqft","6,911 sqft","$802,600 (2025)",N/A,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,"Fully Developed, Walkout","Tile, Ceramic, Laminate, Hardwood","Heat Pump, Fireplace",Yes,N/A,"Electric, Propane",Municipal,Municipal,"Yes, Attached, Double, Heated (attached double)","Exposed Aggregate, Double",No,N/A,"Air Exchanger, Propane Fireplace, HRV (Heat Recovery Ventilation)","Cleared, Landscaped, Ravine","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Range, Refrigerator, Washer",N/A,N/A,Propane Tank,Royal Lepage Atlantic,Yes,N/A,No
Subdistrict F (Bedford),"Sedgewick Place, Bedford","67 Sedgewick Place, Bedford, NS (NOVA SCOTIA)",67 Sedgewick Place,https://www.viewpoint.ca/cutsheet/202521903/1/67-Sedgewick-Place,202521903,"Welcome to this stunning two-storey home with a double car garage, fully finished on three levels, and a walk-out basement, located at the end of a quiet cul-de-sac in the sought-after Ravine of Bedford South. With 5 bedrooms, 3 full bathrooms, and a half bath, this home offers ample space for the whole family. The main floor features a spacious office with vaulted ceilings, a cozy open-concept family room with a propane fireplace, and a large dining area with patio doors leading to a rear deck complete with brand new engineer hardwood on the main level. The kitchen boasts a walk-in pantry, breakfast bar, and sleek granite countertops. Upstairs, you'll find 4 bedrooms, including a master suite with a walk-in closet and a private ensuite. The other three bedrooms are generously sized, along with a full main bathroom, laundry room, and extra storage. The lower level offers a 5th bedroom, a full bath, more storage, and a massive rec room with a walk-out to a large, fully fenced backyard—perfect for adding a swimming pool or enjoying outdoor activities. The home is heated with an efficient ducted heat pump and central air, and it's completely carpet-free, making it easy to maintain and move right in.",2025-08-29,929000,67 Sedgewick Place,Bedford,B4A 0G5,5,4,[],41318981,Single Family,Detached,2 Level,34 x 45,14,5,3 / 1,"2,463 sqft","3,498 sqft","7,969 sqft","7,969 sqft","$887,300 (2025)",N/A,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Tile, Laminate, Hardwood",Heat Pump,Yes,N/A,Electric,Municipal,Municipal,"Yes, Double, Built-in (double)",Exposed Aggregate,No,N/A,"Fireplace(s), HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Range, Refrigerator, Washer",all appliances,N/A,Propane Tank,Royal Lepage Atlantic,No,N/A,No
Subdistrict F (Bedford),"Shaughnessy Place, Bedford","35 Shaughnessy Place, Bedford, NS (NOVA SCOTIA)",35 Shaughnessy Place,https://www.viewpoint.ca/cutsheet/202522669/1/35-Shaughnessy-Place,202522669,"Welcome to your Dream Home! 35 Shaughnessy Place is an incredible hidden gem in one of the best neighbourhoods in all of Nova Scotia. This beauty is found on a rare 1.1 acre treed lot in the heart of the Ravines in Bedford, and the house is incredible. Immaculately designed, this former QEII Foundation Showhome is built to be your dream home. Inside we have touches of open concept living, while also having so many spaces for everyone in the family. Step through the front door and soak in the elegance of rich hardwood and gorgeous finishes. With front rooms on both sides you have great options for a comfortable living room on one side and a formal dining room space on the other. Walk through to your open-concept gourmet kitchen - plenty of granite counter space, loads of cabinets, beautiful large island with room for 5. Your kitchen opens into a bright family room, where your guests or family can relax by the propane fireplace while you prepare a delicious meal. Beyond this is yet another room - ideal for a home office or a den. The double-door epoxy-floored garage leads to a functional mudroom by the kitchen, an ideal spot to kick off the shoes and coats. Head upstairs and you've got plenty of space for the whole family - your primary bedroom features a walk-in closet and an excellent private ensuite bathroom. Along with three more good-sized bedrooms, laundry, and a well-designed full bathroom. Head down to the basement and you've got an incredible lower level that your family will absolutely fall in love with. An awesome large rec room, with a sliding walkout door to the yard. Two more bright bedrooms, and even a private theatre room. The forest and pond out back is perfect for the kids to go exploring, and from this property you've got views of the Bedford Basin off in the distance - so you'll be able to watch amazing fireworks displays from the comfort of your own home. 35 Shaughnessy Place absolutely has it all - and it's time to make your dream a reality.",2025-09-08,1800000,35 Shaughnessy Place,Bedford,B4A 0A2,6,4,[],41160706,Single Family,Detached,2 Level,Irregular,12,6,3 / 1,"3,836 sqft","5,740 sqft","49,055 sqft (1.1 acres)","49,055 sqft (1.1 acres)","$1,450,000 (2025)",N/A,Asphalt Shingle,"Stone, Brick, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Laminate, Hardwood, Porcelain","Heat Pump, Ducted Cooling",Yes,N/A,"Electric, Propane",Municipal,Municipal,"Yes, Attached, Double, Heated (23'2"" x 25'1"")","Interlocking, Double",No,N/A,"Air Exchanger, Alarm System, Central Vacuum, Ensuite Bath, Air Jet Tub, Fireplace(s), Propane Fireplace","Landscaped, Level, Ravine, Sloping/Terraced","Electrical, Cable, Telephone, High Speed Internet",N/A,N/A,N/A,Propane Tank,Royal Lepage Atlantic,Yes,N/A,No
Subdistrict F (Bedford),"Vanier Way, Bedford","24 Vanier Way, Bedford, NS (NOVA SCOTIA)",24 Vanier Way,https://www.viewpoint.ca/cutsheet/202524824/1/24-Vanier-Way,202524824,"Roll out the red carpet! 24 Vanier Way is ready to deliver the royal treatment! From its commanding curb appeal to its sweeping Bedford Basin views, this executive two-storey delivers luxury on a grand scale. Nearly 4,000 sf of living space unfolds across three levels with five bedrooms, four baths and endless flexibility for the way you live- think home office, media lounge, guest quarters or all of the above. Inside, the main level dazzles with a soaring foyer, hardwood and ceramic floors, crown mouldings, wainscotting, and elegant columns. At its heart, a vaulted living room with propane fireplace steals the show, anchored by an oversized Venetian window that frames sparkling water vistas. The space flows effortlessly into a breakfast nook and a newly renovated gourmet kitchen where fresh granite countertops, a matching backsplash and abundant cabinetry make both everyday living and entertaining a breeze. Upstairs, the primary suite reigns supreme with panoramic basin views, a massive walk-in closet, and a regal ensuite accented with columns. Two additional bedrooms, another full bath and laundry complete this floor. The lower walkout level continues the versatility with a supersized rec room, two more bedrooms (or flex spaces), another full bath and storage galore. The double car garage stays clutter-free thanks to an 8x8 shed, while curb appeal shines with an exposed aggregate driveway, fresh sod, and meticulous upkeep. Outdoors, freshly poured concrete steps lead to the backyard, where a concrete platform beneath the deck is perfectly poised for that dream hot tub. Recent upgrades bring a fresh polish to every corner- full interior and garage repaint, a new hot water tank, partial chain-link fencing, updated light fixtures, and smart thermostats just to name a few. Add in the integrated home audio system and you’ve got a space that’s as functional as it is stylish. This isn’t just a home-it’s a lifestyle upgrade designed to impress at every turn!",2025-10-02,1249900,24 Vanier Way,Bedford,B4A 0A4,5,4,[],41160441,Single Family,Detached,2 Level,46'7x40 +/- jog,19,5,3 / 1,"2,684 sqft","3,929 sqft","11,554 sqft","11,554 sqft","$960,200 (2025)",N/A,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Carpet, Hardwood","Forced Air, Heat Pump, Ducted Cooling",Yes,N/A,"Electric, Propane",Municipal,Municipal,"Yes, Attached, Double (double attached)",Exposed Aggregate,No,View: Harbour,"Air Exchanger, Central Vacuum, Balcony, Propane Fireplace","Partially Fenced, Landscaped","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer",N/A,N/A,Propane Tank,Royal Lepage Atlantic,Yes,N/A,No
Subdistrict F (Bedford),"William Borrett Terrace, Bedford","129 William Borrett Terrace, Bedford, NS (NOVA SCOTIA)",129 William Borrett Terrace,https://www.viewpoint.ca/cutsheet/202524782/1/129-William-Borrett-Terrace,202524782,"Welcome to this high-quality, custom-designed home in one of the most beloved family neighborhoods in Bedford South. This beautiful home is sure to impress you when step inside. Key features: grand foyer with a 10-ft ceiling, formal dining & living rooms perfect for entertaining, outstanding custom-crafted kitchen with ceiling-height cabinetry & meticulous details, relaxing family room with see-through gas fireplace & large windows inviting abundant natural lights & warmth for family gatherings, spacious office connected to back deck with natural scenery, and built-in ample storage in mudroom and powder room. 2nd floor offers large landing, luxurious primary suite with massive walk-in closet, air jet tub spa, & ensuite bathroom. You'll find 3 additional spacious bedrooms, each with its own ensuite, plus laundry room on this level. The massive basement provides ample spaces for gym, media room, bar area, guest room, full bath, & lots of storage, perfect for kids to sleep over. This stunning home boasts two heating/cooling systems (gas and electric) with energy-efficient features. With the largest lot in this area, it offers privacy and natural beauty while being just steps away from amenities, restaurants, cafés, shopping, and easy highway access.",2025-10-01,1577000,129 William Borrett Terrace,Bedford South,B4A 0G6,5,6,[],41349267,Single Family,Detached,"2 Level, 3 Level",49.83x47.24,12,5,5 / 1,"4,101 sqft","5,927 sqft","18,205 sqft","18,205 sqft","$1,302,400 (2025)",N/A,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,"Full, Fully Developed","Engineered Hardwood, Ceramic, Carpet, Hardwood","Baseboard, Heat Pump, Hot Water, Fireplace, Ductless Cooling",Yes,N/A,"Natural Gas, Electric, Propane",Municipal,Municipal,"Yes, Attached, Double, Built-in, Heated (large double with 15.5 foot high cieling)","Exposed Aggregate, Double, Multiple Driveways (double/multiple parking spaces)",No,N/A,"Gas Stove(s), Air Exchanger, Alarm System, Central Vacuum, Ensuite Bath, Air Jet Tub, Balcony, Fireplace(s), Electric Fireplace, HRV (Heat Recovery Ventilation)","Year Round road, Landscaped, Hardwood Bush, Sloping/Terraced, Wooded/Treed, Softwood Bush, Partial Cleared","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Barbeque, Central Vacuum, Cooktop, Cooktop - Gas, Dishwasher, Dryer, Dryer - Gas, Garburator, Microwave, Other, Oven, Range, Refrigerator, Washer",N/A,N/A,None,Exit Realty Metro,Yes,N/A,No
Subdistrict F (Bedford),"Windridge Lane, Bedford","122 Windridge Lane, Bedford, NS (NOVA SCOTIA)",122 Windridge Lane,https://www.viewpoint.ca/cutsheet/202526033/1/122-Windridge-Lane,202526033,"Welcome to this beautiful 4-bedroom, 3.5-bath home located in one of Halifax’s most desirable communities – Bedford South! From the moment you step into the spacious foyer, you’ll feel the warmth and comfort this home offers.  The open-concept kitchen is perfect for both everyday living and entertaining, featuring granite countertops, a large center island, and stainless steel appliances. The bright living room is filled with natural light from wide windows that frame views of the mature trees behind the property — a rare touch of tranquility right in the city.  Upstairs, the primary suite impresses with a walk-in closet and a luxurious ensuite complete with double sinks. Two additional large bedrooms share another full bath, also with double sinks, and the convenient upstairs laundry adds modern practicality.  The walkout lower level offers even more space with a generous rec room, a large bedroom with plenty of natural light, and a full bathroom — ideal for guests or teens. Step outside to enjoy your private backyard garden, bordered by trees for added privacy.  A ducted heat pump provides energy-efficient heating and cooling all year round. The double car garage adds convenience and extra storage.  Located within walking distance to Bedford South School (English) and École Secondaire du Sommet (French), plus coffee shops, grocery stores, banks, and more. With easy access to Highway 102, this home blends modern living with a perfect location.",2025-10-17,879000,122 Windridge Lane,Bedford South,B4A 0G2,4,4,[],41305988,Single Family,Detached,2 Level,31x45,13,4,3 / 1,"2,072 sqft","3,005 sqft","6,941 sqft","6,567 sqft","$852,100 (2025)",N/A,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Laminate, Hardwood, Porcelain","Heat Pump, Ducted Cooling",N/A,N/A,Electric,Municipal,Municipal,"Yes, Double, Built-in (paved)",Paved,No,N/A,"Air Exchanger, Central Vacuum, Ensuite Bath","Cleared, Landscaped","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer - Electric, Microwave, Range, Refrigerator, Stove, Washer",N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No
Subdistrict F (Bedford),"Worthington Place, Bedford","72 Worthington Place, Bedford, NS (NOVA SCOTIA)",72 Worthington Place,https://www.viewpoint.ca/cutsheet/202513163/1/72-Worthington-Place,202513163,"Welcome to this exceptional executive home, ideally situated on a quiet cul-de-sac in the prestigious Ravines of Bedford South. Crafted with impeccable attention to detail. this residence offers the perfect setting for refined living and grand entertaining. Step inside to discover a striking open-concept main level, featuring a sophisticated living room with a classic wood-burning fireplace, a formal dining area, and a chef-inspired kitchen that is truly the heart of the home. Designed for both beauty and functionality, the kitchen boasts a massive center island, granite countertops, abundant custom cabinetry, and a separate prep kitchen for added convenience. Also on the main floor, you'll find a luxurious primary suite with a spacious dressing room and a spa-like ensuite with a Jacuzzi tub, as well as a beautifully appointed guest bedroom- also with its own private ensuite. A dedicated office space completes this level. Upstairs, you'll find three additional well-sized bedrooms, including another grand primary suite with a lavish 5-piece ensuite, a shared full bathroom, a bright hallway with space ideal for a pool table, lounge area, or reading nook. This level also offers versatile space for a family room, studio, gym, or recreation room- whatever best suits your lifestyle. The expansive lower level is a dream unto itself, featuring a second full kitchen, a spacious dining and living area, a media room, and space for a gym. it includes three additional bedrooms, each wth its own ensuite bathroom, offering privacy and comfort for guests or extended family. With 4 separate walkouts to the beautifully landscaped backyard, the lower level offers Geo-Thermal heating, 4 ductless heat pumps, a 23-zone strereo/audio & intercom system. Another feature is the fully integrated, internet-controlled home automation system.",2025-06-02,1699900,72 Worthington Place,Bedford,B4A 0C5,8,9,[],41243213,Single Family,Detached,2 Level,Irregular,15,8,9 / 0,"6,636 sqft","10,390 sqft","20,522 sqft","20,522 sqft","$1,618,900 (2025)",Potential,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,"Fully Developed, Walkout","Carpet, Hardwood","Forced Air, Heat Pump, In Floor, Ducted Cooling",Yes,N/A,"Electric, Geo Thermal",Municipal,Municipal,"Yes, Attached, Double, Heated, Wired (double, heated, wired)","Exposed Aggregate, Double",No,N/A,"Air Exchanger, Alarm System, Ensuite Bath, Fireplace(s)","Year Round road, Cleared, Landscaped","Electrical, Cable, Telephone, High Speed Internet","Cooktop - Electric, Cooktop – Propane, Dishwasher, Dryer, Microwave Rng Hd Combo, Range, Range - Gas, Refrigerator, Washer, Wine Fridge",N/A,N/A,None,Re/max Nova (halifax),No,N/A,No
Subdistrict H (Bedford),"Aspenhill Court, Bedford","11 Aspenhill Court, Bedford, NS (NOVA SCOTIA)",11 Aspenhill Court,https://www.viewpoint.ca/cutsheet/202524476/1/11-Aspenhill-Court,202524476,"Custom designed and unlike anything else in the sought-after Parks of West Bedford - welcome to 11 Aspenhill Court in Stonington Park. This is the address neighbors point to and say, that's the one.  From the street, the oversized lot and covered front porch set the tone. Step inside and the feeling continues - tall ceilings, walls of glass, and an open flow that instantly feels different. A striking glass-walled office makes a statement, while the kitchen steals the show: a chef's dream with granite counters, oversized island, stylish backsplash, endless soft-close cabinetry, walk-in pantry with sink, and under-cabinet lighting throughout. The dining area opens seamlessly to your deck, while the living room brings everyone together with a propane fireplace framed by custom shelving. Energy-efficient ductless heat pump keeps it all comfortable year-round.  Upstairs, retreat to a primary suite that truly delivers: backyard views, generous closets, and a spa-inspired ensuite with double vanity, soaker tub, and custom glass shower. Two more bedrooms, a full bath, and convenient laundry round out this level.  The lower level is made for family and friends - a spacious rec room with walk-out, another heat pump, a fourth bedroom, and a full bath. Step outside and discover your private backyard oasis: hardwood canopy, play space, sitting area, and direct access to wooded walking trails for evening strolls.  Extras push this home further ahead: epoxy-finished 1.5 car garage, solar-ready system, custom blinds, and thoughtful trim throughout. This is an executive home built for both comfort and impact - in a family-friendly community just minutes from schools, recreation, shopping, and dining.  11 Aspenhill Court. Distinctive. Move-in ready. The home in West Bedford you don't want to miss.",2025-09-26,870000,11 Aspenhill Court,Bedford,B4B 0M3,4,4,[],41363169,Single Family,Detached,2 Level,28x42,13,4,3 / 1,"2,070 sqft","3,152 sqft","7,204 sqft","7,201 sqft","$824,100 (2025)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Carpet, Hardwood",Heat Pump,Yes,N/A,Electric,Municipal,Municipal,"Yes, Built-in, 1.5, Wired (1.5 car, built-in, wired)",Paved (paved),No,N/A,"Ensuite Bath, Propane Fireplace","Cleared, Landscaped","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Microwave Rng Hd Combo, Refrigerator, Stove, Washer",N/A,N/A,Propane Tank,Exp Realty Of Canada Inc.,Yes,N/A,No
Subdistrict H (Bedford),"Aspenhill Court, Bedford","62 Aspenhill Court, Bedford, NS (NOVA SCOTIA)",62 Aspenhill Court,https://www.viewpoint.ca/cutsheet/202519861/1/62-Aspenhill-Court,202519861,"Nestled on a quiet cul-de-sac in the highly desirable Parks of West Bedford, this stunning 4-bedroom, 4-bathroom home offers the perfect blend of comfort, style, and location. Enjoy a spacious and thoughtfully designed layout, featuring a gourmet kitchen, open-concept living areas, and a spacious deck with gas BBQ hookup—perfect for entertaining. The fully fenced backyard provides privacy and security for children and pets alike. The luxurious primary suite boasts two walk-in closets and a spa-like ensuite, creating a true retreat. With 4 bathrooms, morning routines are a breeze for the entire family. Located just minutes from top-rated schools, scenic parks, and all amenities, this home offers unparalleled convenience in one of the most family-friendly communities in Bedford.",2025-08-07,799900,62 Aspenhill Court,Bedford,B4B 0M3,4,4,[],41362930,Single Family,Detached,2 Level,30'4 x 45'4 +/- jogs,11,4,3 / 1,"1,922 sqft","2,780 sqft","6,033 sqft","6,033 sqft","$787,800 (2025)",Potential,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Ceramic, Carpet, Hardwood","Heat Pump, Ductless Cooling",N/A,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Attached, Single (single, attached)","Paved, Double (double, paved)",No,N/A,"Ensuite Bath, HRV (Heat Recovery Ventilation)","Year Round road, Landscaped, Level, Fenced","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Cooktop - Gas, Dishwasher, Dryer, Oven - Electric, Refrigerator, Washer",N/A,N/A,None,Re/max Nova (halifax),Yes,N/A,No
Subdistrict H (Bedford),"Hammonds Plains Road, Bedford","680 Hammonds Plains Road, Bedford, NS (NOVA SCOTIA)",680 Hammonds Plains Road,https://www.viewpoint.ca/cutsheet/202523688/1/680-Hammonds-Plains-Road,202523688,"680 Hammonds Plains Road – Where comfort meets flexibility and convenience. Set back and elevated from the road for privacy, this three-level, three-bedroom home offers a smart layout perfect for today’s lifestyle. The above-grade lower level is bright and versatile, ideal for a home business, office, secondary suite, or additional family space. The main floor is designed for gathering: a spacious eat-in kitchen with patio doors opens to an expansive deck, seamlessly blending indoor and outdoor living. A cozy living room and handy study nook make entertaining or working from home effortless. Upstairs, the primary suite boasts a walk-in closet, joined by two secondary bedrooms and a full 4-piece bath. Hardwood and ceramic floors run throughout, complemented by a ductless heat pump on each level for efficient heating and cooling. Outside, you’ll find plenty of parking, a large shed for storage, and landscaped grounds ready for your personal touch. Located in the sought-after Basinview school district, and just minutes from Charles P. Allen High School, BMO Centre, shopping, parks, and public transit, this property blends suburban serenity with city convenience.",2025-09-15,699900,680 Hammonds Plains Road,Bedford,B4B 1A7,3,2,[],00416958,Single Family,Detached,3 Level,48x16 +/- jogs,22,3,2 / 0,"1,561 sqft","2,344 sqft","11,747 sqft","11,747 sqft","$563,700 (2025)",Potential,Asphalt Shingle,Vinyl,Poured Concrete,"Full, Fully Developed, Walkout","Ceramic, Hardwood",Baseboard,N/A,N/A,Electric,Drilled Well,Municipal,"No, None",Gravel (2 driveways),No,N/A,"Air Exchanger, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, High Speed Internet",N/A,N/A,N/A,None,Engel & Volkers,No,N/A,No
Subdistrict H (Bedford),"Hollyhock Way, Bedford","155 Hollyhock Way, Bedford, NS (NOVA SCOTIA)",155 Hollyhock Way,https://www.viewpoint.ca/cutsheet/202516650/1/155-Hollyhock-Way,202516650,"Located in the heart of West Bedford’s desirable Stonington Park community, this beautifully appointed 4-bedroom, 4-bathroom home offers the perfect blend of classic charm and modern comfort. From its striking stone facade to the thoughtful interior layout, every detail is designed with family living and entertaining in mind.  Step through the inviting front porch into a sun-filled main floor featuring an open-concept kitchen, dining, and living area. The gourmet kitchen impresses with sleek quartz countertops, custom cabinetry, and stainless steel appliances—ideal for hosting or everyday living. A cozy living room flows seamlessly from the kitchen, anchored by warm hardwood flooring and recessed lighting throughout. A convenient home office or den and a powder room complete this level.  Just off the main hallway, a well-designed mudroom offers extra storage and direct access to the attached garage—making everyday comings and goings effortless and organized.  Upstairs, the spacious primary suite includes a luxurious ensuite bath with double vanities and a walk-in closet. Two additional bedrooms, a full bathroom, and a dedicated laundry room provide comfort and functionality for the whole family.  The fully finished lower level adds even more versatility with a large fourth bedroom, a full bathroom, a utility/storage area, and a bonus room perfect for media room, home gym, or playroom.  Step outside to a private backyard retreat with a low-maintenance gravel courtyard and a built-in firepit—ideal for relaxing, entertaining, or enjoying quiet evenings under the stars.",2025-07-04,949000,155 Hollyhock Way,Bedford,B4B 0L5,4,4,[],41348129,Single Family,Detached,2 Level,37.6 x 46,13,4,3 / 1,"2,288 sqft","3,289 sqft","6,539 sqft","6,539 sqft","$933,400 (2025)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Laminate",Heat Pump,N/A,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Attached, 1.5 (indoor, heated)",Shared,No,N/A,Air Exchanger,N/A,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer",N/A,N/A,None,Royal Lepage Atlantic,Yes,N/A,No
