subdistrict_name,street_name,property_name,name,url,listing_id,description,date_posted,price,street_address,adress_locality,postal_code,rooms,bathrooms,listing_history,pid,type,style,building_style,building_dimensions,age,beds,bathrooms_f_h,main_living_area,total_living_area,listing_parcel_size,prov_parcel_size,assessed_at,rental_income,roof,exterior,foundation,basement,flooring,heating_cooling,fireplace,pool,fuel_supply,drinking_water,sewer,has_garage,parking,waterfront,water_access_view,property_features,land_features,utilities,appliances_incl,inclusions,exclusions,rental_equipment,listed_by,has_pcds,betterment_charges,bank_owned,pid_s
Subdistrict F (Bedford),"Windridge Lane, Bedford","117 Windridge Lane, Bedford, NS (NOVA SCOTIA)",117 Windridge Lane,https://www.viewpoint.ca/cutsheet/202602210/1/117-Windridge-Lane-Bedford,202602210,"THE ULTIMATE FOREVER HOME! Located in the prestigious Ravines of Bedford within a TOP-TIER SCHOOL ZONE, this stunning contemporary home sits on a peaceful street with minimal through traffic, ensuring a safe, serene environment. MAIN LEVEL: Features an open-concept design with dark hardwood floors. The gourmet kitchen offers granite surfaces, a walk-in pantry, and a large island overlooking the open living and dining areas, an ideal layout for entertaining. SECOND LEVEL: Highlights include a convenient LAUNDRY ROOM and 4 spacious bedrooms. The massive primary suite features a 5pc ensuite and walk-in closet. The shared family bath includes DOUBLE SINKS, perfect for busy mornings. BASEMENT: Fully finished with a bright 5th Bedroom and full bath. The MULTI-FUNCTIONAL. FAMILY ROOM is perfect for a gym or theater. Plus, the storage room maintains a naturally constant temperature, ideal for a wine cellar. EXTERIOR HIGHLIGHTS: The front features an EXTRA-WIDE DRIVEWAY fitting 4 vehicles easily. The exceptional 100+ FT DEEP BACKYARD is backed by mature trees for privacy, offering plenty of space for children to run free and connect with nature. Call today to book your private viewing!",2026-02-05,888000,117 Windridge Lane,Bedford,B4A 0B9,6,4,[],41305814,Single Family,Detached,2 Level,31' x 47',14,6,3 / 1,"2,338 sqft","3,253 sqft","8,889 sqft","8,889 sqft","$871,600 (2026)",Potential,Asphalt Shingle,"Brick, Aluminium Siding",Poured Concrete,Fully Developed,"Carpet, Hardwood","Heat Pump, Ducted Cooling",Yes,N/A,"Electric, Propane",Municipal,Municipal,"Yes, Detached, Double (double car garage)",Concrete (driveway and garage),No,N/A,"Air Exchanger, Ensuite Bath, Propane Fireplace",Landscaped,"Electrical, Cable, Telephone, High Speed Internet, Other","Dishwasher, Dryer - Electric, Microwave Rng Hd Combo, Range - Electric, Refrigerator, Stove, Washer",all appliances,N/A,None,Exit Realty Metro,Yes,N/A,No,
Subdistrict F (Bedford),"Windridge Lane, Bedford","122 Windridge Lane, Bedford South, NS (NOVA SCOTIA)",122 Windridge Lane,https://www.viewpoint.ca/cutsheet/202526033/1/122-Windridge-Lane-Bedford-South,202526033,"Welcome to this beautiful 4-bedroom, 3.5-bath home located in one of Halifax’s most desirable communities – Bedford South! From the moment you step into the spacious foyer, you’ll feel the warmth and comfort this home offers.  The open-concept kitchen is perfect for both everyday living and entertaining, featuring granite countertops, a large center island, and stainless steel appliances. The bright living room is filled with natural light from wide windows that frame views of the mature trees behind the property — a rare touch of tranquility right in the city.  Upstairs, the primary suite impresses with a walk-in closet and a luxurious ensuite complete with double sinks. Two additional large bedrooms share another full bath, also with double sinks, and the convenient upstairs laundry adds modern practicality.  The walkout lower level offers even more space with a generous rec room, a large bedroom with plenty of natural light, and a full bathroom — ideal for guests or teens. Step outside to enjoy your private backyard garden, bordered by trees for added privacy.  A ducted heat pump provides energy-efficient heating and cooling all year round. The double car garage adds convenience and extra storage.  Located within walking distance to Bedford South School (English) and École Secondaire du Sommet (French), plus coffee shops, grocery stores, banks, and more. With easy access to Highway 102, this home blends modern living with a perfect location.",2025-10-17,859000,122 Windridge Lane,Bedford South,B4A 0G2,4,4,[],41305988,Single Family,Detached,2 Level,31x45,13,4,3 / 1,"2,072 sqft","3,005 sqft","6,941 sqft","6,567 sqft","$880,700 (2026)",N/A,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Laminate, Hardwood, Porcelain","Heat Pump, Ducted Cooling",N/A,N/A,Electric,Municipal,Municipal,"Yes, Double, Built-in (paved)",Paved,No,N/A,"Air Exchanger, Central Vacuum, Ensuite Bath","Cleared, Landscaped","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer - Electric, Microwave, Range, Refrigerator, Stove, Washer",N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
Subdistrict H (Bedford),"Granter Road, Bedford","35 Granter Road, Bedford, NS (NOVA SCOTIA)",35 Granter Road,https://www.viewpoint.ca/cutsheet/202600138/1/35-Granter-Road-Bedford,202600138,"Nestled in the highly sought-after Bedford main area, this exceptional waterfront property offers a rare opportunity to enjoy relaxed living surrounded by nature, while remaining close to transportation, amenities, and daily conveniences.This home delivers four-season waterfront living. Summer days are perfect for swimming, boating, fishing, and jet skiing directly from the lake. Fall brings breathtaking scenery with vibrant foliage and picturesque views from every window. In winter, the frozen lake becomes a tranquil setting for ice skating and peaceful outdoor enjoyment.Offering outstanding privacy, the backyard is ideal for barbecues, bonfires, and hosting family gatherings or parties. The home has been meticulously maintained with numerous upgrades throughout.The newly renovated basement adds flexible living space and features a modern wet bar, perfect for entertaining guests or creating a private retreat.Also,back up generator for entire home that runs off of 4 x 420L propane tanks. This seamless system is automatic if thepower should ever go out. The home has central air and also has a wood furnace for those extra cold nights in Nova Scotia. Whether as a full-time residence or a seasonal escape, this property provides an unmatched waterfront lifestyle in one of Bedford’s most desirable locations.",2026-01-05,1199900,35 Granter Road,Bedford,B4B 2C5,4,3,[],00415943,Single Family,Detached,Bungalow,82.7x29.2 - jogs,20,4,3 / 0,"1,632 sqft","3,076 sqft","38,389 sqft","38,389 sqft","$850,300 (2026)",Potential,Asphalt Shingle,Vinyl,Poured Concrete,"Full, Fully Developed, Walkout","Tile, Hardwood","Baseboard, Furnace, Heat Pump",Yes,N/A,"Wood, Electric, Propane",Drilled Well,Septic,"Yes, Heated (heated)",Paved,Yes,"Access: Lake, View: Lake","Balcony, Fireplace(s), Wood Fireplace, Electric Fireplace, Gazebo, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, High Speed Internet","Cooktop - Electric, Dryer - Electric, Oven - Electric, Refrigerator, Washer","Generator, Dock, Appliances, Shed, Patio furniture, Main Floor Electric Fireplace",N/A,"Heat Pumps, Propane Tank",Royal Lepage Atlantic,No,N/A,No,
Subdistrict H (Bedford),"Lewis Drive, Bedford","205 Lewis Drive, Bedford, NS (NOVA SCOTIA)","Unit 13, 205 Lewis Drive",https://www.viewpoint.ca/cutsheet/202529242/1/Unit-13-205-Lewis-Drive-Bedford,202529242,"**Ready to move in by February 28, 2026** Introducing The Bellmore, a beautifully crafted 4-bedroom, 3.5-bath detached home by Shaughnessy Homes in Belle Rose Park, West Bedford. Spanning 2,537 sq. ft. across three finished levels on a 34’ lot, this home blends modern style with everyday functionality. The main floor features an open-concept layout with a designer kitchen boasting a walk-in pantry, premium quartz countertops, and soft-close cabinetry. A stylish dining room bump-out adds a touch of elegance, perfect for gatherings. Engineered hardwood flows through the main and upper levels, complemented by an electric fireplace in the living area. Step outside to a beautifully finished composite deck, providing long-lasting durability with low maintenance. The finished WALKOUT basement is equipped with a wet bar, large bedroom, full bathroom and a spacious rec room perfect for extended family members. This home includes a fully ducted heat pump with natural gas backup, plus rough-ins for a gas range, dryer, BBQ, water heater, and a 50 AMP EV charger. Nestled off Larry Uteck Blvd in the serene Belle Rose Park, this home is steps from schools, parks, and amenities. Built with Shaughnessy Homes’ signature quality, The Bellmore is a rare find in one of Bedford’s most desirable communities.",2025-12-09,859900,"Unit 13, 205 Lewis Drive",Bedford,B4B 0L3,4,4,[],41547464,Single Family,Detached,2 Level,22x48.4,N/A,4,3 / 1,"1,730 sqft","2,537 sqft","4,556 sqft","4,556 sqft","$200,000 (2026)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Tile, Laminate",Heat Pump,Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single, Built-in, Heated, Wired (single, built-in, heated, wired)",Paved,No,N/A,"Ensuite Bath, Electric Fireplace, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet",None,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
Subdistrict H (Bedford),"Lewis Drive, Bedford","209 Lewis Drive, West Bedford, NS (NOVA SCOTIA)","Unit 14, 209 Lewis Drive",https://www.viewpoint.ca/cutsheet/202529247/1/Unit-14-209-Lewis-Drive-West-Bedford,202529247,"**Ready to move in by February 28, 2026** Introducing The Bellmore, a beautifully crafted 4-bedroom, 3.5-bath detached home byShaughnessy Homes in Belle Rose Park, West Bedford. Spanning 2,537 sq. ft. across three finished levels on a 34’ lot, this homeblends modern style with everyday functionality. The main floor features an open-concept layout with a designer kitchen boasting awalk-in pantry, premium quartz countertops, and soft-close cabinetry. A stylish dining room bump-out adds a touch of elegance,perfect for gatherings. Engineered hardwood flows through the main and upper levels, complemented by an electric fireplace in theliving area. Step outside to a beautifully finished composite deck, providing long-lasting durability with low maintenance. The finishedbasement, with durable laminate flooring, offers flexible space for family or guests. If you're looking for a walk-out basement equippedwith a wet bar, washer and dryer rough in, bedroom, bathroom and a rec room - we have a limited number of The Bellmore walkoutmodels for $859,900, perfect for extended members of the family. Both versions include a fully ducted heat pump with natural gasbackup, plus rough-ins for a gas range, dryer, BBQ, water heater, and a 50 AMP EV charger. Nestled off Larry Uteck Blvd in theserene Belle Rose Park, this home is steps from schools, parks, and amenities. Built with Shaughnessy Homes’ signature quality,The Bellmore is a rare find in one of Bedford’s most desirable communities.",2025-12-09,844900,"Unit 14, 209 Lewis Drive",West Bedford,B4B 0L3,4,4,[],41547472,Single Family,Detached,2 Level,22 x 48.4,N/A,4,3 / 1,"1,730 sqft","2,537 sqft","4,603 sqft","4,603 sqft","$200,000 (2026)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Tile, Laminate",Heat Pump,Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single, Built-in, Heated, Wired (single, built-in, heated, wired)",Paved,No,N/A,"Ensuite Bath, Electric Fireplace, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet",None,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
Subdistrict H (Bedford),"Lewis Drive, Bedford","210 Lewis Drive, West Bedford, NS (NOVA SCOTIA)","Unit 1, 210 Lewis Drive",https://www.viewpoint.ca/cutsheet/202529341/1/Unit-1-210-Lewis-Drive-West-Bedford,202529341,"MOVE-IN READY! Welcome to The Bellview, a 4-bed, 3.5-bath detached home by Shaughnessy Homes in the exclusive Belle Rose Park in West Bedford. Spanning over 2,600 sq. ft. on a 34’ lot, this three-level residence offers premium living with thoughtful design. The main floor boasts an open concept layout with designer kitchen + walk-in pantry, premium finishes, quartz countertops and modern lighting, seamlessly blending style and function. Step outside to a beautifully finished composite deck, providing long-lasting durability with low maintenance. Enjoy ducted heating and cooling with natural gas backup, plus rough-ins for a gas range, dryer, BBQ, water heater, and a 50 AMP EV charger for future-ready living. Engineered hardwood flows through the main and upper levels, while the finished basement features durable laminate, perfect for versatile living spaces. Nestled off Larry Uteck Blvd, Belle Rose Park is a serene, master-planned community with easy access to schools, shops, and parks. Built with Shaughnessy Homes’ renowned craftsmanship, The Bellview is part of a limited collection of detached homes in one of Bedford’s most desirable neighborhoods.",2025-12-11,864900,"Unit 1, 210 Lewis Drive",West Bedford,B4B 0L3,4,4,[],41547340,Single Family,Detached,2 Level,22 x 49,N/A,4,3 / 1,"1,820 sqft","2,601 sqft","11,317 sqft","11,317 sqft","$395,900 (2026)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Tile, Laminate",Heat Pump,Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single, Built-in, Heated, Wired (single, built-in, heated, wired)",Paved,No,N/A,"Ensuite Bath, Electric Fireplace, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet",None,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
Subdistrict H (Bedford),"Samaa Court, Bedford","112 Samaa Court, Bedford West, NS (NOVA SCOTIA)",112 Samaa Court,https://www.viewpoint.ca/cutsheet/202529293/1/112-Samaa-Court-Bedford-West,202529293,"Welcome to 112 Samaa Court in the popular Parks of West Bedford. This newly completed home offers 5 spacious bedrooms with custom built-out closets, 4.5 bathrooms, designer finishes, and a well-planned in-law suite perfect for extended family. Convenience and comfort are built into every detail. Enjoy an exterior electric car charger, built-in surround sound, a cozy fireplace, an attached double garage with sleek epoxy flooring, and a 10 year home warranty. The grand open-concept foyer features soaring ceilings and custom cabinetry that provides both style and practical storage. The sun-filled formal living room sits just off the foyer and includes a beautiful fireplace that sets the tone for relaxed evenings and easy entertaining. The chef-inspired kitchen features a striking oak wood island, elegant quartz backsplash, generous counter space, and a walk-in pantry. Overlooking the dining room, living room, breakfast nook, and a spacious deck with a backyard exposure, this area is ideal for everyday living and entertaining. Upstairs, the luxurious primary suite offers a custom walk-in closet and a spa-like ensuite with a soaking tub, tiled shower, stylish tile work, and custom mirrors. Three additional bedrooms - one with its own en-suite, a full bathroom with modern finishes, and conveniently located laundry closet complete this floor. The fully finished lower level offers a tailored floor plan inclusive of a mudroom off the double car garage leading to a tailored one bedroom in-law which offers a kitchenette with custom cabinetry, a full bathroom, and bedroom with a walkout to the backyard & it's own separate entrance. Modern finishes and thoughtful design come together in this impressive home located within one of Bedford’s most desirable communities. Your opportunity to own something truly special awaits.",2025-12-10,1195000,112 Samaa Court,Bedford West,B4B 0Y4,5,5,[],41456070,Single Family,Detached,2 Level,"50'6"" x 28'6""",N/A,5,4 / 1,"2,888 sqft","3,621 sqft","5,253 sqft","5,253 sqft","$966,900 (2026)",N/A,Other,"Brick, Aluminium Siding, Vinyl",Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Tile, Laminate","Heat Pump, In Floor",Yes,N/A,Natural Gas,Municipal,Municipal,"Yes, Attached, Double (attached | double car | heated | exterior entrance | epoxy floor | 19'4"" x 21')",Concrete (driveway),No,N/A,"Alarm System, Ensuite Bath, Fireplace(s), HRV (Heat Recovery Ventilation), Central Vac Roughed In","Landscaped, Level","Electrical, Cable, Telephone, High Speed Internet","Cooktop - Gas, Dishwasher, Dryer, Microwave, Oven, Refrigerator, Washer",N/A,N/A,None,"Royal Lepage Atlantic, Re/max Nova (halifax)",No,N/A,No,
Subdistrict H (Bedford),"Stephs Street, Bedford"," Stephs Street, West Bedford (PID 41547597), NS (NOVA SCOTIA)","Unit 3,  Stephs Street",https://www.viewpoint.ca/cutsheet/202519895/1/Unit-3-Stephs-Street-West-Bedford,202519895,"Discover The Bellhaven, a 3-bed, 3.5-bath corner unit townhome by Shaughnessy Homes in the desirable Belle Rose Park in West Bedford. Spanning 2,243 sq. ft. across three finished levels, this home blends modern comfort with stylish design.  The main floor features a home office, a sleek kitchen with premium finishes, and an open-concept living and dining area perfect for entertaining. Upstairs, three spacious bedrooms include a luxurious primary suite. Engineered hardwood graces the main and second levels, while the walk-out basement offers a wet bar, and a bright bonus space for guests or recreation.  Stay comfortable with ducted heating/cooling with a natural gas backup, plus rough-ins for a gas range, dryer, BBQ, water heater, and a 50 AMP EV charger. Nestled off Larry Uteck Blvd, Belle Rose Park offers easy access to schools, shops, and parks in a quiet, master-planned community. Built with Shaughnessy Homes’ signature quality, The Bellhaven is a rare opportunity to own in one of Halifax’s most sought-after neighborhoods.",2025-08-07,744900,"Unit 3,  Stephs Street",West Bedford,B4B 0L1,3,4,[],41547597,Single Family,Townhouse,3 Level,22 x 38,N/A,3,3 / 1,"1,693 sqft","2,243 sqft","23,943 sqft","23,943 sqft","$500,000 (2026)",N/A,Asphalt Shingle,"Other, Vinyl",Poured Concrete,"Fully Developed, Walkout","Tile, Laminate","Baseboard, Heat Pump",N/A,N/A,Electric,Municipal,Municipal,"Yes, Single, Built-in, Heated, Wired (single, built-in, heated, wired)",Paved,No,N/A,"Ensuite Bath, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, High Speed Internet",None,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
Subdistrict H (Bedford),"Stephs Street, Bedford","138 Stephs Street, Bedford, NS (NOVA SCOTIA)",138 Stephs Street,https://www.viewpoint.ca/cutsheet/202600401/1/138-Stephs-Street-Bedford,202600401,"Check to see if you qualify for the First-Time Home Buyers’ GST Rebate. Welcome to 138 Stephs Street, Unit D – “The Horizon,” a quality-built middle-unit townhome by Signature Homes Limited. Priced from $709,000, this thoughtfully designed home offers exceptional value with an impressive list of standard features. The entryway and bathrooms feature ceramic tile, while upgraded vinyl plank flooring enhances the main living areas. A hardwood staircase adds warmth, durability, and timeless appeal. Year-round comfort is ensured with a fully ducted heat pump, and both the kitchen and bathrooms are finished with quartz countertops throughout, delivering a modern, polished aesthetic. Off the dining area, a huge patio door leads to the deck complete with privacy wall, ideal for outdoor entertaining and everyday enjoyment. The walk-out basement provides excellent additional living space and is roughed in for a wet bar, offering future flexibility for entertaining or extended living. Situated on a landscaped lot and backed by an Atlantic New Home Warranty, this home delivers peace of mind and low-maintenance living in a growing community—an excellent opportunity to secure a new build showcasing quality craftsmanship.",2026-01-08,709000,138 Stephs Street,Bedford,B4B 1H1,4,4,[],41556580,Single Family,Townhouse,2 Level,irregular,N/A,4,3 / 1,"1,672 sqft","2,238 sqft","2,787 sqft","2,791 sqft","$348,200 (2026)",N/A,Asphalt Shingle,"Other, Stone, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Vinyl Plank",Heat Pump,N/A,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single, Built-in (single)",Paved (driveway),No,N/A,Ensuite Bath,N/A,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet",N/A,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Blue Forest Lane, Hammonds Plai","60 Blue Forest Lane, Hammonds Plains, NS (NOVA SCOTIA)",60 Blue Forest Lane,https://www.viewpoint.ca/cutsheet/202521750/1/60-Blue-Forest-Lane-Hammonds-Plains,202521750,"Looking for that larger home for extended family or your large family? This is perfect this home sits on 2+ acres on a mature treed lot. This 2sty home features a large paved driveway on a private lot, great for the kids riding there bikes and playing basketball, hockey & soccer .Walk into the the large foyer and a beautiful stair case leading to the upper level, main floor with a exlg living & dining room with beautiful hardwood flooring, bright kitchen with lots of cabinets & island ,cozy family room with propane flps, buyers will have to lease tanks if they would like to use it as sellers had them taken out.1/2 bth, laundry room ,the upper level features 4 bedrooms ,full bth, primary with ensuite & closets one a walk-in ,basement with 2 bedrooms the windows do not meet code, office, family room, large utility room. Great location min to the highway to get to the city and on city water. Don't miss this beautiful large family home.",2025-08-27,789000,60 Blue Forest Lane,Hammonds Plains,B4B 1L1,6,3,[],40650210,Single Family,Detached,2 Level,44x38,31,6,2 / 1,"2,420 sqft","3,340 sqft","113,629 sqft (2.6 acres)","113,692 sqft (2.6 acres)","$742,200 (2026)",No,Asphalt Shingle,Vinyl,Poured Concrete,"Full, Fully Developed","Tile, Ceramic, Carpet, Laminate, Hardwood, Porcelain",Baseboard,Yes,N/A,Electric,Municipal,Septic,"Yes, Attached, Double (attached double)",Paved (lots of parking),No,N/A,"Air Exchanger, Central Vacuum, Ensuite Bath, See Remarks, Propane Fireplace","Landscaped, Wooded/Treed","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer","Fridge,stove,dishwasher,washer,dryer",N/A,None,Royal Lepage Anchor Realty,Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Brenda Drive, Hammonds Plai","91 Brenda Drive, Hammonds Plains, NS (NOVA SCOTIA)",91 Brenda Drive,https://www.viewpoint.ca/cutsheet/202602839/1/91-Brenda-Drive-Hammonds-Plains,202602839,"Thoughtfully updated with modern family living in mind, this spacious residence offers flexibility, privacy, and welcoming spaces suited to both everyday life and memorable gatherings. Ideally positioned near the entrance of the subdivision, it is within walking distance to a well-regarded elementary school and located in the catchment for Charles P. Allen High School and West Bedford High School, combining convenience with a strong sense of community.  Proudly maintained by the original owners and serviced by municipal water, the home reflects careful stewardship throughout. Inside, generous principal rooms create natural flow for entertaining, while thoughtful separation of space allows growing families, teenagers, or extended family members to enjoy privacy when desired. Over the years, the property has been meaningfully enhanced, including a renovated kitchen, refreshed bathrooms, and a fully renovated ensuite. A newly repaved driveway further underscores the pride of ownership.  The lower level presents excellent potential for an in-law suite or private teenage retreat, offering flexibility to accommodate evolving family needs.  While the current season may not fully showcase it, the backyard is exceptionally private and designed for entertaining. An inground salt water pool with stamped concrete surround, pool house, and inviting outdoor living area with fireplace create a setting well suited for summer gatherings, celebrations, and relaxed evenings at home. Beyond the pool area, the large, level backyard offers outstanding versatility - ideal for a soccer pitch, volleyball games, or even creating a skating rink in the winter months.  An exceptional opportunity to secure a well-appointed home offering space, privacy, and adaptability in one of Hammonds Plains’ most sought-after family neighbourhoods.",2026-02-17,1190000,91 Brenda Drive,Hammonds Plains,B4B 1K2,6,5,[],40735391,Single Family,Detached,2.5 Level,irregular,24,6,4 / 1,"2,473 sqft","3,253 sqft","72,745 sqft (1.7 acres)","72,745 sqft (1.7 acres)","$834,400 (2026)",No,Asphalt Shingle,Vinyl,Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Ceramic, Carpet, Porcelain, Vinyl Plank","Baseboard, Radiant, Hot Water, In Floor",Yes,Yes,Propane,Municipal,Septic,"Yes, Attached, Double (double attached)",Paved (paved driveway),No,N/A,"Air Exchanger, Alarm System, Ensuite Bath, In-Ground Pool, Propane Fireplace","Year Round road, Partially Fenced, Landscaped, Level, Wooded/Treed","Electrical, Cable, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer",N/A,N/A,Propane Tank,Sotheby's International Realty Canada,Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Club House Lane, Hammonds Plai","20 Club House Lane, Hammonds Plains, NS (NOVA SCOTIA)",20 Club House Lane,https://www.viewpoint.ca/cutsheet/202602487/1/20-Club-House-Lane-Hammonds-Plains,202602487,"Set on one of Glen Arbour’s most coveted streets, 20 Club House Lane is a rare offering- an executive, custom-built, one-owner home with over 5,000 sqft of beautifully maintained living space, where pride of ownership is felt the moment you arrive. Sitting on 1.17 acres and backing directly onto the Glen Arbour Golf Course, this family home offers a peaceful, private setting in the heart of Hammonds Plains’ premier golf community, just steps from the clubhouse and Deerfield Pub. The main level is warm and welcoming, designed for both everyday family life and effortless entertaining, with expansive rooms that naturally draw people together, perfect for quiet evenings by the fire or hosting friends after a day on the course. Patio doors from the main living area open to a back deck overlooking the in-ground pool and golf course beyond, creating an ideal setting for summer gatherings and relaxed outdoor living. With five bedrooms and 3.5 bathrooms, including a spacious primary suite with a generous ensuite and a bonus room above the garage, this home offers flexibility for growing families and evolving lifestyles. The lower level completes the home with a theatre and custom bar, ideal for entertaining year-round. This is a home that blends comfort, quality, and timeless design, offering a refined yet relaxed lifestyle in one of Nova Scotia’s most desirable communities.",2026-02-10,1299900,20 Club House Lane,Hammonds Plains,B4B 1T4,5,4,[],40806317,Single Family,Detached,2 Level,Irregular,27,5,3 / 1,"3,438 sqft","5,223 sqft","50,999 sqft (1.2 acres)","50,999 sqft (1.2 acres)","$1,172,300 (2026)",N/A,Asphalt Shingle,Vinyl,Poured Concrete,"Fully Developed, Walkout","Tile, Carpet, Hardwood","Baseboard, Heat Pump, Fireplace, In Floor",Yes,Yes,"Wood, Oil, Propane",Drilled Well,Septic,"Yes, Attached (attached 23 x 23'3)",Paved,No,N/A,"Air Exchanger, Ensuite Bath, In-Ground Pool, Propane Fireplace, Wood Fireplace","Cleared, Landscaped, Golf/Parkland, Wooded/Treed","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer","Pool table, Pool equipment",N/A,Propane Tank,"Royal Lepage Atlantic - Valley(windsor), Royal Lepage Atlantic (dartmouth)",Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Gleneagles Drive, Hammonds Plai","252 Gleneagles Drive, Hammonds Plains, NS (NOVA SCOTIA)",252 Gleneagles Drive,https://www.viewpoint.ca/cutsheet/202601681/1/252-Gleneagles-Drive-Hammonds-Plains,202601681,"Welcome to this very well maintained family home located in the sought-after community of Hammonds Plains. This spacious property offers 4 bedrooms plus a bonus room, 3 full baths and 1 half bath, providing flexibility for growing families, guests, or a home office setup. The laundry is conveniently located on the main floor in the mud room area. The home features an attached double garage, a bright and functional layout, and a walkout basement that adds excellent potential for additional living space or in-law accommodations. The primary bedroom includes a private ensuite bath, creating a comfortable retreat. Set on a large, level lot, the backyard is a standout complete with a huge custom playground, making it an ideal space for kids, entertaining, or simply enjoying outdoor living. Pride of ownership is evident throughout, making this home truly move-in ready. Located close to schools, amenities, and outdoor recreation, this property offers the perfect blend of space, comfort, and lifestyle.",2026-01-29,874900,252 Gleneagles Drive,Hammonds Plains,B4B 1V8,4,4,[],40837015,Single Family,Detached,"2 Level, 3 Level",54 x 26.5,22,4,3 / 1,"2,441 sqft","3,526 sqft","104,108 sqft (2.4 acres)","104,108 sqft (2.4 acres)","$747,100 (2026)",N/A,Asphalt Shingle,Vinyl,Poured Concrete,"Full, Fully Developed, Walkout","Ceramic, Hardwood","Baseboard, Heat Pump, Hot Water",Yes,N/A,"Electric, Oil",Well,Septic,"Yes, Attached, Double (attached, double)","Paved, Parking Space(s)",No,N/A,"Water Jet Tub, Propane Fireplace, HRV (Heat Recovery Ventilation), Sump Pump","Landscaped, Level, Partial Cleared","Electrical, Cable, Telephone, High Speed Internet, Other","Dishwasher, Dryer - Electric, Glass Cooktop, Oven - Electric, Refrigerator, Washer",Appliances,N/A,Propane Tank,Red Door Realty,Yes,N/A,No,
