subdistrict_name,street_name,property_name,name,url,listing_id,description,date_posted,price,street_address,adress_locality,postal_code,rooms,bathrooms,listing_history,pid,type,style,building_style,building_dimensions,age,beds,bathrooms_f_h,main_living_area,total_living_area,listing_parcel_size,prov_parcel_size,assessed_at,rental_income,roof,exterior,foundation,basement,flooring,heating_cooling,fireplace,pool,fuel_supply,drinking_water,sewer,has_garage,parking,waterfront,water_access_view,property_features,land_features,utilities,appliances_incl,inclusions,exclusions,rental_equipment,listed_by,has_pcds,betterment_charges,bank_owned,pid_s
Subdistrict F (Bedford),"Windridge Lane, Bedford","55 Windridge Lane, Bedford, NS (NOVA SCOTIA)",55 Windridge Lane,https://www.viewpoint.ca/cutsheet/202616033/1/55-Windridge-Lane-Bedford,202616033,"The lovely home is designed 4 bedrooms,2 Storey home in the prestigious Ravines of Bedford South, Techready 3.5bth 2774 sqft. This energy efficient home with garage and Heat-pump, is finished on 3 levels and features 9` ceilings with Crown moldings on the main floor, a spacious foyer, 2 piece bath, large formal Living/Dining room - with hardwood flooring, Kitchen has hardwood cabinets , Granite counters with back splash & a large Breakfast bar plus an adjacent informal Dining/breakfast nook area. Second floor has 3 bedrooms,including a large Master suite with hardwood floors, a walk-in closet and ensuite with 5` walk-in shower and double vanity sinks. Also, there is a five piece main bath - with double vanity sinks and walk-in laundry room with set-tub. Basement has a large recreation room, fourth bedroom, full bath and utilities room. Comfortable, high efficiency Heat-pump system also provides central air.",2026-06-30,844900,55 Windridge Lane,Bedford,B4A 0E6,4,4,[],41281247,Single Family,Detached,2 Level,BSCDD,15,4,3 / 1,"1,928 sqft","2,774 sqft","4,867 sqft","4,867 sqft","$825,000 (2026)",N/A,Asphalt Shingle,Vinyl,Poured Concrete,"Full, Fully Developed","Ceramic, Carpet, Hardwood",Heat Pump,Yes,N/A,"Electric, Propane",Municipal,Municipal,"Yes, Attached, Heated (single, built-in, wired)","Paved (double, paved)",No,N/A,"Air Exchanger, Central Vacuum, Propane Fireplace",N/A,"Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer - Electric, Microwave Rng Hd Combo, Refrigerator, Stove, Washer",N/A,N/A,Propane Tank,Re/max Nova (halifax),Yes,N/A,No,
Subdistrict F (Bedford),"Windridge Lane, Bedford","117 Windridge Lane, Bedford, NS (NOVA SCOTIA)",117 Windridge Lane,https://www.viewpoint.ca/cutsheet/202602210/1/117-Windridge-Lane-Bedford,202602210,"THE ULTIMATE FOREVER HOME! Located in the prestigious Ravines of Bedford within a TOP-TIER SCHOOL ZONE, this stunning contemporary home sits on a peaceful street with minimal through traffic, ensuring a safe, serene environment. MAIN LEVEL: Features an open-concept design with dark hardwood floors. The gourmet kitchen offers granite surfaces, a walk-in pantry, and a large island overlooking the open living and dining areas, an ideal layout for entertaining. SECOND LEVEL: Highlights include a convenient LAUNDRY ROOM and 4 spacious bedrooms. The massive primary suite features a 5pc ensuite and walk-in closet. The shared family bath includes DOUBLE SINKS, perfect for busy mornings. BASEMENT: Fully finished with a bright 5th Bedroom and full bath. The MULTI-FUNCTIONAL. FAMILY ROOM is perfect for a gym or theater. Plus, the storage room maintains a naturally constant temperature, ideal for a wine cellar. EXTERIOR HIGHLIGHTS: The front features an EXTRA-WIDE DRIVEWAY fitting 4 vehicles easily. The exceptional 100+ FT DEEP BACKYARD is backed by mature trees for privacy, offering plenty of space for children to run free and connect with nature. Call today to book your private viewing!",2026-02-05,829000,117 Windridge Lane,Bedford,B4A 0B9,6,4,[],41305814,Single Family,Detached,2 Level,31' x 47',14,6,3 / 1,"2,338 sqft","3,253 sqft","8,889 sqft","8,889 sqft","$871,600 (2026)",Potential,Asphalt Shingle,"Brick, Aluminium Siding",Poured Concrete,Fully Developed,"Carpet, Hardwood","Heat Pump, Ducted Cooling",Yes,N/A,"Electric, Propane",Municipal,Municipal,"Yes, Detached, Double (double car garage)",Concrete (driveway and garage),No,N/A,"Air Exchanger, Ensuite Bath, Propane Fireplace",Landscaped,"Electrical, Cable, Telephone, High Speed Internet, Other","Dishwasher, Dryer - Electric, Microwave Rng Hd Combo, Range - Electric, Refrigerator, Stove, Washer",all appliances,N/A,None,Exit Realty Metro,Yes,N/A,No,
Subdistrict F (Bedford),"Windridge Lane, Bedford","122 Windridge Lane, Bedford South, NS (NOVA SCOTIA)",122 Windridge Lane,https://www.viewpoint.ca/cutsheet/202609292/1/122-Windridge-Lane-Bedford-South,202609292,"Welcome to this beautiful 4-bedroom, 3.5-bath home located in one of Halifax’s most desirable communities – Bedford South! From the moment you step into the spacious foyer, you’ll feel the warmth and comfort this home offers.  The open-concept kitchen is perfect for both everyday living and entertaining, featuring granite countertops, a large center island, and stainless steel appliances. The bright living room is filled with natural light from wide windows that frame views of the mature trees behind the property — a rare touch of tranquility right in the city.  Upstairs, the primary suite impresses with a walk-in closet and a luxurious ensuite complete with double sinks. Two additional large bedrooms share another full bath, also with double sinks, and the convenient upstairs laundry adds modern practicality.  The walkout lower level offers even more space with a generous rec room, a large bedroom with plenty of natural light, and a full bathroom — ideal for guests or teens. Step outside to enjoy your private backyard garden, bordered by trees for added privacy.  A ducted heat pump provides energy-efficient heating and cooling all year round. The double car garage adds convenience and extra storage.  Located within walking distance to Bedford South School (English) and École Secondaire du Sommet (French), plus coffee shops, grocery stores, banks, and more. With easy access to Highway 102, this home blends modern living with a perfect location.",2026-05-01,839900,122 Windridge Lane,Bedford South,B4A 0G2,4,4,[],41305988,Single Family,Detached,2 Level,31x45,13,4,3 / 1,"2,072 sqft","3,005 sqft","6,941 sqft","6,567 sqft","$880,700 (2026)",N/A,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Laminate, Hardwood, Porcelain","Heat Pump, Ducted Cooling",N/A,N/A,Electric,Municipal,Municipal,"Yes, Double, Built-in (paved)",Paved,No,N/A,"Air Exchanger, Central Vacuum, Ensuite Bath","Cleared, Landscaped","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer - Electric, Microwave, Range, Refrigerator, Stove, Washer",N/A,N/A,None,Royal Lepage Atlantic,Yes,N/A,No,
Subdistrict F (Bedford),"Windstone Close, Bedford","32 Windstone Close, Bedford, NS (NOVA SCOTIA)",32 Windstone Close,https://www.viewpoint.ca/cutsheet/202609112/1/32-Windstone-Close-Bedford,202609112,"Absolutely Fabulous Executive Townhouse In Sought-After Ravines Of Bedford South! These townhomes are unique for their size, elegant open-concept design, and tons of natural light from brilliantly-placed oversized windows. Park in the built-in garage and head inside - the spacious foyer ushers you up hardwood stairs to the airy and open Living Rm - the whole main floor has 9' ceilings and beautiful trim, and the sunlight flows easily from end to the other. The DiningRm is big enough for dinner parties and large furniture, and the kitchen features a cozy breakfast nook that walks out to the  South-facing patio deck - and is finished with beautiful Maple cabinets and tons of beautiful granite. Upstairs, the guest BRs are roomy, and the Primary Suite is massive, including a big walk-in closet and 4pc ensuite bath. A real bonus is a finished basement with large Recrm, very hard to find in this style of home. A townhome on a quiet cul-de-sac, with loads of sunlight and tons of storage",2026-04-30,624900,32 Windstone Close,Bedford,B4A 4L4,3,4,[],41164088,Single Family,Townhouse,2 Level,40'x22'-/+jog,22,3,2 / 2,"1,768 sqft","2,367 sqft","6,020 sqft","6,020 sqft","$624,700 (2026)",No,Asphalt Shingle,"Stone, Brick, Stucco, Vinyl",Poured Concrete,Fully Developed,"Tile, Ceramic, Carpet, Hardwood",Baseboard,N/A,N/A,"Electric, Oil",Municipal,Municipal,"Yes, Single, Built-in (single, built-in)","Concrete (paved, single)",No,N/A,Ensuite Bath,"Landscaped, Level","Electrical, Cable, High Speed Internet, Other","Dishwasher, Dryer, Other, Refrigerator, Stove, Washer",Appliances,furniture & decor (staged),None,Re/max Nova (halifax),No,N/A,No,
Subdistrict H (Bedford),"Blue Mountain Drive, Hammonds Plai","9 Blue Mountain Drive, Hammonds Plains, NS (NOVA SCOTIA)",9 Blue Mountain Drive,https://www.viewpoint.ca/cutsheet/202612751/1/9-Blue-Mountain-Drive-Hammonds-Plains,202612751,"9 Blue Mountain Dr is the ideal complement of comfort, privacy, and convenience! Set back from the street and surrounded by mature landscaping and greenery, this beautiful family home is ideally positioned on a 2.5-plus-acre lot in coveted Kingswood while walking distance from the amenities of West Bedford, including the new West Bedford group of schools, and on municipal water. Many recent upgrades mean the home is move-in ready and sure to please. The main level offers an updated kitchen with a walk-in pantry and cozy breakfast nook overlooking the fully fenced side yard, perfect for a family with young children or pets. The kitchen flows through to the dining room and wonderfully cozy living room with an electric fireplace. Add to this a welcoming entryway and power room, and it is the perfect space for entertaining. In the summer, you may also choose to host on the expansive covered back deck. A bonus is the main-level laundry with a convenient laundry shoot from the bedroom level. Upstairs, you will find a generous primary suite with a large walk-in closet and a newly revamped ensuite featuring 2 vanities, a soaker tub, and a walk-in shower. There are two additional bedrooms on the upper level, each with their own ductless mini split and a newly renovated main bath. On the way to the lower level, you will find the newly designed mudroom with a walk-in closet & a door to the built-in garage which is large enough to offer parking and storage and is also where you will find the generator panel. The lower level includes a home office space and once hosted a 4th bedroom, but was recently renovated and opened up to create a larger recreational space. This could be easily reinstated, and the lower level, with its full bath and walk-out, could also function well as an in-law suite. As an added bonus, the property also features a large 30x34 ft detached metal garage perfect for storing recreational equipment & would make an ideal workshop. The possibilities are endless!",2026-06-01,939000,9 Blue Mountain Drive,Hammonds Plains,B4B 1L1,3,4,[],40650491,Single Family,Detached,2 Level,53x32,31,3,3 / 1,"2,093 sqft","2,876 sqft","114,127 sqft (2.6 acres)","114,127 sqft (2.6 acres)","$718,600 (2026)",N/A,Asphalt Shingle,"Vinyl, Concrete",Poured Concrete,Fully Developed,"Ceramic, Hardwood, Vinyl","Heat Pump, Radiator, In Floor, Ductless Cooling",Yes,N/A,"Electric, Oil",Municipal,Septic,"Yes, Attached, Detached, Double, Built-in, Wired (double built in plus detached double)",Paved (long driveway and garages),No,N/A,"Air Exchanger, Alarm System, Central Vacuum, Ensuite Bath, Electric Fireplace, Generator Panel","Year Round road, Landscaped, Fenced, Wooded/Treed","Electrical, Cable, Telephone, High Speed Internet","Central Vacuum, Dishwasher, Dryer - Electric, Glass Cooktop, Microwave, Oven - Electric, Refrigerator, Washer","fridge, dishwasher, stove top, built in oven, Microwave, washer and dryer",N/A,None,Domus Realty Limited,Yes,N/A,No,
Subdistrict H (Bedford),"Granter Road, Bedford","35 Granter Road, Bedford, NS (NOVA SCOTIA)",35 Granter Road,https://www.viewpoint.ca/cutsheet/202600138/1/35-Granter-Road-Bedford,202600138,"Nestled in the highly sought-after Bedford main area, this exceptional waterfront property offers a rare opportunity to enjoy relaxed living surrounded by nature, while remaining close to transportation, amenities, and daily conveniences.This home delivers four-season waterfront living. Summer days are perfect for swimming, boating, fishing, and jet skiing directly from the lake. Fall brings breathtaking scenery with vibrant foliage and picturesque views from every window. In winter, the frozen lake becomes a tranquil setting for ice skating and peaceful outdoor enjoyment.Offering outstanding privacy, the backyard is ideal for barbecues, bonfires, and hosting family gatherings or parties. The home has been meticulously maintained with numerous upgrades throughout.The newly renovated basement adds flexible living space and features a modern wet bar, perfect for entertaining guests or creating a private retreat.Also,back up generator for entire home that runs off of 4 x 420L propane tanks. This seamless system is automatic if thepower should ever go out. The home has central air and also has a wood furnace for those extra cold nights in Nova Scotia. Whether as a full-time residence or a seasonal escape, this property provides an unmatched waterfront lifestyle in one of Bedford’s most desirable locations.",2026-01-05,1179000,35 Granter Road,Bedford,B4B 2C5,4,3,[],00415943,Single Family,Detached,Bungalow,82.7x29.2 - jogs,20,4,3 / 0,"1,632 sqft","3,076 sqft","38,389 sqft","38,389 sqft","$850,300 (2026)",Potential,Asphalt Shingle,Vinyl,Poured Concrete,"Full, Fully Developed, Walkout","Tile, Hardwood","Baseboard, Furnace, Heat Pump",Yes,N/A,"Wood, Electric, Propane",Drilled Well,Septic,"Yes, Heated (heated)",Paved,Yes,"Access: Lake, View: Lake","Balcony, Fireplace(s), Wood Fireplace, Electric Fireplace, Gazebo, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, High Speed Internet","Cooktop - Electric, Dryer - Electric, Oven - Electric, Refrigerator, Washer","Generator, Dock, Appliances, Shed, Patio furniture, Main Floor Electric Fireplace",N/A,"Heat Pumps, Propane Tank",Royal Lepage Atlantic,No,N/A,No,
Subdistrict H (Bedford),"Hammonds Plains Road, Bedford","365 HAMMONDS PLAINS Road, Bedford, NS (NOVA SCOTIA)",365 Hammonds Plains Road,https://www.viewpoint.ca/cutsheet/202607764/1/365-Hammonds-Plains-Road-Bedford,202607764,"Welcome to 365 Hammonds Plains Road — a great opportunity in a location that’s hard to beat. This 3-bedroom, 1-bath home sits on a generously sized lot, offering space and flexibility just minutes from everything you need.  Inside, you’ll find a functional layout with comfortable living areas and plenty of natural light, making it easy to settle in or add your own personal touches over time. Whether you’re a first-time buyer, downsizing, or looking for a property with long-term potential, this home checks the right boxes.  The large lot adds to the appeal, providing extra outdoor space for gardening, entertaining, or future ideas.  Conveniently located close to shopping, schools, and major routes, this property offers an excellent blend of space and accessibility.",2026-04-17,388900,365 Hammonds Plains Road,Bedford,B4B 1A3,3,1,[],00416867,Single Family,Detached,Bungalow,36x34,103,3,1 / 0,"1,258 sqft","1,414 sqft","9,000 sqft","9,000 sqft","$270,400 (2026)",No,"Asphalt Shingle, Rolled",Vinyl,"Poured Concrete, Block Concrete","Full, Partially Developed","Ceramic, Laminate","Baseboard, Furnace, Forced Air",N/A,N/A,"Electric, Oil","Municipal, Other",Municipal,"No, None","Paved, Double (triple paved)",No,N/A,Air Jet Tub,"Landscaped, Level","Electrical, Cable, Telephone, High Speed Internet",N/A,N/A,N/A,None,Exit Real Estate Professionals,Yes,N/A,No,
Subdistrict H (Bedford),"Hammonds Plains Road, Bedford","674 Hammonds Plains Road, Bedford, NS (NOVA SCOTIA)",674 Hammonds Plains Road,https://www.viewpoint.ca/cutsheet/202613986/1/674-Hammonds-Plains-Road-Bedford,202613986,"Solid 3-bedroom bungalow on a large, private lot in the heart of Bedford! This well-loved family home offers hardwood floors throughout the main level, a spacious living room with a striking stone fireplace, and a galley-style kitchen with ample cabinetry. Three generous bedrooms share a full main floor bath. A full basement with rec room adds great additional living space and storage potential. The oversized front yard is set well back from the road with mature gardens, ample parking, and a convenient turnaround. The private, tree-lined backyard features a shed and rear patio — your own quiet retreat. Located in the Basinview school district, minutes to Charles P. Allen High School, BMO Centre, Glen Arbour Golf Course, shopping, parks, and transit. Ready for immediate occupancy — bring your decorating ideas and make it your own!",2026-06-10,549900,674 Hammonds Plains Road,Bedford,B4B 1A7,3,1,[],00417972,Single Family,Detached,"Bungalow, 3 Level",26 x 48,55,3,1 / 0,"1,248 sqft","1,948 sqft","10,469 sqft","10,469 sqft","$455,600 (2026)",N/A,Asphalt Shingle,Wood Siding,Poured Concrete,"Full, Partially Developed","Laminate, Hardwood, Linoleum",Forced Air,N/A,N/A,Oil,Municipal,Municipal,"No, None","Paved, Double (paved multiple cars)",No,N/A,N/A,Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dryer - Electric, Microwave, Range - Electric, Refrigerator","Fridge, Stove, Dryer, Electric Fire Place",N/A,None,Assist-2-sell Homeworks Realty,No,N/A,No,
Subdistrict H (Bedford),"Hollyhock Way, Bedford","104 Hollyhock Way, Bedford, NS (NOVA SCOTIA)",104 Hollyhock Way,https://www.viewpoint.ca/cutsheet/202613482/1/104-Hollyhock-Way-Bedford,202613482,"Welcome to 104 Hollyhock Way, a spacious and move-in-ready family home in the heart of West Bedford, within walking distance to C.P. Allen High School and located on one of the area's most family-friendly streets.  The bright main level features oversized living and family rooms with large windows, a formal dining room, and a beautifully updated kitchen with quartz countertops, stylish backsplash, abundant cabinetry, and a breakfast nook with patio doors leading to a large deck overlooking the private backyard.  Upstairs offers four spacious bedrooms, including a generous primary suite with a walk-in closet and ensuite bath. The main bathroom features double sinks and ample storage. The fully finished walkout basement includes a large fifth bedroom, full bathroom, bright living space with above-grade windows, and extensive storage.  Additional highlights include a double-car garage, natural gas hot-water heating, heat pumps for cooling and supplemental heating, solar panels for energy savings, a charming front porch, and a private backyard with a paved patio perfect for entertaining.  Located in a quiet, established community and only 14 years old, this home offers the perfect combination of space, comfort, efficiency, and location.",2026-06-05,924900,104 Hollyhock Way,Bedford,B4B 0H6,5,4,[],41344847,Single Family,Detached,2 Level,Irregular,14,5,3 / 1,"2,245 sqft","3,107 sqft","8,240 sqft","8,240 sqft","$857,800 (2026)",Potential,Asphalt Shingle,"Wood Shingles, Stone, Vinyl",Poured Concrete,"Full, Fully Developed, Walkout","Concrete, Carpet, Laminate, Hardwood","Baseboard, Heat Pump, Hot Water, Fireplace",Yes,N/A,"Natural Gas, Solar, Electric",Municipal,Municipal,"Yes, Double, Built-in, Heated, Wired (double, built in)","Paved, Double (double, paved)",No,N/A,"Air Exchanger, Central Vacuum, Ensuite Bath, Fireplace(s)","Landscaped, Wooded/Treed","Electrical, Cable, Telephone, High Speed Internet","Central Vacuum, Dishwasher, Dryer, Microwave Rng Hd Combo, Range - Gas, Refrigerator, Washer",Appliances.,N/A,Solar Equipment,Re/max Nova,Yes,N/A,No,
Subdistrict H (Bedford),"Hollyhock Way, Bedford","139 Hollyhock Way, Bedford, NS (NOVA SCOTIA)",139 Hollyhock Way,https://www.viewpoint.ca/cutsheet/202608975/1/139-Hollyhock-Way-Bedford,202608975,"Set in the highly sought-after Parks of West Bedford, 139 Hollyhock Way is the beautifully finished home offering space, comfort, and efficiency in one of HRM’s most desirable communities. Known for its parks, trails, schools, shops, and everyday amenities, West Bedford offers a connected and convenient lifestyle with easy access to Larry Uteck, Highway 102, Bayers Lake, downtown Halifax, and the airport. Inside, the home features nearly 3,000 sq. ft. of total living space with a bright, open-concept main level designed for everyday living and entertaining. The kitchen showcases modern two-toned cabinetry, quality finishes, and a functional layout that flows seamlessly into the dining and living areas. A striking 9-foot natural gas custom stone fireplace anchors the main living space, while engineered hardwood floors, upgraded lighting, refined plumbing fixtures, and a clean contemporary palette add to the elevated feel throughout. Upstairs, you’ll find three well-appointed bedrooms, including a comfortable primary suite with. oversized en-suite and walk-in closet, plus the convenience of a dedicated laundry suite. The lower level adds excellent flexibility with an additional bedroom plus den, ideal for guests, a home office, gym, playroom, or extended family living. With 3.5 bathrooms, a mudroom, generous storage, and multiple living spaces, the layout is practical, spacious, and built to grow with your needs. Designed with long-term efficiency in mind, the home features a ducted heat pump with natural gas backup, spray foam insulation, fully owned solar panels installed in 2023 - which keep this home running extra efficently, and an additional ductless heat pump added to the primary bedroom in 2024. An integrated 4-zone home audio system adds another thoughtful touch. Modern finishes, flexible living space, energy-conscious upgrades, and a prime West Bedford location come together in this polished, move-in-ready home.",2026-04-29,879900,139 Hollyhock Way,Bedford,B4B 0H7,4,4,[],41345075,Single Family,Detached,2 Level,"39' x 31'10"" +/- JOGS",14,4,3 / 1,"2,079 sqft","2,923 sqft","6,218 sqft","8,279 sqft","$935,800 (2026)",N/A,Asphalt Shingle,"Wood Shingles, Stone, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Tile, Carpet","Heat Pump, Ductless Cooling, Ducted Cooling",Yes,N/A,"Natural Gas, Solar, Electric",Municipal,Municipal,"Yes, Attached, Single, Heated, Wired (attached | single | 12'11"" x 20' | heated | wired | interior & exterior entrance)",Paved,No,N/A,"Ensuite Bath, Fireplace(s), HRV (Heat Recovery Ventilation), Walk-in Closet","Landscaped, Fenced","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Microwave, Range - Gas, Refrigerator, Washer, Wine Fridge",N/A,N/A,None,Royal Lepage Atlantic,Yes,N/A,No,
Subdistrict H (Bedford),"Hollyhock Way, Bedford","155 HollyHock Way, Bedford, NS (NOVA SCOTIA)",155 Hollyhock Way,https://www.viewpoint.ca/cutsheet/202610987/1/155-Hollyhock-Way-Bedford,202610987,"Located in the heart of West Bedford’s desirable Stonington Park community, this beautifully appointed 4-bedroom, 4-bathroom home offers the perfect blend of classic charm and modern comfort. From its striking stone facade to the thoughtful interior layout, every detail is designed with family living and entertaining in mind.  Step through the inviting front porch into a sun-filled main floor featuring an open-concept kitchen, dining, and living area. The gourmet kitchen impresses with sleek quartz countertops, custom cabinetry, and stainless steel appliances—ideal for hosting or everyday living. A cozy living room flows seamlessly from the kitchen, anchored by warm hardwood flooring and recessed lighting throughout. A convenient home office or den and a powder room complete this level.  Just off the main hallway, a well-designed mudroom offers extra storage and direct access to the attached garage—making everyday comings and goings effortless and organized.  Upstairs, the spacious primary suite includes a luxurious ensuite bath with double vanities and a walk-in closet. Two additional bedrooms, a full bathroom, and a dedicated laundry room provide comfort and functionality for the whole family.  The fully finished lower level adds even more versatility with a large fourth bedroom, a full bathroom, a utility/storage area, and a bonus room perfect for media room, home gym, or playroom.  Step outside to a private backyard retreat with a low-maintenance gravel courtyard and a built-in firepit—ideal for relaxing, entertaining, or enjoying quiet evenings under the stars.",2026-05-15,919900,155 Hollyhock Way,Bedford,B4B 0L5,4,4,[],41348129,Single Family,Detached,2 Level,37.6 x 46,13,4,3 / 1,"2,288 sqft","3,289 sqft","6,539 sqft","6,539 sqft","$966,600 (2026)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Laminate",Heat Pump,N/A,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Attached, 1.5 (indoor, heated)",Shared,No,N/A,Air Exchanger,N/A,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer",N/A,N/A,None,Royal Lepage Atlantic,Yes,N/A,No,
Subdistrict H (Bedford),"Larkview Terrace, Bedford","18 Larkview Terrace, Bedford, NS (NOVA SCOTIA)",18 Larkview Terrace,https://www.viewpoint.ca/cutsheet/202616067/1/18-Larkview-Terrace-Bedford,202616067,"Set in the family-friendly community of the Parks of West Bedford, this spacious home offers the perfect blend of comfort, convenience, and modern living. The bright, open-concept main level features hardwood flooring, a spacious living room with a stone-surround natural gas fireplace, and a well-appointed kitchen with granite countertops, a glass tile backsplash, and a centre island overlooking the dining area. The main living areas have been recently repainted, and the kitchen is equipped with a new refridgerator and stove. Upstairs, you'll find three generously sized bedrooms including a spacious primary suite with a tray ceiling, walk-in closet, and ensuite featuring a soaker tub and separate shower. A full bathroom and convenient second-floor laundry complete this level. The fully finished lower level provides additional living space with a large rec room, fourth bedroom, and full bathroom making it ideal for guests, a frowing family, or a home office. Additional highlights include in-floor heating in all bathrooms and a natural gas ducted heat pump providing efficient heating. Just minutes from excellent schools, parks, walking trails, restaurants, shopping, and everyday amenities, this home offers an outstanding opportunity to enjoy everything West Bedford has to offer.",2026-06-29,755000,18 Larkview Terrace,Bedford,B4B 0P2,4,4,[],41383779,Single Family,Detached,2 Level,49x24,9,4,3 / 1,"1,770 sqft","2,476 sqft","4,403 sqft","4,401 sqft","$797,400 (2026)",Potential,Asphalt Shingle,Stone,Poured Concrete,Fully Developed,"Ceramic, Carpet, Laminate, Hardwood, Porcelain","Heat Pump, In Floor, Ducted Cooling",Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Attached, Single, Heated (attached)",Paved (paved),No,N/A,"Gas Stove(s), Air Exchanger, Ensuite Bath, Fireplace(s), HRV (Heat Recovery Ventilation)",Fenced,"Electrical, Cable, Natural Gas, High Speed Internet","Dishwasher, Dryer - Gas, Range - Gas, Refrigerator, Washer",N/A,N/A,None,Royal Lepage Atlantic,Yes,N/A,No,
Subdistrict H (Bedford),"Lewis Drive, Bedford","180 Lewis Drive, Bedford, NS (NOVA SCOTIA)",180 Lewis Drive,https://www.viewpoint.ca/cutsheet/202612579/1/180-Lewis-Drive-Bedford,202612579,"This home is a fully finished two-story home located in Thistle Grove. This development features underground power and private backyards. Property Highlights: - Total Space~ 2,400 sq. ft. finished area plus a 369 sq. ft. attached garage (18x20). - Layout: 3 bedrooms and 3.5 baths across a bright, open-concept design. - Main Floor: Features a kitchen with a walk-in pantry and a 6-foot island, a dining area, and a living room. The family room includes a large windows, and open stairs overlooking the living area. A mudroom and a half bath are also located on this level. - Upper Level: Includes three bedrooms. The owner's suite features a walk-in closet and an ensuite with a custom shower. - Basement/Lower Level: Fully finished with a recreation room, two bedrooms, a 4-piece bath, a laundry room, and mechanical/storage space. - Exterior: Includes a covered front deck at the main entrance and a 10x14 deck off the kitchen. Equipped with several  mini-splits for heat and AC",2026-05-29,849900,180 Lewis Drive,Bedford,B4B 1C5,5,4,[],41337825,Single Family,Detached,3 Level,38' x 24',4,5,3 / 1,"1,640 sqft","2,293 sqft","6,322 sqft","6,299 sqft","$743,300 (2026)",Potential,Asphalt Shingle,"Stone, Wood Siding, Vinyl",Poured Concrete,"Full, Fully Developed, Walkout","Engineered Hardwood, Tile, Ceramic, Hardwood","Baseboard, Heat Pump",No,No,Electric,Municipal,Municipal,"Yes, Attached, 1.5 (attached 20' x 24')",Paved (paved double driveway),No,N/A,"Ensuite Bath, HRV (Heat Recovery Ventilation), Walk-in Closet","Cleared, Landscaped","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Range, Refrigerator, Washer",N/A,N/A,None,Sutton Group Professional Realty,Yes,N/A,No,
Subdistrict H (Bedford),"Lewis Drive, Bedford","208 Lewis Drive, West Bedford, NS (NOVA SCOTIA)","Unit 2, 208 Lewis Drive",https://www.viewpoint.ca/cutsheet/202613143/1/Unit-2-208-Lewis-Drive-West-Bedford,202613143,"**Ask us about our limited time - $10,000 buyer credit by closing** Welcome to The Bellview, a 4-bed, 3.5-bath detached home by Shaughnessy Homes in the exclusive Belle Rose Park in West Bedford. Spanning over 2,600 sq. ft. on a 34’ lot, this three-level residence offers premium living with thoughtful design. The main floor boasts an open concept layout with designer kitchen + walk-in pantry, premium finishes, quartz countertops and modern lighting, seamlessly blending style and function. Step outside to a beautifully finished composite deck, providing long-lasting durability with low maintenance. Enjoy ducted heating and cooling with natural gas backup, plus rough-ins for a gas range, dryer, BBQ, water heater, and a 50 AMP EV charger for future-ready living. Engineered hardwood flows through the main and upper levels, while the finished basement features durable laminate, perfect for versatile living spaces. Nestled off Larry Uteck Blvd, Belle Rose Park is a serene, master-planned community with easy access to schools, shops, and parks. Built with Shaughnessy Homes’ renowned craftsmanship, The Bellview is part of a limited collection of detached homes in one of Bedford’s most desirable neighbourhoods.",2026-06-03,864900,"Unit 2, 208 Lewis Drive",West Bedford,B4B 0L3,4,4,[],41547357,Single Family,Detached,2 Level,22 x 49,N/A,4,3 / 1,"1,820 sqft","2,601 sqft","8,831 sqft","8,832 sqft","$395,900 (2026)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Tile, Laminate",Heat Pump,Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single, Built-in, Heated, Wired (single, built-in, heated and wired)",Paved,No,N/A,"Ensuite Bath, Electric Fireplace, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet",None,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
