subdistrict_name,street_name,property_name,name,url,listing_id,description,date_posted,price,street_address,adress_locality,postal_code,rooms,bathrooms,listing_history,pid,type,style,building_style,building_dimensions,age,beds,bathrooms_f_h,main_living_area,total_living_area,listing_parcel_size,prov_parcel_size,assessed_at,rental_income,roof,exterior,foundation,basement,flooring,heating_cooling,fireplace,pool,fuel_supply,drinking_water,sewer,has_garage,parking,waterfront,water_access_view,property_features,land_features,utilities,appliances_incl,inclusions,exclusions,rental_equipment,listed_by,has_pcds,betterment_charges,bank_owned
Subdistrict F (Bedford),"Ravines Drive, Bedford","142 Ravines Drive, Bedford, NS (NOVA SCOTIA)",142 Ravines Drive,https://www.viewpoint.ca/cutsheet/202508900/1/142-Ravines-Drive,202508900,"The Ravines home of the year goes to - 142 Ravines Drive! This home has enjoyed an incredible renovation, with every space thoughtfully designed, carefully crafted, and beautifully executed into a truly spectacular family home. Whether entering through the front entrance or the garage, you’re immediately struck by the attention to detail. The front foyer welcomes you to the executive dining room with coffered ceilings, recessed lighting, and built-in sidebar. The garage entry leads to a perfectly practical mudroom with built-in cabinetry and main floor laundry - designed for day-to-day life. At the heart of the home, soaring ceilings enhance the open layout, seamlessly connecting living, kitchen, dining, and outdoor space. The kitchen is a showpiece - multi-tone cabinetry, a large center island, transom accents, and ceiling-high backsplash. Even the walk-in corner pantry is a must-see. Being the chef here is a pleasure! Wide plank floors bring every space together in harmony. The central staircase leads to an exceptional upstairs. Each of the three secondary bedrooms has its own personality - built-in shelving, textured walls - come see which is your favourite. The renovated bath somehow combines daily function with design flair. Yes, the wallpaper deserves its own mention! The serene primary suite is a true retreat, with cathedral ceilings, a soft, calming palette, and a sliding barn door opening to a custom walk-through closet with privacy drawers. The ensuite delivers spa-like comfort with heated floors, stunning tile, a double vanity, stand-alone tub, and executive shower. Downstairs adds even more: a bright guest bedroom, stylish full bath, oversized rec room, and walkout to a private lower patio and fenced yard.  Visit 142 Ravines Drive and experience exceptional living in the Ravines of Bedford.",2025-04-25,1200000,142 Ravines Drive,Bedford,B4A 0A3,5,4,[],41219668,Single Family,Detached,2 Level,43.3 x 45 +/- jogs,17,5,3 / 1,"2,668 sqft","3,971 sqft","7,000 sqft","7,000 sqft","$1,041,100 (2025)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,"Full, Fully Developed, Walkout","Ceramic, Hardwood","Heat Pump, Ducted Cooling",Yes,N/A,"Electric, Propane",Municipal,Municipal,"Yes, Attached, Double (19'10"" x 21')","Exposed Aggregate, Double",No,N/A,"Ensuite Bath, Fireplace(s)","Landscaped, Fenced","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer","All appliances included, 2 tvs and soundbars included. Microwave included, all window coverings included.",N/A,Propane Tank,Royal Lepage Atlantic,Yes,N/A,No
Subdistrict F (Bedford),"Southgate Drive, Bedford","426 Southgate Drive, Bedford, NS (NOVA SCOTIA)",426 Southgate Drive,https://www.viewpoint.ca/cutsheet/202428359/1/426-Southgate-Drive,202428359,"Welcome to 426 Southgate Drive.  This executive two storey home with six bedrooms, three and a half baths is sure to impress, with it's full double car garage and exposed aggregate driveway located in the Ravines of Bedford South.  Enjoy the vaulted living room ceiling as it opens up to the dining room.  The large kitchen includes granite countertops, a large island and dining nook.  The family room is large but cosy as it includes a propane fireplace for those cold wintery nights.  With an abundance of natural light this home has many features including large windows throughout, large primary suite, a large basement Rec room, and a large fenced backyard.  This home is walking distance to schools, parks, restaurants and so much more.",2024-12-17,959900,426 Southgate Drive,Bedford,B4A 4L8,6,4,[],41191891,Single Family,Detached,2 Level,42 x 43,16,6,3 / 1,"2,747 sqft","4,083 sqft","8,622 sqft","8,622 sqft","$953,100 (2025)",Potential,Asphalt Shingle,"Brick, Vinyl",Block Concrete,Fully Developed,"Ceramic, Laminate, Hardwood","Heat Pump, Fireplace",Yes,N/A,"Electric, Propane",Municipal,Municipal,"Yes, Attached, Double, Heated (attached, double, heated)",Exposed Aggregate,No,N/A,"Ensuite Bath, Balcony, Propane Fireplace, HRV (Heat Recovery Ventilation)","Cleared, Landscaped, Fenced","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Freezer, Microwave Rng Hd Combo, Refrigerator, Stove, Washer","All Appliances, curtains and blinds",Deep freezer,Propane Tank,Re/max Nova (halifax),Yes,N/A,No
Subdistrict F (Bedford),"Windridge Lane, Bedford","75 Windridge Lane, Bedford, NS (NOVA SCOTIA)",75 Windridge Lane,https://www.viewpoint.ca/cutsheet/202505141/1/75-Windridge-Lane,202505141,"Welcome to 75 Wind Ridge LAne in the quiet street of Bedford South. THis stunning 2 storey home with single car garage offer ample space for both family and guest. Step into the inviting foyer featuring a double closet and near by 2 pc. power room, open space living roomand dining room and gleaming hardwood floor, beautiful kitchen with granite countertops and eat-in area. Hardwood floors will take you to the second level, where you'll find a spacious Master Bedroom aith 5 pc. ensuite and a large walk-in closet, plus two additional good size bedrooms,  and a 4 pc bath and a conveniently loacted laundry room, With this custom build with R 2000 energy efficiency standard in mind, thios 14 year old gem, ensuring  both comfort and eco-friendliness. This house is located in a newly developed part of Bedford with easy access to everything. This homed is ready to move in!",2025-03-18,889000,75 Windridge Lane,Bedford,B4A 0E6,4,4,[],41305897,Single Family,Detached,2 Level,28 x 44,14,4,3 / 1,"1,991 sqft","2,829 sqft","6,315 sqft","6,315 sqft","$774,400 (2025)",N/A,Asphalt Shingle,"Brick, Vinyl","Stone, Poured Concrete","Fully Developed, Walkout","Laminate, Hardwood, Porcelain","Heat Pump, Ductless Cooling",N/A,N/A,Electric,Municipal,Municipal,"Yes, Single, Heated (single built-in)","Paved, Double",No,N/A,"Air Exchanger, Ensuite Bath",Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Garburator, Oven, Refrigerator, Stove, Washer",N/A,N/A,None,Century 21 Trident Realty Ltd.,Yes,N/A,No
Subdistrict F (Bedford),"Worthington Place, Bedford","72 Worthington Place, Bedford, NS (NOVA SCOTIA)",72 Worthington Place,https://www.viewpoint.ca/cutsheet/202422215/1/72-Worthington-Place,202422215,"This luxury home is situated on a quiet cul-de-sac in the fabulous Ravines of Bedford South. Upon entering youwill notice the open layout featuring a living room with wood burning fireplace and formal dining/family roomarea. All rooms are superbly finished with special lighting, tray ceilings and extensive detailed trim work. Themain level kitchen is finished with a huge center island, granite counter tops, lots of storage and a backupKIT/mudroom. The main level features a fantastic master bedroom with huge dressing room and inviting ensuite with Jacuzzi tub, as well as a guest room with its own ensuite bath. The upper level includes a master bedroom offeringa huge with 5-pcs ensuite, a hallway with a pool table, a large family/game room and two bedrooms and shared bath.The lower level features 2 bedrooms and 2 ensuite bath, kitchen,dining and living combo, great room, media room,gym with 4 separate walkouts. Features Geo-Thermal heating, 4 heat pumps, spray foam insulation, 23 zonestereo/audio & intercom system and Internet controlled home automation system. Stone walk paths and fire pit aswell as the landscaping make equally stunning centerpieces for the backyard.",2024-09-13,1829900,72 Worthington Place,Bedford,B4A 0C5,9,9,[],41243213,Single Family,Detached,2 Level,Irregular,14,9,9 / 0,"7,632 sqft","11,432 sqft","20,522 sqft","20,522 sqft","$1,618,900 (2025)",N/A,Asphalt Shingle,Vinyl,Poured Concrete,Walkout,"Carpet, Hardwood","Forced Air, Heat Pump, In Floor, Ducted Cooling",Yes,N/A,"Electric, Geo Thermal",Municipal,Municipal,"Yes, Attached, Double (double garage)","Exposed Aggregate (garage, driveway)",No,N/A,"Air Exchanger, Alarm System, Ensuite Bath, Fireplace(s)","Cleared, Landscaped","Electrical, Cable, High Speed Internet","Cooktop - Electric, Cooktop – Propane, Dishwasher, Dryer - Electric, Microwave, Range, Range - Gas, Refrigerator, Washer, Wine Fridge","Refrigerators, stoves, dishwashers, washers and dryers, microwaves",N/A,None,Keller Williams Select Realty,Yes,N/A,No
Subdistrict H (Bedford),"Aspenhill Court, Bedford","62 Aspenhill Court, Bedford, NS (NOVA SCOTIA)",62 Aspenhill Court,https://www.viewpoint.ca/cutsheet/202504154/1/62-Aspenhill-Court,202504154,"Nestled on a quiet cul-de-sac in highly sought after West Bedford, this immaculate 4 bedroom, 4 bathroom home offers the perfect blend of modern design and functional living. Upstairs you will find 3 spacious bedrooms, including a luxurious primary suite with 2 walk in closets, another full bath and spacious laundry room. The main level features a bright, open-concept layout with stylish kitchen, dining area, and living room, ideal for entertaining. A dedicated office and a half bath complete this level. Downstairs, the fully finished basement includes a large rec room, additional bedroom with full bath and plenty of storage space. Step outside to enjoy the beautiful fully fenced backyard, spacious deck, and the convenience of a gas hookup for your BBQ. Located close to parks, schools, and all the amenities, this pristine home with attached garage and paved driveway is a rare find.",2025-03-05,874900,62 Aspenhill Court,Bedford,B4B 0M3,4,4,[],41362930,Single Family,Detached,2 Level,30'4 x 45'4 +/- jogs,11,4,3 / 1,"1,922 sqft","2,780 sqft","6,033 sqft","6,033 sqft","$787,800 (2025)",Potential,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Ceramic, Carpet, Hardwood","Heat Pump, Ductless Cooling",N/A,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Attached, Single (single, attached)","Paved, Double (double, paved)",No,N/A,"Ensuite Bath, HRV (Heat Recovery Ventilation)","Year Round road, Landscaped, Level, Fenced","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Cooktop - Gas, Dishwasher, Dryer, Oven - Electric, Refrigerator, Washer","Fridge, Stove, Dishwasher, Washer, Dryer",N/A,None,Re/max Nova (halifax),Yes,N/A,No
Subdistrict H (Bedford),"Blue Forest Lane, Hammonds Plai","67 Blue Forest Lane, Hammonds Plai, NS (NOVA SCOTIA)",67 Blue Forest Lane,https://www.viewpoint.ca/cutsheet/202506741/1/67-Blue-Forest-Lane,202506741,"Nestled on a 1.2 acre lot surrounded by lush greenery, this charming four-bedroom home offers both comfort and privacy. The property is beautifully landscaped with a variety of mature trees and shrubs, including a stunning magnolia tree, a colorful Japanese Maple, and vibrant rhododendrons that create a serene and inviting atmosphere. The large backyard provides plenty of room for outdoor activities, while offering a peaceful retreat with complete privacy. Inside, you'll find stunning cherrywood floors that extend throughout the main level.   A timeless and classic black and white kitchen, designed for both style and functionality opens into the cozy family room, with a propane fireplace, adding warmth and ambiance to the space. The home boasts four generously sized bedrooms, all conveniently located on one level, including a luxurious master suite complete with an ensuite bathroom for ultimate comfort and convenience. The basement features a walk-out design and is a blank canvas that offers great potential for a nanny suite or additional living space, giving you the flexibility to personalize the home to your needs. The property is equipped with MUNICIPAL WATER, ensuring peace of mind for the homeowners. More recent updates include a new furnace, roof shingles, front outdoor lighting and luxury plank vinyl in basement. For added convenience, a walking path nearby leads directly to Kingswood Drive, and is walkable to elementary school. This beautiful home is a perfect blend of nature, luxury, and practicality—offering a tranquil retreat while being close to all the amenities you need.",2025-04-03,879000,67 Blue Forest Lane,Hammonds Plains,B4B 1L1,4,4,[],40650152,Single Family,Detached,2 Level,47 x 29,31,4,3 / 1,"2,398 sqft","2,948 sqft","51,612 sqft (1.2 acres)","51,612 sqft (1.2 acres)","$676,800 (2025)",N/A,Asphalt Shingle,Vinyl,Poured Concrete,"Full, Partially Developed, Walkout","Marble, Ceramic, Hardwood, Vinyl","Furnace, Forced Air, Heat Pump, Fireplace, Ducted Cooling",Yes,N/A,"Oil, Propane",Municipal,Septic,"Yes, Double, Built-in (double built in)","Paved, Parking Space(s) (paved driveway)",No,N/A,"Alarm System, Central Vacuum, Ensuite Bath, Propane Fireplace, HRV (Heat Recovery Ventilation)","Cleared, Landscaped, Hardwood Bush, Wooded/Treed","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Range - Electric, Refrigerator, Washer",Appliances,N/A,"Water Heater, Propane Tank",Viewpoint Realty Services Inc.,Yes,N/A,No
Subdistrict H (Bedford),"Capstone Crescent, Bedford","50 Capstone Crescent, Bedford, NS (NOVA SCOTIA)",50 Capstone Crescent,https://www.viewpoint.ca/cutsheet/202507565/1/50-Capstone-Crescent,202507565,"Welcome to 50 Capstone Crescent – the perfect blend of style, comfort, and location in the heart of Bedford West.  This impeccably maintained 5-bedroom + den, 3.5-bath home sits in one of Bedford’s most sought-after family communities. Just minutes from top schools, parks, the BMO Centre, new transit terminal, and highway access—this home offers the best of lifestyle and convenience.  Step inside to a bright foyer leading to a versatile den—ideal as a home office, prayer space, or formal sitting room. The spacious dining area is perfect for hosting memorable gatherings. The sunlit living room features oversized windows overlooking peaceful greenbelt views—your personal oasis for everyday relaxation.  The chef’s kitchen boasts rich custom cabinetry, granite countertops, a natural gas range, and loads of prep space—tailor-made for daily meals and entertaining. Step out onto the private deck, perfect for BBQs or evening downtime surrounded by nature.  The main floor also includes a powder room, mudroom with garage access, and a layout designed for easy family living.  Upstairs, the serene primary suite offers a walk-in closet and spa-like ensuite with elegant finishes. Two more good-sized bedrooms, a full bath, and upper-level laundry add smart functionality.  The fully finished lower level features a large rec room, two more bedrooms, full bath, new kitchenette, utility/storage space, and a walkout to a beautifully landscaped, fenced backyard—perfect for family fun or quiet evenings. This level also offers potential for Airbnb income.  Bonus: new natural gas boiler with hot water on demand, energy efficient heating, and a custom shed for extra storage.  Pride of ownership shines in this exceptional Bedford West home. 50 Capstone Crescent could be the one you’ve been waiting for.",2025-04-11,839900,50 Capstone Crescent,Bedford West,B4B 0H2,5,4,[],41301854,Single Family,Detached,2 Level,28 x 46,14,5,3 / 1,"2,141 sqft","2,923 sqft","5,123 sqft","5,121 sqft","$799,000 (2025)",N/A,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Carpet, Laminate, Hardwood","Baseboard, Furnace, Hot Water",N/A,N/A,Natural Gas,Municipal,Municipal,"Yes, Attached, Single, Heated (attached, single, heated)","Paved, Double (double, paved)",No,N/A,"Gas Stove(s), Air Exchanger, Ensuite Bath, HRV (Heat Recovery Ventilation)","Cleared, Landscaped","Electrical, Cable, Telephone, Natural Gas, High Speed Internet",N/A,N/A,N/A,None,Harbourside Realty Ltd.,Yes,N/A,No
Subdistrict H (Bedford),"Hollyhock Way, Bedford","53 Hollyhock Way, Bedford, NS (NOVA SCOTIA)",53 Hollyhock Way,https://www.viewpoint.ca/cutsheet/202509435/1/53-Hollyhock-Way,202509435,"Conveniently located and impeccably maintained, this stunning four-bedroom, four-bath home offers everything you've been searching for and more including a luxurious in-ground, heated saltwater pool with sleek surround, and impressive waterfall feature. Custom window shades and drapery by The Window Edit adorn the home, offering both design and practicality. With a double wide driveway and oversized garage, all of your parking and storage needs are met. Step into your spacious, welcoming foyer with ample closet space and room for the whole family to comfortably settle in. A few steps up lead you to the open-concept main floor, where your dream kitchen awaits. Featuring a large center island, quartz countertops, newer black stainless steel appliances, and a generous pantry, the kitchen flows seamlessly into the dining area, complete with feature wall, a beautiful space for hosting family dinners. The kitchen opens to a cozy living room with natural gas fireplace, creating a warm and welcoming space for both everyday living and entertaining. Drenched in natural light, the inviting front living room is ideal for relaxation, and offers countless options to fit your family's unique needs. To finish off the main floor, a convenient powder room is thoughtfully tucked away. Upstairs, you'll find three spacious bedrooms and two full bathrooms. Your primary retreat is complete with a large walk-in closet offering ample built-in storage, and a spa-inspired ensuite featuring a large walk-in shower, an oversized soaker tub, and a dual-sink vanity. For added convenience, this level also offers a spacious linen closet, and laundry room featuring newer black stainless steel appliances. The lower level offers a cozy rec room - perfect for family movie nights, an additional 3-piece bathroom, and a fourth bedroom, ideal for guests or growing families. A practical mudroom with garage access provides the perfect spot to stash your coats and shoes before entering the heart of the home.",2025-05-01,1099000,53 Hollyhock Way,Bedford,B3B 0H7,4,4,[],41344912,Single Family,Detached,2 Level,33.2 x 39.10 - jogs,12,4,3 / 1,"2,648 sqft","3,015 sqft","7,771 sqft","7,772 sqft","$909,400 (2025)",No,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,"Full, Fully Developed","Ceramic, Laminate, Hardwood","Forced Air, Heat Pump",Yes,Yes,Natural Gas,Municipal,Municipal,"Yes, Single, Built-in (single, built in)","Paved, Double (driveway)",No,N/A,"Air Exchanger, Ensuite Bath, In-Ground Pool, Fireplace(s)","Cleared, Landscaped, Fenced","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer","appliances, tv wall mounts","Gold Drapery in 3rd bedroom, Cabinets in garage",None,Re/max Nova,Yes,N/A,No
Subdistrict H (Bedford),"Lasalle Court, Bedford","61 Lasalle Court, Bedford, NS (NOVA SCOTIA)",61 Lasalle Court,https://www.viewpoint.ca/cutsheet/202509353/1/61-Lasalle-Court,202509353,"Life at Lasalle Court   Tucked away on a quiet cul-de-sac, backing onto a serene greenbelt in The Parks of West Bedford, this executive semi-detached home isn’t just a place to live—it’s a lifestyle upgrade. Welcome to Lasalle Court, where life just feels... easier.  From the moment you step inside, you’ll feel it. The natural flow of the main floor is designed for real life—whether that means a cozy movie night in the front living room or hosting a lively dinner party in the formal dining space. The heart of the home? A spacious eat-in kitchen made for memory-making, featuring granite countertops and a propane stove for the inner Michelin-star chef in you.  Slide open the back doors and step onto your private deck, where your backyard opens to a rare, tree-lined greenbelt. No awkward eye contact with the neighbours—just you, your thoughts, and the rustle of the trees.  Upstairs, the primary suite is a true retreat with a ductless heat pump for year-round comfort, a generous walk-in closet, and a well-appointed ensuite bath. Two additional large bedrooms, a full bathroom, and upstairs laundry round out this level with thoughtful convenience.  The walk-out lower level offers even more room to grow, with a fourth bedroom, a third full bathroom, a cozy family space, and clever storage solutions.  And let’s not forget—this home sits at the end of the cul-de-sac (a.k.a. the best spot on the street), and yes—it comes with an attached garage. Because of course it does.  Life is just easier at Lasalle. Come see why.",2025-05-01,694900,61 Lasalle Court,West Bedford,B4B 0H8,4,4,[],41353145,Single Family,Semi-Detached,2 Level,22x46.4,14,4,3 / 1,"1,836 sqft","2,522 sqft","12,285 sqft","12,281 sqft","$621,400 (2025)",N/A,Asphalt Shingle,"Stone, Brick",Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Ceramic, Carpet","Baseboard, Heat Pump",N/A,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Attached, Single, Heated (single attched)",Paved,No,N/A,"Air Exchanger, Central Vacuum, Ensuite Bath","Cleared, Landscaped","Electrical, Cable, Telephone, Natural Gas, High Speed Internet",N/A,N/A,N/A,None,Royal Lepage Atlantic,Yes,N/A,No
Subdistrict H (Bedford),"Lewis Drive, Bedford","135 Lewis Drive, Bedford, NS (NOVA SCOTIA)",135 Lewis Drive,https://www.viewpoint.ca/cutsheet/202509024/1/135-Lewis-Drive,202509024,"Welcome to 135 Lewis Drive in friendly Thistle Grove! This stunning 4-bed, 4-bath home offers gorgeous curb appeal, beautiful landscaping, & a tree-lined backyard for privacy & nature. Inside, the main level offers a spacious entry, powder room,& an open-concept living area filled with natural light. The living room features a cozy propane fireplace, while the kitchen impresses with quartz countertops, a gas stove, large pantry, & centre island perfect for gathering. Upstairs offers three generous bedrooms, including a dreamy primary suite with walk-in closet and luxurious spa-like ensuite. The lower level features a large rec room, 4th bedroom & full bath. Ideally located near the BMO Centre and all of West Bedford’s favourite coffee shops & eateries, & just 15 minutes to downtown Halifax. With upgrades galore, including 9 ft ceilings, oversized windows, a ducted heat pump & so much more—this is a true West Bedford gem!",2025-04-28,849900,135 Lewis Drive,Bedford,B4B 0L3,4,4,[],41337932,Single Family,Detached,2 Level,33'4 x 28' -jog,7,4,3 / 1,"1,658 sqft","2,325 sqft","8,507 sqft","8,503 sqft","$745,700 (2025)",Potential,Asphalt Shingle,"Wood Siding, Vinyl",Poured Concrete,"Full, Fully Developed","Ceramic, Carpet, Hardwood",Heat Pump,Yes,N/A,Electric,Municipal,Municipal,"Yes, Attached, Single, Heated (single, attached, heated)","Paved, Double",No,N/A,"Alarm System, Ensuite Bath, Propane Fireplace, HRV (Heat Recovery Ventilation)","Landscaped, Level","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Oven, Range, Refrigerator, Stove, Washer","oven, range, stove, DW, dryer, washer, fridge",N/A,Propane Tank,Royal Lepage Atlantic,No,N/A,No
Subdistrict H (Bedford),"Olive Avenue, Bedford","170 Olive Avenue, Bedford, NS (NOVA SCOTIA)",170 Olive Avenue,https://www.viewpoint.ca/cutsheet/202506706/1/170-Olive-Avenue,202506706,"Newly constructed Almost 4000 sq ft Home with a fully finished basement. Walk in on the main floor into a grand entrance, office/den on the left, opening up to the large kitchen with an island, dining room, and living room with a propane fireplace. To the right is a large walk-in pantry, powder room, and mud room then into the 1.5-car garage. The upper floor, has 3 bedrooms, a large flex room, a full bathroom, and a laundry. To the left of the stairs is the primary owner's wing, with a 5-piece custom ensuite bathroom w/stand-alone tub and tiled custom shower, and a walk-in closet at the back. The basement has a large rec room with a wet bar, a fourth bedroom, another bath, and a mechanical room. The house is located in a newly developed part of Bedford with all underground power and easy access to local commodities. Fully landscaped with Finished Driveway.",2025-04-02,979900,170 Olive Avenue,Bedford,B4B 0L2,4,4,[],41338062,Single Family,Detached,2 Level,38' x 44',1,4,3 / 1,"2,670 sqft","3,890 sqft","6,229 sqft","6,227 sqft","$492,900 (2025)",Unknown,Asphalt Shingle,"Stone, Wood Siding, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Tile, Vinyl","Baseboard, Heat Pump, Fireplace",Yes,N/A,"Electric, Propane",Municipal,Municipal,"Yes, Attached, 1.5, Heated (21' x 23')",Concrete (driveway or garage),No,N/A,"Alarm System, Ensuite Bath, Propane Fireplace, HRV (Heat Recovery Ventilation), Central Vac Roughed In",Landscaped,"Electrical, Cable, Telephone, High Speed Internet",N/A,N/A,N/A,Propane Tank,Sutton Group Professional Realty,No,N/A,No
Subdistrict H (Bedford),"Samaa Court, Bedford","9 Samaa Court, Bedford, NS (NOVA SCOTIA)",9 Samaa Court,https://www.viewpoint.ca/cutsheet/202427576/1/9-Samaa-Court,202427576,"Welcome to this high-quality five bedroom home in the Parks of West Bedford! This property is in a prime location with excellent schools and vibrant shopping options just a short distance away! Stepping inside the home, you will sense that the living spaces are thoughtfully designed and premium materials are evident in every corner. Hardwood floors flow throughout the main floor and upstairs. The modern kitchen features quality appliances, quartz countertops and custom cabinetry provide plenty of storage, making it perfect for family meals and entertaining. All five bedrooms are  generously sized with ample closet space. The ensuite is a private retreat with modern finishes, including a sleek glass shower, double vanity and a large soaking tub. Having an additional double vanity in the second bathroom adds significant convenience for your family. Lower floor is functionally designed with an expansive recreation room, another bedroom and a full bath, providing flexibility for various lifestyle needs.",2024-11-29,899900,9 Samaa Court,West Bedford,B4B 0Y5,5,4,[],41456443,Single Family,Detached,2 Level,49x28,6,5,3 / 1,"2,181 sqft","3,014 sqft","5,905 sqft","5,093 sqft","$998,900 (2025)",N/A,Asphalt Shingle,"Other, Stone, Vinyl",Poured Concrete,Full,"Tile, Ceramic, Laminate, Hardwood",Heat Pump,Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Attached, Double (attached double)","Exposed Aggregate, Double (double, exposed aggregate)",No,N/A,"Gas Stove(s), Ensuite Bath, Fireplace(s), HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer - Gas, Refrigerator, Stove - Gas, Washer",N/A,N/A,None,Re/max Nova (halifax),Yes,N/A,No
Subdistrict H (Bedford),"Samaa Court, Bedford","112 Samaa Court, Bedford, NS (NOVA SCOTIA)",112 Samaa Court,https://www.viewpoint.ca/cutsheet/202509371/1/112-Samaa-Court,202509371,"Welcome to 112 Samaa Court, located in the desirable Parks of West Bedford! This completed new construction home offers 5 spacious bedrooms with custom built-out closets, 4.5 bathrooms and 3,625 sqft of living space. Enjoy the convenience of an exterior electric car charger, built-in surround sound system, cozy fireplace, and an attached double garage with sleek epoxy flooring.  Step inside to a grand open-concept foyer featuring soaring ceilings, a designer light fixture, and beautifully crafted built-out closet space. Just off the foyer, the sun-drenched formal living room includes a fireplace, creating a warm and inviting space for relaxing or entertaining.  The chef-inspired kitchen is a showstopper, boasting a gorgeous oak wood island, elegant quartz backsplash, ample counter space, and a walk-in pantry to keep everything organized. Overlooking the dining room, living room, breakfast nook, and balcony, this space is designed for both everyday living and entertaining.  Upstairs, the luxurious primary suite features a custom walk-in closet and a spa-like ensuite complete with a soaking tub, tiled shower, and stylish tilework and custom mirrors. This level also includes three additional bedrooms—one with its own ensuite—another full bath, and a conveniently located laundry room.  The fully finished lower level offers versatility with a kitchenette (featuring a cooktop, slim fridge, microwave, and dishwasher), a full bathroom, and an additional bedroom with a walkout to the backyard—perfect for morning coffee or extended guest stays.  This exceptional home truly has it all—modern finishes, thoughtful design, and premium upgrades in one of Bedford’s most sought-after communities. Don’t miss your opportunity to make it yours!",2025-05-01,1295000,112 Samaa Court,Bedford West,B4B 0Y4,5,5,[],41456070,Single Family,Detached,2 Level,50’7”x28’6”,N/A,5,4 / 1,"2,790 sqft","3,625 sqft","5,253 sqft","5,253 sqft","$887,200 (2025)",N/A,Other,"Brick, Aluminium Siding, Vinyl",Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Tile, Laminate","Heat Pump, In Floor",Yes,N/A,Natural Gas,Municipal,Municipal,"Yes, Attached, Double, Heated (attached, double)",Concrete,No,N/A,"Alarm System, Ensuite Bath, Fireplace(s), HRV (Heat Recovery Ventilation), Central Vac Roughed In",Landscaped,"Electrical, Cable, Telephone, High Speed Internet","Cooktop - Electric, Dishwasher, Dryer, Microwave Rng Hd Combo, Oven, Range - Gas, Refrigerator, Stove - Gas, Washer",N/A,N/A,None,Re/max Nova (halifax),No,N/A,No
