subdistrict_name,street_name,property_name,name,url,listing_id,description,date_posted,price,street_address,adress_locality,postal_code,rooms,bathrooms,listing_history,pid,type,style,building_style,building_dimensions,age,beds,bathrooms_f_h,main_living_area,total_living_area,listing_parcel_size,prov_parcel_size,assessed_at,rental_income,roof,exterior,foundation,basement,flooring,heating_cooling,fireplace,pool,fuel_supply,drinking_water,sewer,has_garage,parking,waterfront,water_access_view,property_features,land_features,utilities,appliances_incl,inclusions,exclusions,rental_equipment,listed_by,has_pcds,betterment_charges,bank_owned,pid_s
Subdistrict H (Bedford),"Hammonds Plains Road, Bedford","365 HAMMONDS PLAINS Road, Bedford, NS (NOVA SCOTIA)",365 Hammonds Plains Road,https://www.viewpoint.ca/cutsheet/202607764/1/365-Hammonds-Plains-Road-Bedford,202607764,"Welcome to 365 Hammonds Plains Road — a great opportunity in a location that’s hard to beat. This 3-bedroom, 1-bath home sits on a generously sized lot, offering space and flexibility just minutes from everything you need.  Inside, you’ll find a functional layout with comfortable living areas and plenty of natural light, making it easy to settle in or add your own personal touches over time. Whether you’re a first-time buyer, downsizing, or looking for a property with long-term potential, this home checks the right boxes.  The large lot adds to the appeal, providing extra outdoor space for gardening, entertaining, or future ideas.  Conveniently located close to shopping, schools, and major routes, this property offers an excellent blend of space and accessibility.",2026-04-17,399900,365 Hammonds Plains Road,Bedford,B4B 1A3,3,1,[],00416867,Single Family,Detached,Bungalow,36x34,103,3,1 / 0,"1,258 sqft","1,414 sqft","9,000 sqft","9,000 sqft","$270,400 (2026)",No,"Asphalt Shingle, Rolled",Vinyl,"Poured Concrete, Block Concrete","Full, Partially Developed","Ceramic, Laminate","Baseboard, Furnace, Forced Air",N/A,N/A,"Electric, Oil","Municipal, Other",Municipal,"No, None","Paved, Double (triple paved)",No,N/A,Air Jet Tub,"Landscaped, Level","Electrical, Cable, Telephone, High Speed Internet",N/A,N/A,N/A,None,Exit Real Estate Professionals,Yes,N/A,No,
Subdistrict H (Bedford),"Hammonds Plains Road, Bedford","680 Hammonds Plains Rd, Hammonds Plains, Hammonds Plains, NS (NOVA SCOTIA)","680 Hammonds Plains Rd, Hammonds Plains",https://www.viewpoint.ca/cutsheet/202604900/1/680-Hammonds-Plains-Rd-Hammonds-Plains-Hammonds-Plains,202604900,"Welcome to 680 Hammonds Plains Road, a well-maintained three-level home offering comfort today with flexibility for the future. Set back and elevated from the road, this property provides a nice sense of privacy while still being just minutes from all the amenities of Bedford and Hammonds Plains. The layout is functional and inviting, featuring three bedrooms on the upper level including a spacious primary with a walk-in closet, along with a full 4-piece bath. The main level is ideal for both everyday living and entertaining, with a bright eat-in kitchen that opens onto a large back deck through patio doors, creating an easy indoor-outdoor flow, plus a cozy living room and a dedicated nook perfect for a home office or study space. One of the standout features is the above-grade lower level, filled with natural light and offering great separation, making it a great option for additional living space, a home-based business, or potential for a secondary suite (subject to approvals). The home also features hardwood and ceramic flooring throughout, three ductless heat pumps for efficient year-round comfort, a large shed, and plenty of parking. Located in the sought-after Basinview school district and just minutes to Charles P. Allen High School, the BMO Centre (now Greenfoot Energy Centre), parks, and everyday amenities, this is a great opportunity for buyers looking for a solid home with room to grow. Don’t miss out on this great opportunity.",2026-03-19,649900,"680 Hammonds Plains Rd, Hammonds Plains",Hammonds Plains,B3B 1A7,3,2,[],00416958,Single Family,Detached,3 Level,48x16 +/- jogs,22,3,2 / 0,"1,561 sqft","2,344 sqft","11,747 sqft","11,747 sqft","$604,600 (2026)",N/A,Asphalt Shingle,Vinyl,Poured Concrete,"Full, Fully Developed, Walkout","Ceramic, Hardwood",Baseboard,N/A,N/A,Electric,Drilled Well,Municipal,"No, None",Gravel (2 gravel driveways),No,N/A,"Air Exchanger, HRV (Heat Recovery Ventilation)",Partial Landscaped,"Electrical, Cable, Telephone, High Speed Internet",N/A,N/A,N/A,None,Re/max Nova (halifax),Yes,N/A,No,
Subdistrict H (Bedford),"Hollyhock Way, Bedford","53 Hollyhock Way, Bedford, NS (NOVA SCOTIA)",53 Hollyhock Way,https://www.viewpoint.ca/cutsheet/202606845/1/53-Hollyhock-Way-Bedford,202606845,"Picture summer: your heated saltwater pool with cascading waterfall anchors a private outdoor space designed for endless fun and effortless entertaining. Built in 2013 and meticulously maintained, 53 Hollyhock Way displays a high degree of quality throughout, where the interior is every bit as considered as the exterior. The open-concept main floor is centred on the stunning kitchen with large centre island, quartz countertops, black stainless steel appliances, and walk-in pantry. The kitchen transitions seamlessly into the dining area and living room - a main floor designed to keep people connected. A natural gas fireplace grounds this level, while custom window coverings by The Window Edit adorn the home, giving it a polished, cohesive finish.  Upstairs, the primary suite offers a genuine sense of retreat. A spacious walk-in closet with custom built-in storage and ensuite with oversized walk-in shower and soaker tub create a serene space where the demands of the day quietly fall away. Two additional bedrooms and a convenient upper-level laundry complete the second floor. The fully finished lower level adds a fourth bedroom, full bath, rec room, and mudroom access from the oversized garage. Beyond the property line, the neighbourhood delivers on its own terms; parks, walking trails, and a four-pad arena are within easy reach, alongside local favourites like Levantic Bakery and Cafe, Noggins Corner Farm Market, and Cortado Tasting Room - there’s something for everyone. Downtown Halifax is all but twenty minutes away.  Tucked into one of Bedford’s most desirable neighbourhoods, this thoughtfully crafted home - complete with a peaceful backyard escape - offers a rare opportunity to enjoy relaxed, coastal-inspired living.",2026-04-09,1049900,53 Hollyhock Way,Bedford,B4B 0H7,4,4,[],41344912,Single Family,Detached,2 Level,33x39 less jog,13,4,3 / 1,"2,473 sqft","3,104 sqft","7,771 sqft","7,772 sqft","$930,000 (2026)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,"Full, Fully Developed","Tile, Carpet, Hardwood",Heat Pump,Yes,Yes,Natural Gas,Municipal,Municipal,"Yes, Built-in, 1.5, Heated, Wired (1.5, built-in)","Paved, Double (double, paved driveway)",No,N/A,"Alarm System, Ensuite Bath, In-Ground Pool, Fireplace(s), HRV (Heat Recovery Ventilation)","Cleared, Landscaped, Fenced","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer","Appliances, TV wall mounts","Gold drapery in 3rd bedroom, Lrg steel cabinet in garage",Alarm System,Engel & Volkers,Yes,N/A,No,
Subdistrict H (Bedford),"Lewis Drive, Bedford","206 Lewis Drive, Bedford, NS (NOVA SCOTIA)","Unit 13, 206 Lewis Drive",https://www.viewpoint.ca/cutsheet/202529242/1/Unit-13-206-Lewis-Drive-Bedford,202529242,"**Ready to move in by February 28, 2026** Introducing The Bellmore, a beautifully crafted 4-bedroom, 3.5-bath detached home by Shaughnessy Homes in Belle Rose Park, West Bedford. Spanning 2,537 sq. ft. across three finished levels on a 34’ lot, this home blends modern style with everyday functionality. The main floor features an open-concept layout with a designer kitchen boasting a walk-in pantry, premium quartz countertops, and soft-close cabinetry. A stylish dining room bump-out adds a touch of elegance, perfect for gatherings. Engineered hardwood flows through the main and upper levels, complemented by an electric fireplace in the living area. Step outside to a beautifully finished composite deck, providing long-lasting durability with low maintenance. The finished WALKOUT basement is equipped with a wet bar, large bedroom, full bathroom and a spacious rec room perfect for extended family members. This home includes a fully ducted heat pump with natural gas backup, plus rough-ins for a gas range, dryer, BBQ, water heater, and a 50 AMP EV charger. Nestled off Larry Uteck Blvd in the serene Belle Rose Park, this home is steps from schools, parks, and amenities. Built with Shaughnessy Homes’ signature quality, The Bellmore is a rare find in one of Bedford’s most desirable communities.",2025-12-09,859900,"Unit 13, 206 Lewis Drive",Bedford,B4B 0L3,4,4,[],41547464,Single Family,Detached,2 Level,22x48.4,N/A,4,3 / 1,"1,730 sqft","2,537 sqft","4,556 sqft","4,556 sqft","$200,000 (2026)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Tile, Laminate",Heat Pump,Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single, Built-in, Heated, Wired (single, built-in, heated, wired)",Paved,No,N/A,"Ensuite Bath, Electric Fireplace, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet",None,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
Subdistrict H (Bedford),"Lewis Drive, Bedford","209 Lewis Drive, West Bedford, NS (NOVA SCOTIA)","Unit 14, 209 Lewis Drive",https://www.viewpoint.ca/cutsheet/202529247/1/Unit-14-209-Lewis-Drive-West-Bedford,202529247,"Introducing The Bellmore, a beautifully crafted 4-bedroom, 3.5-bath detached home byShaughnessy Homes in Belle Rose Park, West Bedford. Spanning 2,537 sq. ft. across three finished levels on a 34’ lot, this homeblends modern style with everyday functionality. The main floor features an open-concept layout with a designer kitchen boasting awalk-in pantry, premium quartz countertops, and soft-close cabinetry. A stylish dining room bump-out adds a touch of elegance,perfect for gatherings. Engineered hardwood flows through the main and upper levels, complemented by an electric fireplace in theliving area. Step outside to a beautifully finished composite deck, providing long-lasting durability with low maintenance. The finishedbasement, with durable laminate flooring, offers flexible space for family or guests. If you're looking for a walk-out basement equippedwith a wet bar, washer and dryer rough in, bedroom, bathroom and a rec room - we have a limited number of The Bellmore walkoutmodels for $859,900, perfect for extended members of the family. Both versions include a fully ducted heat pump with natural gasbackup, plus rough-ins for a gas range, dryer, BBQ, water heater, and a 50 AMP EV charger. Nestled off Larry Uteck Blvd in theserene Belle Rose Park, this home is steps from schools, parks, and amenities. Built with Shaughnessy Homes’ signature quality,The Bellmore is a rare find in one of Bedford’s most desirable communities.",2025-12-09,844900,"Unit 14, 209 Lewis Drive",West Bedford,B4B 0L3,4,4,[],41547472,Single Family,Detached,2 Level,22 x 48.4,N/A,4,3 / 1,"1,730 sqft","2,537 sqft","4,603 sqft","4,603 sqft","$200,000 (2026)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Tile, Laminate",Heat Pump,Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single, Built-in, Heated, Wired (single, built-in, heated, wired)",Paved,No,N/A,"Ensuite Bath, Electric Fireplace, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet",None,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
Subdistrict H (Bedford),"Lewis Drive, Bedford","210 Lewis Drive, West Bedford, NS (NOVA SCOTIA)","Unit 1, 210 Lewis Drive",https://www.viewpoint.ca/cutsheet/202529341/1/Unit-1-210-Lewis-Drive-West-Bedford,202529341,"MOVE-IN READY! Welcome to The Bellview, a 4-bed, 3.5-bath detached home by Shaughnessy Homes in the exclusive Belle Rose Park in West Bedford. Spanning over 2,600 sq. ft. on a 34’ lot, this three-level residence offers premium living with thoughtful design. The main floor boasts an open concept layout with designer kitchen + walk-in pantry, premium finishes, quartz countertops and modern lighting, seamlessly blending style and function. Step outside to a beautifully finished composite deck, providing long-lasting durability with low maintenance. Enjoy ducted heating and cooling with natural gas backup, plus rough-ins for a gas range, dryer, BBQ, water heater, and a 50 AMP EV charger for future-ready living. Engineered hardwood flows through the main and upper levels, while the finished basement features durable laminate, perfect for versatile living spaces. Nestled off Larry Uteck Blvd, Belle Rose Park is a serene, master-planned community with easy access to schools, shops, and parks. Built with Shaughnessy Homes’ renowned craftsmanship, The Bellview is part of a limited collection of detached homes in one of Bedford’s most desirable neighborhoods.",2025-12-11,864900,"Unit 1, 210 Lewis Drive",West Bedford,B4B 0L3,4,4,[],41547340,Single Family,Detached,2 Level,22 x 49,N/A,4,3 / 1,"1,820 sqft","2,601 sqft","11,317 sqft","11,317 sqft","$395,900 (2026)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Tile, Laminate",Heat Pump,Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single, Built-in, Heated, Wired (single, built-in, heated, wired)",Paved,No,N/A,"Ensuite Bath, Electric Fireplace, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet",None,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
Subdistrict H (Bedford),"Samaa Court, Bedford","37 Samaa Court, Bedford, NS (NOVA SCOTIA)",37 Samaa Court,https://www.viewpoint.ca/cutsheet/202606147/1/37-Samaa-Court-Bedford,202606147,"Welcome to 37 Samaa Court in the sought-after community of West Bedford. This beautifully maintained 6-year-old home offers a perfect blend of modern design and functional living, featuring high-end finishes throughout. The open-concept main floor is ideal for both everyday living and entertaining, complete with a bright and spacious layout and a dedicated home office—perfect for remote work or study. Upstairs is where this home truly stands out, offering a rare and highly desirable 4-bedroom layout, each thoughtfully designed for comfort and space. With 3 full bathrooms on this level, including two ensuite bathrooms, this setup is exceptionally hard to find in the area and perfect for growing families or multi-generational living. The fully finished basement expands your living space with a large rec room, a stylish wet bar for entertaining, a 5th bedroom, and a 4th full bathroom—ideal for guests or teens seeking their own space. Step outside to enjoy a private, fully treed backyard that feels like your own natural retreat. With walking paths to explore, it’s the perfect setting for family adventures or peaceful relaxation. The location is second to none—within walking distance to the new West Bedford P–12 school, as well as local coffee shops and a variety of restaurants. Plus, you’re just a 3-minute drive to the Bedford 4-pad hockey rink, making this home a fantastic choice for active families. This is a rare opportunity to own a thoughtfully designed home in one of Bedford’s most desirable neighbourhoods.",2026-04-02,1150000,37 Samaa Court,Bedford,B4B 0Y5,5,5,[],41456369,Single Family,Detached,2 Level,30x55'5,6,5,4 / 1,"2,458 sqft","3,568 sqft","6,310 sqft","6,308 sqft","$1,090,300 (2026)",N/A,Asphalt Shingle,"Stone, Vinyl, Cementitious Board",Poured Concrete,"Fully Developed, Walkout","Tile, Carpet, Hardwood",Heat Pump,Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Attached, 1.5 (1.5 attached)","Paved, Double",No,N/A,"Ensuite Bath, Fireplace(s), HRV (Heat Recovery Ventilation)","Landscaped, Wooded/Treed","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer - Electric, Range - Gas, Refrigerator, Washer, Wine Fridge","Fridge, stove, dishwasher, washer and dryer",N/A,None,Parachute Realty,Yes,N/A,No,
Subdistrict H (Bedford),"Samaa Court, Bedford","112 Samaa Court, Bedford West, NS (NOVA SCOTIA)",112 Samaa Court,https://www.viewpoint.ca/cutsheet/202529293/1/112-Samaa-Court-Bedford-West,202529293,"Welcome to 112 Samaa Court in the popular Parks of West Bedford. This newly completed home offers 5 spacious bedrooms with custom built-out closets, 4.5 bathrooms, designer finishes, and a well-planned in-law suite perfect for extended family. Convenience and comfort are built into every detail. Enjoy an exterior electric car charger, built-in surround sound, a cozy fireplace, an attached double garage with sleek epoxy flooring, and a 10 year home warranty. The grand open-concept foyer features soaring ceilings and custom cabinetry that provides both style and practical storage. The sun-filled formal living room sits just off the foyer and includes a beautiful fireplace that sets the tone for relaxed evenings and easy entertaining. The chef-inspired kitchen features a striking oak wood island, elegant quartz backsplash, generous counter space, and a walk-in pantry. Overlooking the dining room, living room, breakfast nook, and a spacious deck with a backyard exposure, this area is ideal for everyday living and entertaining. Upstairs, the luxurious primary suite offers a custom walk-in closet and a spa-like ensuite with a soaking tub, tiled shower, stylish tile work, and custom mirrors. Three additional bedrooms - one with its own en-suite, a full bathroom with modern finishes, and conveniently located laundry closet complete this floor. The fully finished lower level offers a tailored floor plan inclusive of a mudroom off the double car garage leading to a tailored one bedroom in-law which offers a kitchenette with custom cabinetry, a full bathroom, and bedroom with a walkout to the backyard & it's own separate entrance. Modern finishes and thoughtful design come together in this impressive home located within one of Bedford’s most desirable communities. Your opportunity to own something truly special awaits.",2025-12-10,1195000,112 Samaa Court,Bedford West,B4B 0Y4,5,5,[],41456070,Single Family,Detached,2 Level,"50'6"" x 28'6""",N/A,5,4 / 1,"2,888 sqft","3,621 sqft","5,253 sqft","5,253 sqft","$966,900 (2026)",N/A,Other,"Brick, Aluminium Siding, Vinyl",Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Tile, Laminate","Heat Pump, In Floor",Yes,N/A,Natural Gas,Municipal,Municipal,"Yes, Attached, Double (attached | double car | heated | exterior entrance | epoxy floor | 19'4"" x 21')",Concrete (driveway),No,N/A,"Alarm System, Ensuite Bath, Fireplace(s), HRV (Heat Recovery Ventilation), Central Vac Roughed In","Landscaped, Level","Electrical, Cable, Telephone, High Speed Internet","Cooktop - Gas, Dishwasher, Dryer, Microwave, Oven, Refrigerator, Washer",N/A,N/A,None,"Royal Lepage Atlantic, Re/max Nova (halifax)",No,N/A,No,
Subdistrict H (Bedford),"Stephs Street, Bedford","133 Stephs Street, West Bedford, NS (NOVA SCOTIA)","Unit 3, 133 Stephs Street",https://www.viewpoint.ca/cutsheet/202519894/1/Unit-3-133-Stephs-Street-West-Bedford,202519894,"Discover The Bellhaven, a 3-bed, 3.5-bath townhome by Shaughnessy Homes in the desirable Belle Rose Park in West Bedford. Spanning 2,243 sq. ft. across three finished levels, this home blends modern comfort with stylish design.  The main floor features a home office, a sleek kitchen with premium finishes, and an open-concept living and dining area perfect for entertaining. Upstairs, three spacious bedrooms include a luxurious primary suite. Engineered hardwood graces the main and second levels, while the walk-out basement offers a wet bar, and a bright bonus space for guests or recreation.  Stay comfortable with ducted heating/cooling with a natural gas backup, plus rough-ins for a gas range, dryer, BBQ, water heater, and a 50 AMP EV charger. Nestled off Larry Uteck Blvd, Belle Rose Park offers easy access to schools, shops, and parks in a quiet, master-planned community. Built with Shaughnessy Homes’ signature quality, The Bellhaven is a rare opportunity to own in one of Halifax’s most sought-after neighborhoods.",2025-08-07,729900,"Unit 3, 133 Stephs Street",West Bedford,B4B 0L1,3,4,[],41547597,Single Family,Townhouse,3 Level,22 x 38,N/A,3,3 / 1,"1,693 sqft","2,243 sqft","23,943 sqft","23,943 sqft","$500,000 (2026)",N/A,Asphalt Shingle,Vinyl,Poured Concrete,"Fully Developed, Walkout","Tile, Laminate, Hardwood",Heat Pump,N/A,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single, Built-in, Heated, Wired (single, built-in, heated, wired)",Paved,No,N/A,"Ensuite Bath, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, High Speed Internet",None,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
Subdistrict H (Bedford),"Stephs Street, Bedford","134 Stephs Street, Bedford, NS (NOVA SCOTIA)",134 Stephs Street,https://www.viewpoint.ca/cutsheet/202606799/1/134-Stephs-Street-Bedford,202606799,"Check to see if you qualify for the First-Time Home Buyers’ GST Rebate. Welcome to 134 Stephs Street, Unit B – “The Horizon,” a quality-built middle-unit townhome by Signature Homes Limited. Priced from $714,000, this thoughtfully designed home  comes with an appliance package, and offers exceptional value with an impressive list of standard features. The entryway and bathrooms feature ceramic tile, while upgraded vinyl plank flooring enhances the main living areas. A hardwood staircase adds warmth, durability, and timeless appeal. Year-round comfort is ensured with a fully ducted heat pump, and both the kitchen and bathrooms are finished with quartz countertops throughout, delivering a modern, polished aesthetic. Off the dining area, a huge patio door leads to the deck complete with privacy wall, ideal for outdoor entertaining and everyday enjoyment. The walk-out basement provides excellent additional living space and  a wet bar, offering future flexibility for entertaining or extended living. Situated on a landscaped lot and backed by an Atlantic New Home Warranty, this home delivers peace of mind and low-maintenance living in a growing community—an excellent opportunity to secure a new build showcasing quality craftsmanship.",2026-04-09,714000,134 Stephs Street,Bedford,B4B 1H1,4,4,[],41556564,Single Family,Townhouse,2 Level,irregular,N/A,4,3 / 1,"1,672 sqft","2,238 sqft","3,087 sqft","3,087 sqft","$348,200 (2026)",N/A,Asphalt Shingle,"Other, Stone, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Vinyl Plank",Heat Pump,Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single, Built-in (single)",Paved (driveway),No,N/A,"Ensuite Bath, Electric Fireplace, HRV (Heat Recovery Ventilation)",N/A,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet",N/A,"appliances, wet bar",N/A,None,Royal Lepage Atlantic,No,N/A,No,
Subdistrict H (Bedford),"Stephs Street, Bedford","138 Stephs Street, Bedford, NS (NOVA SCOTIA)",138 Stephs Street,https://www.viewpoint.ca/cutsheet/202600401/1/138-Stephs-Street-Bedford,202600401,"Check to see if you qualify for the First-Time Home Buyers’ GST Rebate. Welcome to 138 Stephs Street, Unit D – “The Horizon,” a quality-built middle-unit townhome by Signature Homes Limited. Priced from $709,000, this thoughtfully designed home offers exceptional value with an impressive list of standard features. The entryway and bathrooms feature ceramic tile, while upgraded vinyl plank flooring enhances the main living areas. A hardwood staircase adds warmth, durability, and timeless appeal. Year-round comfort is ensured with a fully ducted heat pump, and both the kitchen and bathrooms are finished with quartz countertops throughout, delivering a modern, polished aesthetic. Off the dining area, a huge patio door leads to the deck complete with privacy wall, ideal for outdoor entertaining and everyday enjoyment. The walk-out basement provides excellent additional living space and is roughed in for a wet bar, offering future flexibility for entertaining or extended living. Situated on a landscaped lot and backed by an Atlantic New Home Warranty, this home delivers peace of mind and low-maintenance living in a growing community—an excellent opportunity to secure a new build showcasing quality craftsmanship.",2026-01-08,709000,138 Stephs Street,Bedford,B4B 1H1,4,4,[],41556580,Single Family,Townhouse,2 Level,irregular,N/A,4,3 / 1,"1,672 sqft","2,238 sqft","2,787 sqft","2,791 sqft","$348,200 (2026)",N/A,Asphalt Shingle,"Other, Stone, Vinyl",Poured Concrete,"Fully Developed, Walkout","Ceramic, Vinyl Plank",Heat Pump,Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Single, Built-in (single)",Paved (driveway),No,N/A,"Ensuite Bath, Electric Fireplace",N/A,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet",N/A,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Blue Forest Lane, Hammonds Plai","60 Blue Forest Lane, Hammonds Plains, NS (NOVA SCOTIA)",60 Blue Forest Lane,https://www.viewpoint.ca/cutsheet/202521750/1/60-Blue-Forest-Lane-Hammonds-Plains,202521750,"Looking for that larger home for extended family or your large family? This is perfect this home sits on 2+ acres on a mature treed lot. This 2sty home features a large paved driveway on a private lot, great for the kids riding there bikes and playing basketball, hockey & soccer .Walk into the the large foyer and a beautiful stair case leading to the upper level, main floor with a exlg living & dining room with beautiful hardwood flooring, bright kitchen with lots of cabinets & island ,cozy family room with propane flps, buyers will have to lease tanks if they would like to use it as sellers had them taken out.1/2 bth, laundry room ,the upper level features 4 bedrooms ,full bth, primary with ensuite & closets one a walk-in ,basement with 2 bedrooms the windows do not meet code, office, family room, large utility room. Great location min to the highway to get to the city and on city water. Don't miss this beautiful large family home.",2025-08-27,789000,60 Blue Forest Lane,Hammonds Plains,B4B 1L1,6,3,[],40650210,Single Family,Detached,2 Level,44x38,31,6,2 / 1,"2,420 sqft","3,340 sqft","113,629 sqft (2.6 acres)","113,692 sqft (2.6 acres)","$742,200 (2026)",No,Asphalt Shingle,Vinyl,Poured Concrete,"Full, Fully Developed","Tile, Ceramic, Carpet, Laminate, Hardwood, Porcelain",Baseboard,Yes,N/A,Electric,Municipal,Septic,"Yes, Attached, Double (attached double)",Paved (lots of parking),No,N/A,"Air Exchanger, Central Vacuum, Ensuite Bath, See Remarks, Propane Fireplace","Landscaped, Wooded/Treed","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer","Fridge,stove,dishwasher,washer,dryer",N/A,None,Royal Lepage Anchor Realty,Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Club House Lane, Hammonds Plai","14 Club House Lane, Hammonds Plains, NS (NOVA SCOTIA)",14 Club House Lane,https://www.viewpoint.ca/cutsheet/202605201/1/14-Club-House-Lane-Hammonds-Plains,202605201,"Now THIS is a dream home! Welcome to 14 Club House Lane, a show-stopping estate in the heart of Glen Arbour. Set on over an acre of beautifully landscaped grounds, this custom home offers over 6,000 square feet of refined living space. Step inside to a soaring two-storey foyer and sweeping curved staircase that sets the tone for the elegance throughout. Head through the French doors of the formal dining room and into the gourmet kitchen, which features granite countertops, dual islands, a propane cooktop, and double wall ovens - truly a chef's dream! The kitchen opens into a warm and inviting family room with a propane fireplace and full bar, designed for effortless entertaining. The main level also includes a sitting room and a den, giving you a choice of spaces to work and play in. Down the hall, the primary suite is a true retreat, boasting a spa-inspired ensuite with a double jetted tub, and his and hers walk-in closets. Upstairs you'll find three generous-sized bedrooms, one of which includes its own ensuite, and a separate full bath at the end of the hall. Every detail of this home has been thoughtfully planned for multi-generational living: the main-floor primary suite is the perfect accommodation for one-level living, while the upper level is the ideal space for a growing family, leaving the basement suite for guests or grandparents. Other exceptional features of the property include the double garage on the main floor, separate 1.5 car garage on the lower level (perfect for storing your boat or leisure equipment), and private greenspace backing onto Par 3 of Glen Arbour Golf Course. Just imagine unwinding in your hot tub after a long day, or relaxing with friends on the patio on a perfect summer day. A day of golf ending with a bite to eat at Deerfield Pub just down the street, good times are a short walk away. This is more than a home; it's a lifestyle. Don't miss the chance to own a standout property in one of Nova Scotia's most prestigious communities!",2026-03-23,1149900,14 Club House Lane,Hammonds Plains,B4B 1T4,5,5,[],40806309,Single Family,Detached,2 Level,58x22+62x40,27,5,4 / 1,"4,205 sqft","6,463 sqft","50,098 sqft (1.2 acres)","50,098 sqft (1.2 acres)","$1,228,100 (2026)",Yes,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,"Full, Fully Developed, Walkout","Tile, Carpet, Hardwood","Furnace, Fireplace, In Floor",Yes,N/A,"Oil, Propane",Drilled Well,Septic,"Yes, Attached, Double, 1.5 (attached double garage + attached 1.5 car garage)","Brick, Double (brick driveway, double wide)",No,N/A,"Air Exchanger, Alarm System, Central Vacuum, Ensuite Bath, Hot Tub, Fireplace(s), Propane Fireplace, HRV (Heat Recovery Ventilation)","Cleared, Landscaped, Golf/Parkland, Wooded/Treed","Electrical, Cable, Telephone, High Speed Internet","Cooktop - Gas, Dryer, Freezer - Chest, Freezer - Stand Up, Microwave, Oven, Refrigerator, Washer","Appliances, hot tub",N/A,Propane Tank,Exit Realty Metro,No,N/A,No,
