subdistrict_name,street_name,property_name,address,listing_id,url,description,listing_history,pid,type,style,building_style,building_dimensions,age,beds,bathrooms_f_h,main_living_area,total_living_area,listing_parcel_size,prov_parcel_size,assessed_at,rental_income,roof,exterior,foundation,basement,flooring,heating_cooling,fireplace,pool,fuel_supply,drinking_water,sewer,has_garage,parking,waterfront,water_access_view,property_features,land_features,utilities,appliances_incl,inclusions,exclusions,rental_equipment,listed_by,has_pcds,betterment_charges,bank_owned,pid_s
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Gleneagles Drive, Hammonds Plai","390 Gleneagles Drive, Hammonds Plai, NS (NOVA SCOTIA)",,202507774,https://www.viewpoint.ca/cutsheet/202507774/1/390-Gleneagles-Drive-Hammonds-Plai,"Waterfront Property! Welcome to 390 Gleneagles Drive, a breathtaking 6 bedroom, 3 bathroom executive estate where luxury meets nature. Nestled on 2.5 private acres with 207 feet of river frontage leading to McCabe Lake, this exceptional property offers high-end living in a serene, private oasis, just 30 minutes from Halifax. Step inside to experience elegant craftsmanship at every turn. The open-concept main level features rich hardwood floors and expansive windows that flood the space with natural light. The gourmet kitchen is a chef’s dream, with custom cabinetry, a walk-in pantry, sleek leathered granite countertops, and a grand island perfect for entertaining. The spacious living room is anchored by a cozy wood-burning fireplace. A formal dining area sets the stage for elegant gatherings, while the den, easily convertible into a bedroom, adds flexibility. The primary suite is a true retreat, offering a spa-inspired ensuite, walk-in closet, and tranquil views of the lush surroundings. A well-appointed bedroom, a full bath, a laundry room, and a walk-out 500 sq ft deck with covered outdoor living space, complete this level. The lower level is designed for comfort and entertainment, featuring three additional bedrooms, a stylish family room with a cozy pellet burning stove, a full bath, and plenty of storage space. Unique features include a private gym and a custom wine-tasting room. Outside your private retreat awaits; a river-view cabana overlooking a lavender field, a scenic wooded path leading directly to the river to enjoy swimming, kayaking, trout and bass fishing right in your backyard. The multiple outdoor living spaces invite you to embrace four-season indoor-outdoor living, while the attached double garage provides ample storage for vehicles, tools and outdoor gear. This estate strikes the perfect balance of seclusion and convenience, with community-focused amenities of top-rated schools, golf courses, parks, and downtown Halifax just minutes away.","[{'status': 'For Sale', 'start_date': 'Apr 14, 2025', 'end_date': '', 'list_price': '$1,289,000', 'sold_price': '', 'duration': '23 days', 'changes': []}, {'status': 'Sold', 'start_date': 'Jan 6, 2022', 'end_date': 'Jan 19, 2022', 'list_price': '$625,000', 'sold_price': '$685,000', 'duration': '13 days', 'changes': ['Jan 13, 2022\nStatus change from For Sale to Pending', 'Jan 20, 2022\nStatus change from Pending to Sold']}, {'status': 'Cancelled', 'start_date': 'Sep 9, 2021', 'end_date': 'Dec 15, 2021', 'list_price': '$695,000', 'sold_price': '', 'duration': '97 days', 'changes': ['Nov 30, 2021\nStatus change from For Sale to Pending', 'Dec 12, 2021\nStatus change from Pending to For Sale', 'Dec 15, 2021\nStatus change from For Sale to Cancelled']}, {'status': 'Sold', 'start_date': 'Jun 4, 2018', 'end_date': 'Sep 3, 2018', 'list_price': '$389,900', 'sold_price': '$386,500', 'duration': '91 days', 'changes': ['Jun 27, 2018\nPrice change from $399,900 to $389,900', 'Aug 17, 2018\nStatus change from For Sale to Pending', 'Sep 4, 2018\nStatus change from Pending to Sold']}, {'status': 'Cancelled', 'start_date': 'Jul 19, 2017', 'end_date': 'Sep 13, 2017', 'list_price': '$399,900', 'sold_price': '', 'duration': '56 days', 'changes': ['Sep 13, 2017\nStatus change from For Sale to Cancelled']}, {'status': 'Sold', 'start_date': 'May 19, 2015', 'end_date': 'Sep 11, 2015', 'list_price': '$409,900', 'sold_price': '$395,000', 'duration': '115 days', 'changes': ['Jul 3, 2015\nStatus change from For Sale to Pending', 'Jul 16, 2015\nPrice change from $424,900 to $409,900', 'Jul 16, 2015\nStatus change from Pending to For Sale', 'Aug 19, 2015\nStatus change from For Sale to Pending', 'Sep 3, 2015\nStatus change from Pending to For Sale', 'Sep 10, 2015\nStatus change from For Sale to Pending', 'Sep 30, 2015\nStatus change from Pending to Sold']}, {'status': 'Expired', 'start_date': 'Dec 17, 2014', 'end_date': 'May 17, 2015', 'list_price': '$424,900', 'sold_price': '', 'duration': '151 days', 'changes': ['May 17, 2015\nStatus change from For Sale to Expired']}, {'status': 'Sold', 'start_date': 'Nov 7, 2005', 'end_date': 'May 4, 2006', 'list_price': '$369,000', 'sold_price': '$355,000', 'duration': '178 days', 'changes': []}]",40837114,Single Family,Detached,2 Level,irregular,20,6,3 / 0,"1,748 sqft","3,426 sqft","108,900 sqft (2.5 acres)","108,900 sqft (2.5 acres)","$693,100 (2025)",Potential,Asphalt Shingle,Vinyl,Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Ceramic, Hardwood, Vinyl","Baseboard, Stove",N/A,N/A,"Wood, Electric, Pellet",Drilled Well,Septic,"Yes, Attached, Double (double attached)","Gravel, Parking Space(s) (gravel, multiple vehicles)",Yes,N/A,"Air Exchanger, Secondary Suite, Wood Stove(s), Ensuite Bath, Gazebo, HRV (Heat Recovery Ventilation), Central Vac Roughed In","Landscaped, Hardwood Bush, Sloping/Terraced, Wooded/Treed, Softwood Bush, Partial Cleared","Electrical, Cable, Telephone, High Speed Internet","Cooktop - Electric, Dishwasher, Dryer, Microwave, Oven, Refrigerator, Washer, Water Softener, Wine Fridge","Fridge, stove top, dishwasher, microwave, wall oven, washer, dryer, wine fridge, water softener.","Stained glass art piece in office/bedroom, generator",None,Re/max Nova (halifax),Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Grandview Court, Hammonds Plai","37 Grandview Court, Hammonds Plai, NS (NOVA SCOTIA)",,202506940,https://www.viewpoint.ca/cutsheet/202506940/1/37-Grandview-Court-Hammonds-Plai,"Nestled at the end of a quiet cul-de-sac in a sought-after family subdivision, 37 Grandview Court offers bright, spacious living in a prime location. With walking trails directly accessible from the street, this home is perfect for those who love the outdoors. Inside, natural light fills the open-concept layout. The flexible main-floor space can serve as a dining room, playroom, or home office, adapting to your needs. The kitchen seamlessly connects to the dining area, making mealtime and entertaining effortless. A tucked-away den and cozy living area provide additional space for relaxation. Upstairs, the primary bedroom offers a peaceful retreat with its own ensuite bathroom, while two additional bedrooms provide comfort for family or guests. The lower level boasts a bright, walkout basement, extending the living space even further. Step outside to the back deck, where a large, private backyard backs onto mature woods - creating a serene escape. Located in a fantastic neighbourhood with easy access to amenities, 37 Grandview Court is a wonderful place to call home.","[{'status': 'For Sale', 'start_date': 'Apr 4, 2025', 'end_date': '', 'list_price': '$749,900', 'sold_price': '', 'duration': '33 days', 'changes': []}]",40799512,Single Family,Detached,2 Level,28 x 36,27,3,2 / 1,"1,537 sqft","2,290 sqft","84,506 sqft (1.9 acres)","84,506 sqft (1.9 acres)","$589,400 (2025)",Potential,Asphalt Shingle,Vinyl,Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Ceramic, Laminate, Vinyl",Baseboard,N/A,N/A,Oil,Drilled Well,Septic,"Yes, Attached, Double (double attached)",Paved,No,N/A,Ensuite Bath,"Year Round road, Landscaped, Wooded/Treed","Electrical, High Speed Internet",N/A,N/A,N/A,Propane Tank,Sotheby's International Realty Canada,Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Hammonds Plains Road, Hammonds Plai","1407 Hammonds Plains Road, Hammonds Plai, NS (NOVA SCOTIA)",,202509250,https://www.viewpoint.ca/cutsheet/202509250/1/1407-Hammonds-Plains-Road-Hammonds-Plai,"Charming 2 bedroom, 1 bathroom well maintained home set on nearly an acre along Hammonds Plains Road! This cozy property offers a bright, functional layout and a large lot — a blank canvas for your plans. With MU1 zoning, the possibilities are endless: residential, business, or mixed-use development. A fantastic opportunity in a growing area — don’t miss it!","[{'status': 'Pending', 'start_date': 'Apr 30, 2025', 'end_date': '', 'list_price': '$524,900', 'sold_price': '', 'duration': '7 days', 'changes': ['May 5, 2025\nStatus change from For Sale to Pending']}]",,Single Family,Detached,1 Level,31.5 x 25,47,3,1 / 0,787 sqft,787 sqft,"38,787 sqft","8,162 sqft","$277,800 (2025)",N/A,Asphalt Shingle,Wood Shingles,Poured Concrete,"Undeveloped, Walkout","Hardwood, Vinyl","Furnace, Forced Air, Heat Pump",N/A,N/A,"Electric, Oil",Well,Septic,"No, None","Gravel, Single",No,N/A,N/A,N/A,"Electrical, Cable, Telephone",N/A,N/A,N/A,None,Royal Lepage Atlantic (dartmouth),No,N/A,No,"00421412, 00421420"
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Hammonds Plains Road, Hammonds Plai","LOT B Hammonds Plains Road, Hammonds Plai, NS (NOVA SCOTIA)",,202509250,https://www.viewpoint.ca/cutsheet/202509250/1/LOT-B-Hammonds-Plains-Road-Hammonds-Plai,"Charming 2 bedroom, 1 bathroom well maintained home set on nearly an acre along Hammonds Plains Road! This cozy property offers a bright, functional layout and a large lot — a blank canvas for your plans. With MU1 zoning, the possibilities are endless: residential, business, or mixed-use development. A fantastic opportunity in a growing area — don’t miss it!","[{'status': 'Pending', 'start_date': 'Apr 30, 2025', 'end_date': '', 'list_price': '$524,900', 'sold_price': '', 'duration': '7 days', 'changes': ['May 5, 2025\nStatus change from For Sale to Pending']}]",,Single Family,Detached,1 Level,31.5 x 25,47,3,1 / 0,787 sqft,787 sqft,"38,787 sqft","8,162 sqft","$277,800 (2025)",N/A,Asphalt Shingle,Wood Shingles,Poured Concrete,"Undeveloped, Walkout","Hardwood, Vinyl","Furnace, Forced Air, Heat Pump",N/A,N/A,"Electric, Oil",Well,Septic,"No, None","Gravel, Single",No,N/A,N/A,N/A,"Electrical, Cable, Telephone",N/A,N/A,N/A,None,Royal Lepage Atlantic (dartmouth),No,N/A,No,"00421412, 00421420"
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Kara Court, Hammonds Plai","15 Kara Court, Hammonds Plai, NS (NOVA SCOTIA)",,202424587,https://www.viewpoint.ca/cutsheet/202424587/1/15-Kara-Court-Hammonds-Plai,"This spacious home is looking for a new family. A great match for your growing family! This well-cared for, two-story, 4 bedroom and 3 bath home awaits you! Close to all amenities, great schools, on municipal water, tucked away on a large private country lot, on a quiet cul de sac, in the sought after, family friendly neighbourhood of Kingswood. This home has the perfect layout for your growing family or extended family. It offers HWBB heating plus 4 new heat pumps, a beautiful kitchen open to the dining nook and family room with a propane fireplace. The main floor includes the kitchen with an abundance of cabinets, generous counter space, a built-in desk, garden door leading to the deck, a separate living room and dining room with plenty of space for hosting gatherings, laundry room, 2 piece bathroom, inside access to the attached double car garage. Upstairs there is a generous sized master bedroom with ensuite, 3 other bedrooms with double closets and a full bath. The basement level has 3 large rooms with lots of space to create a games room, rec room or just use the space for the kiddies to play! Recent improvements include; kitchen backsplash, interior painting and 4 new ductless heat pumps.","[{'status': 'For Sale', 'start_date': 'Oct 11, 2024', 'end_date': '', 'list_price': '$874,000', 'sold_price': '', 'duration': '208 days', 'changes': ['Apr 7, 2025\nPrice change from $889,000 to $874,000']}]",40720773,Single Family,Detached,2 Level,58' x 27',28,4,2 / 1,"2,064 sqft","3,166 sqft","51,286 sqft (1.2 acres)","51,286 sqft (1.2 acres)","$743,400 (2025)",Unknown,Asphalt Shingle,"Wood Siding, Brick",Poured Concrete,Fully Developed,"Ceramic, Carpet, Laminate, Linoleum","Baseboard, Other, Hot Water",Yes,N/A,Oil,Municipal,Septic,"Yes, Attached, Double (attached 20' x 19'.8"")",Parking Space(s) (parking for 3-4 cars),No,N/A,"Air Exchanger, Central Vacuum, Ensuite Bath, Propane Fireplace","Wooded/Treed, Partial Cleared, Partial Landscaped","Electrical, Cable, Telephone, High Speed Internet","Central Vacuum, Dishwasher, Dryer, Freezer, Refrigerator, Stove","Fridge, Stove, Dishwasher, Washer, Dryer and Freezer",N/A,None,Royal Lepage Anchor Realty,Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Kenwood Avenue, Hammonds Plai","4 Kenwood Avenue, Hammonds Plai, NS (NOVA SCOTIA)",,202505218,https://www.viewpoint.ca/cutsheet/202505218/1/4-Kenwood-Avenue-Hammonds-Plai,"Nestled in a welcoming community, this beautifully updated 3-bedroom + office, 2-bath home blends character with modern comfort. Sunlight pours into the inviting sunroom, while refinished floors add warmth and charm to the places that needed it the most. The now finished basement offers extra living space, complete with a newly added bedroom, modern bathroom, and laundry/ office room—perfect for guests or family. Recent upgrades ensure both style and efficiency. The kitchen shines with new countertops, a stylish backsplash, new sink and a dishwasher Comfort is a priority with a 220-amp electrical upgrade, blown-in attic insulation in attic, two new heat pumps, and an electric boiler. And to top it off- A new shed roof to store all your valuable belongings. With a refreshed sense of HOME- it truly is a must see.","[{'status': 'For Sale', 'start_date': 'Mar 18, 2025', 'end_date': '', 'list_price': '$499,000', 'sold_price': '', 'duration': '50 days', 'changes': []}, {'status': 'Sold', 'start_date': 'Sep 8, 2023', 'end_date': 'Sep 25, 2023', 'list_price': '$399,900', 'sold_price': '$412,500', 'duration': '17 days', 'changes': ['Sep 17, 2023\nStatus change from For Sale to Pending', 'Sep 26, 2023\nStatus change from Pending to Sold']}, {'status': 'Sold', 'start_date': 'Nov 4, 2021', 'end_date': 'Nov 25, 2021', 'list_price': '$399,900', 'sold_price': '$390,000', 'duration': '21 days', 'changes': ['Nov 10, 2021\nStatus change from For Sale to Pending', 'Nov 29, 2021\nStatus change from Pending to Sold']}]",00420794,Single Family,Detached,Side Split,25x38 + sunroom,63,3,2 / 0,"1,420 sqft","1,420 sqft","10,184 sqft","10,184 sqft","$455,200 (2025)",Yes,Asphalt Shingle,Wood Siding,"Poured Concrete, Block Concrete","Crawl Space, Fully Developed","Tile, Laminate, Hardwood, Vinyl","Furnace, Heat Pump, Hot Water",N/A,N/A,"Electric, Oil",Municipal,Municipal,No,"Paved (double, paved)",No,N/A,N/A,"Cleared, Landscaped","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer",N/A,mirror main hallway,None,Re/max Nova (halifax),No,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Kingswood Drive, Hammonds Plai","226 Kingswood Drive, Hammonds Plai, NS (NOVA SCOTIA)",,202501024,https://www.viewpoint.ca/cutsheet/202501024/1/226-Kingswood-Drive-Hammonds-Plai,"Imagine starting your day with a cup of coffee on the covered front porch or the large private back deck, surrounded by nature. Situated on over an acre of land in the highly sought-after Kingswood Elementary School District, this 3-bedroom, 4-bathroom home is serviced by municipal water and is part of a vibrant community known for its excellent schools. Inside, this home features a formal living and dining room, perfect for entertaining family and friends. The large kitchen, complete with a breakfast bar, flows into a cozy family room featuring a fireplace, perfect for those cool winter evenings. Convenience is key with a laundry room located on the main floor. Upstairs, you'll find the primary bedroom with an ensuite bathroom and a walk-in closet, along with two additional bedrooms and a full main bathroom. The lower level features a versatile spare room currently used as a bedroom, another full bathroom and a rec-room with a custom bar. Discover the potential for investment with this property, with its large lot offering the opportunity for a backyard suite and a walkout basement that can be easily converted into an in-law suite for extended family or a separate basement apartment. Featuring an above-ground pool, one-owner, tongue and groove construction, large country lot surrounded by mature trees and shrubbery. You’ll be within walking distance trails, Kingswood Market, multiple lakes, while also being close to all amenities including shopping, the Rec Centre & rinks, Glen Arbour Golf Course, and easy access to the highway for quick trips to downtown Halifax or the airport.","[{'status': 'Pending', 'start_date': 'Jan 16, 2025', 'end_date': '', 'list_price': '$699,900', 'sold_price': '', 'duration': '111 days', 'changes': ['Jan 30, 2025\nPrice change from $724,900 to $714,900', 'Mar 21, 2025\nPrice change from $714,900 to $699,900', 'Apr 30, 2025\nStatus change from For Sale to Pending']}, {'status': 'Cancelled', 'start_date': 'Sep 17, 2024', 'end_date': 'Nov 15, 2024', 'list_price': '$699,000', 'sold_price': '', 'duration': '59 days', 'changes': ['Sep 27, 2024\nPrice change from $789,900 to $764,900', 'Sep 28, 2024\nPrice change from $764,900 to $769,000', 'Oct 24, 2024\nPrice change from $769,000 to $699,000', 'Nov 15, 2024\nStatus change from For Sale to Cancelled']}]",40652372,Single Family,Detached,2 Level,40 x 26 + JOG,31,4,3 / 1,"2,073 sqft","2,600 sqft","50,573 sqft (1.2 acres)","50,609 sqft (1.2 acres)","$628,800 (2025)",Potential,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,"Full, Fully Developed, Walkout","Tile, Carpet, Laminate, Hardwood","Baseboard, Furnace, Fireplace",Yes,Yes,"Wood, Oil",Municipal,Septic,"Yes, Attached (single)","Paved, Parking Space(s) (parking for multiple cars available.)",No,N/A,"Air Exchanger, Above Ground Pool, Central Vacuum, Ensuite Bath, Fireplace(s)","Landscaped, Level, Partial Cleared","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer",N/A,N/A,None,Sotheby's International Realty Canada,Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Kipawa Crescent, Hammonds Plai","20 Kipawa Crescent, Hammonds Plai, NS (NOVA SCOTIA)",,202509416,https://www.viewpoint.ca/cutsheet/202509416/1/20-Kipawa-Crescent-Hammonds-Plai,"Welcome to your dream retreat...I mean estate...no park...wait, it's all of these! This gorgeous park-like property in family-friendly Maplewood Estates, Hammonds Plains, is sure to impress! With an abundance of attractive features, this 3+1 bed split-entry home sits on beautifully landscaped grounds and features municipal water, a main-level heat pump for year-round comfort, and a spacious wood kitchen with stainless steel appliances. The primary bedroom includes a 2PC ensuite and there are two more bedrooms and a full bathroom on the main floor. The living room flows beautifully into a dining room adjacent to the kitchen and with patio doors to the sun deck. There is a huge rec room with wood stove on the lower level, a den with bar, and the updated the basement (2023/24) offer tons of space to spread out. Enjoy a two-level back deck with hot tub, multiple sheds, a workshop with 2PC bath and walkout, plus newer upgrades: vinyl windows (2007), roof (2021), paved driveway (2016), and four newer appliances. Walk to the lake, great schools, and enjoy everything this welcoming community has to offer!","[{'status': 'For Sale', 'start_date': 'May 1, 2025', 'end_date': '', 'list_price': '$649,900', 'sold_price': '', 'duration': '6 days', 'changes': []}]",00392423,Single Family,Detached,Split Entry,44.4 x 28.4,40,4,1 / 2,"1,259 sqft","2,399 sqft","55,136 sqft (1.3 acres)","55,136 sqft (1.3 acres)","$451,500 (2025)",N/A,Asphalt Shingle,Vinyl,Poured Concrete,"Fully Developed, Walkout","Ceramic, Carpet, Laminate","Baseboard, Stove, Heat Pump",N/A,N/A,"Wood, Electric",Municipal,Septic,"No, None","Paved, Double",No,N/A,Wood Stove(s),"Landscaped, Wooded/Treed","Electrical, Cable, Telephone, High Speed Internet, Other","Dishwasher, Dryer, Refrigerator, Stove, Washer",N/A,N/A,None,Royal Lepage Atlantic,Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Lake Mist Drive, Hammonds Plai","65 Lake Mist Drive, Hammonds Plai, NS (NOVA SCOTIA)",,202505675,https://www.viewpoint.ca/cutsheet/202505675/1/65-Lake-Mist-Drive-Hammonds-Plai,"This beautifully maintained 5-bedroom home offers the perfect blend of privacy and retreat, nestled on 2 acres in a natural setting. Located on a quiet cul-de-sac in the desirable Kingswood subdivision, the home and property have been thoughtfully updated throughout. Beautiful landscaping surrounds an outstanding in-ground pool and hot tub, with all-day sunshine providing endless opportunities for entertaining and relaxation. Pride of ownership is evident as you step inside. The main floor flows seamlessly with formal living and dining rooms, along with a spacious yet cozy family room featuring a propane fireplace. The kitchen is designed for function and style, with ample prep and cupboard space, plus an impressive center island with stone surfaces, seating, and a built-in stovetop. A large mudroom and convenient laundry room off the side entrance are ideal for a busy family. Upstairs, you’ll find four generously sized bedrooms, including a primary suite with two large closets and a full ensuite featuring a soaker tub and custom walk-in shower. The lower level includes a home office, large gym and rec room, fifth bedroom, and additional bath. Recent upgrades include an efficient propane heating system, ductless heat pump, new roof shingles, and a new pool liner. Outside, enjoy paved parking for several vehicles, storage sheds for pool and garden tools, and plenty of space for kids or pets to play. This is an exceptional home in a welcoming neighbourhood—truly move-in ready with quick occupancy available. Enjoy peaceful country living just minutes from all the amenities of West Bedford. Book your viewing today!","[{'status': 'For Sale', 'start_date': 'Mar 24, 2025', 'end_date': '', 'list_price': '$1,050,000', 'sold_price': '', 'duration': '44 days', 'changes': ['Apr 24, 2025\nPrice change from $1,099,000 to $1,050,000']}, {'status': 'Expired', 'start_date': 'Jul 22, 2024', 'end_date': 'Mar 22, 2025', 'list_price': '$1,099,000', 'sold_price': '', 'duration': '243 days', 'changes': ['Sep 26, 2024\nPrice change from $1,225,000 to $1,199,000', 'Jan 28, 2025\nPrice change from $1,199,000 to $1,149,000', 'Feb 27, 2025\nPrice change from $1,149,000 to $1,099,000', 'Mar 22, 2025\nStatus change from For Sale to Expired']}, {'status': 'Sold', 'start_date': 'Aug 28, 2002', 'end_date': 'Aug 7, 2003', 'list_price': '$314,900', 'sold_price': '$299,000', 'duration': '344 days', 'changes': []}]",40860538,Single Family,Detached,2 Level,51' x 38',23,5,3 / 1,"2,582 sqft","3,482 sqft","84,924 sqft (2.0 acres)","84,924 sqft (2.0 acres)","$780,900 (2025)",N/A,Asphalt Shingle,Vinyl,Poured Concrete,"Full, Fully Developed, Walkout","Ceramic, Laminate, Hardwood, Other","Forced Air, Heat Pump",Yes,Yes,Propane,Drilled Well,Septic,"Yes, Attached, Double, Heated (double attached)",Paved (paved multi),No,N/A,"Air Exchanger, Ensuite Bath, In-Ground Pool, Hot Tub, Propane Fireplace","Partially Fenced, Landscaped, Level","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Microwave Rng Hd Combo, Range, Refrigerator, Washer","Fridge, range, dishwasher, Washer & dryer, pool equipment",N/A,None,Sutton Group Professional Realty,Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Lucasville Road, Hammonds Plai","1415 Lucasville Road, Hammonds Plai, NS (NOVA SCOTIA)",,202411986,https://www.viewpoint.ca/cutsheet/202411986/1/1415-Lucasville-Road-Hammonds-Plai,"Are you looking for a property that will allow you to have your home on site with your business? Welcome to 1415 Lucasville Road in Hammonds Plains! This incredibly unique opportunity includes a beautiful 4 bedroom, 2.5 bath one level executive ranch style home with high end mouldings, in-floor heating, loads of storage, attached garage and so much more. This property also features a detached 4 car garage with a car hoist with a one bedroom apartment above (2020). This garage can be used for your business or hobbies and the apartment above could provide additional income, an in-law suite or housing for employees. Additionally, there is a commercial building currently setup as a turn key mechanic shop including a paint booth, sandblaster and Snap-On tools/toolboxes all sitting on MU1 zoning! This property also includes an extensive list of upgrades including new shingles on the house and shop (2024), all new appliances in the house (2023), new heavy duty drainage system installed around property (2023) and much much more as you will see on the upgrade sheet. (Note square footage for the shop is 3375 sq/ft, square footage for garage is 1,292 sq/ft, rental unit is approximately 1000 sq/ft and the home is 2431 sq/ft)","[{'status': 'Pending', 'start_date': 'May 29, 2024', 'end_date': '', 'list_price': '$1,375,000', 'sold_price': '', 'duration': '343 days', 'changes': ['Jul 15, 2024\nPrice change from $1,750,000 to $1,625,000', 'Oct 24, 2024\nPrice change from $1,625,000 to $1,500,000', 'Feb 18, 2025\nPrice change from $1,500,000 to $1,375,000', 'Apr 1, 2025\nStatus change from For Sale to Pending']}, {'status': 'Pending', 'start_date': 'May 29, 2024', 'end_date': '', 'list_price': '$1,375,000', 'sold_price': '', 'duration': '343 days', 'changes': ['Jul 15, 2024\nPrice change from $1,750,000 to $1,625,000', 'Oct 23, 2024\nPrice change from $1,625,000 to $1,500,000', 'Feb 18, 2025\nPrice change from $1,500,000 to $1,375,000', 'Apr 1, 2025\nStatus change from For Sale to Pending']}, {'status': 'Sold', 'start_date': 'Jan 10, 2018', 'end_date': 'Aug 28, 2019', 'list_price': '$739,900', 'sold_price': '$735,000', 'duration': '595 days', 'changes': ['May 11, 2018\nStatus change from For Sale to Pending', 'Aug 28, 2019\nStatus change from Pending to Sold']}, {'status': 'Expired', 'start_date': 'Apr 1, 2016', 'end_date': 'Dec 1, 2017', 'list_price': '$750,000', 'sold_price': '', 'duration': '609 days', 'changes': ['Nov 30, 2017\nStatus change from For Sale to Expired']}, {'status': 'Expired', 'start_date': 'Nov 5, 2013', 'end_date': 'Apr 30, 2014', 'list_price': '$849,900', 'sold_price': '', 'duration': '176 days', 'changes': ['Mar 20, 2014\nPrice change from $850,000 to $849,900', 'Apr 30, 2014\nStatus change from For Sale to Expired']}]",40883712,Single Family,Detached,1 Level,50'x80',18,4,2 / 1,"2,431 sqft","2,431 sqft","62,282 sqft (1.4 acres)","62,282 sqft (1.4 acres)","$1,014,500 (2025)",Potential,Asphalt Shingle,"Brick, Vinyl, Concrete","Slab, Poured Concrete",None,"Engineered Hardwood, Ceramic, Carpet","Heat Pump, In Floor",N/A,N/A,"Electric, Oil",Municipal,Septic,"Yes, Attached, Detached, Double, Other, 1.5, Heated, Wired (attached 1.5 garage + detached double with rental unit (34'x38') + mechanic shop (45'x75'))","Paved, Gravel (gravel multi car parking area)",No,N/A,"Air Exchanger, Ensuite Bath, Air Jet Tub, See Remarks","Partially Fenced, Landscaped, Partial Cleared","Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Microwave Rng Hd Combo, Refrigerator, Stove, Washer",N/A,N/A,None,Keller Williams Select Realty,Yes,N/A,No,
